question,answer,question_type,page
Orta Asya'da hangi Türk devletleri kurulmuştur?,"Orta Asya'da Asya Hun, Göktürk ve Uygur devletleri gibi güçlü Türk devletleri kurulmuştur.",Olgusal,41
Orta Asya'nın coğrafi özellikleri nelerdir?,"Orta Asya geniş bozkırlara sahip, karasal iklimin görüldüğü, yazları sıcak ve kurak, kışları ise çok soğuk olan bir bölgedir. Denizden yüksekliği çoğu yerde 1.000 metrenin üzerindedir. Dağlık alanlar ormanlık, etekleri ise çayırlarla kaplıdır.",Olgusal,41
Orta Asya'da karasal iklimin etkileri nelerdir?,"Karasal iklim, yazların sıcak ve kurak, kışların ise çok soğuk geçmesine neden olur. Bu durum, bölgedeki yaşam koşullarını zorlaştırır ve insanların yaşam tarzlarını etkiler.",Nedensel,41
Arkeologların Türk kültürünün kaynaklarını Orta Asya'da aramalarının temel nedeni nedir?,"Arkeologların Türk kültürünün kaynaklarını Orta Asya'da aramalarının nedeni, bu bölgenin Türklerin tarih sahnesine çıktıkları yer olmasıdır.",Nedensel,41
Orta Asya'da yaşayan insanların bir kısmının neden çadırlarda yaşadığı düşünülebilir?,"Orta Asya'da yaşayan insanların bir kısmının çadırlarda yaşamasının nedeni, bölgedeki konargöçer yaşam tarzıdır. Hayvancılıkla uğraşan ve sürekli yer değiştiren topluluklar için çadır, pratik ve taşınabilir bir konut çözümüdür.",Varsayımsal,41
Konargöçer yaşam tarzı Orta Asya'daki hangi coğrafi koşullarla ilişkilidir?,"Konargöçer yaşam tarzı, Orta Asya'daki geniş bozkırlar ve karasal iklim gibi coğrafi koşullarla ilişkilidir. Bu koşullar, tarım yapmayı zorlaştırır ve hayvancılığı ön plana çıkarır.",Bağlamsal,41
Orta Asya'nın denizden yüksekliğinin 1.000 metrenin üzerinde olmasının ne gibi etkileri vardır?,"Orta Asya'nın denizden yüksekliğinin 1.000 metrenin üzerinde olması, iklimin daha da sertleşmesine ve bitki örtüsünün çeşitlenmesine katkıda bulunur. Yüksek rakımlar, sıcaklıkların daha düşük olmasına ve dağlık bölgelerde ormanların oluşmasına neden olur.",Analitik,41
"Asya Hun, Göktürk ve Uygur devletlerinin ortak özellikleri neler olabilir?","Asya Hun, Göktürk ve Uygur devletlerinin ortak özellikleri arasında Türk kökenli olmaları, Orta Asya'da kurulmaları ve güçlü devletler olmaları sayılabilir. Ayrıca, konargöçer yaşam tarzını benimsemiş olmaları ve savaşçı özelliklere sahip olmaları da ortak noktalarıdır.",Analitik,41
Orta Asya'nın fiziki haritası incelendiğinde hangi önemli dağ sıraları ve göller görülmektedir?,"Orta Asya'nın fiziki haritası incelendiğinde Ural Dağları, Altay Dağları, Tanrı Dağları, Himalaya Dağları gibi önemli dağ sıraları ile Balkaş Gölü ve Aral Gölü gibi büyük göller görülmektedir.",Olgusal,41
"Orta Asya'daki yaşam koşullarının zorlu olmasının, kurulan Türk devletlerinin yapısı üzerindeki olası etkileri nelerdir?","Orta Asya'daki zorlu yaşam koşulları, kurulan Türk devletlerinin daha güçlü ve merkeziyetçi bir yapıya sahip olmasına katkıda bulunmuş olabilir. Sürekli mücadele gerektiren bir ortam, devletlerin askeri gücünü ve dayanıklılığını artırmış olabilir.",Yansıtıcı,41
