question,answer,question_type,page
Yürütme tam olarak ne anlama gelir?,"Yürütme, Meclis tarafından yapılan yasaları uygulamak ve ülkeyi yasalara uygun olarak yönetmektir.",Olgusal,56
Cumhurbaşkanının görev ve yetkilerinden bazıları nelerdir?,"Cumhurbaşkanının bazı görev ve yetkileri şunlardır: Milletlerarası antlaşmaları onaylamak ve yayımlamak, Cumhurbaşkanı yardımcılarını ve bakanları atamak, görevlerine son vermek, TBMM adına Türk Silahlı Kuvvetlerinin Başkomutanlığını temsil etmek.",Listeleme,56
Yargının temel amacı nedir?,"Yargının temel amacı, toplum hayatında ortaya çıkan hukuka aykırılıkları belirlemek, uyuşmazlıkları çözmek ve yasalara uymayanları cezalandırmaktır.",Kavramsal,56
Türkiye'deki yargı yetkisini hangi mahkemeler kullanır?,"Türkiye'de yargı yetkisi, Anayasa Mahkemesi, Yargıtay, Danıştay, İdare Mahkemeleri gibi çeşitli mahkemeler tarafından kullanılır.",Olgusal,56
Kuvvetler ayrılığı ilkesi neden önemlidir?,"Kuvvetler ayrılığı ilkesi, devlet düzeninin doğru bir şekilde işlemesi açısından önemlidir. Yasama, yürütme ve yargı güçlerinin birbirlerinin görev alanlarına müdahale etmeden ayrı ayrı çalışmasını sağlar.",Nedensel,56
Kuvvetler ayrılığı (güçler ayrılığı) ne anlama gelir?,"Kuvvetler ayrılığı, devletin gücünün ve görevlerinin yasama, yürütme ve yargı organları arasında dağılmasıdır.",Olgusal,56
T.C. Anayasası'nın 8. maddesine göre yürütme yetkisi nasıl kullanılır?,"T.C. Anayasası'nın 8. maddesine göre yürütme yetkisi ve görevi, Cumhurbaşkanı tarafından, Anayasaya ve kanunlara uygun olarak kullanılır ve yerine getirilir.",Bağlamsal,56
T.C. Anayasası'nın 9. maddesi yargı yetkisini nasıl tanımlar?,"T.C. Anayasası'nın 9. maddesine göre yargı yetkisi, Türk Milleti adına bağımsız ve tarafsız mahkemelerce kullanılır.",Bağlamsal,56
Yürütme yetkisinin Anayasa'da yapılan değişiklikle yeniden düzenlenmesi ne gibi sonuçlar doğurmuştur?,"Halk oylaması ile Anayasa'da yapılan değişiklikle yürütme yetkisinin yeniden düzenlenmesi, Cumhurbaşkanlığı Hükümet Sistemine geçilmesine yol açmıştır. Bu durum, yürütme yetkisinin Cumhurbaşkanı tarafından kullanılması şeklinde belirginleşmiştir.",Yansıtıcı,56
"Yasama, yürütme ve yargı arasındaki ilişki nasıl özetlenebilir?","Yasama yasaları yapar, yürütme bu yasaları uygular ve yargı yasaların uygulanmasında ortaya çıkan hukuka aykırılıkları çözerek adaleti sağlar. Bu üç kuvvetin birbirinden bağımsız çalışması kuvvetler ayrılığı ilkesinin temelini oluşturur.",Özetleme,56
Bu doküman ne hakkında bilgi vermektedir?,"Bu doküman, AŞTAN tarafından hazırlanan ve 'ONA' başlığı altında sunulan, belirli üniteler ve konular içeren bir konu tekrarı ve tarama testi materyalidir.",Olgusal,57
'Birey ve Toplum' ünitesinin bu dokümandaki önemi nedir?,"'Birey ve Toplum' ünitesi, bu konu tekrarı materyalinin ilk ünitesidir ve muhtemelen sosyal bilimler veya ilgili bir alandaki temel kavramları içermektedir.",Kavramsal,57
Bu dokümanda yer alan 'Kültür ve Miras' ünitesinin içeriği ne olabilir?,"'Kültür ve Miras' ünitesi, bir toplumun gelenekleri, değerleri, inançları ve tarihi gibi kültürel unsurları ile ilgilenir. Geçmişten günümüze aktarılan maddi ve manevi değerleri kapsar.",Bağlamsal,57
"'İnsanlar, Yerler ve Çevreler' ünitesinin bu konu tekrarına dahil edilmesinin nedeni nedir?","Bu ünitenin dahil edilmesinin nedeni, coğrafya, demografi ve çevre bilimi gibi alanlardaki temel kavramları öğretmek veya tekrar etmek olabilir. İnsanların yaşadığı yerlerle ve çevreleriyle olan etkileşimlerini anlamayı amaçlar.",Nedensel,57
"'Bilim, Teknoloji ve Toplum' ünitesinin bu dokümanda işleniş şekli nasıl olabilir?","Bu ünite, bilimin ve teknolojinin toplum üzerindeki etkilerini, teknolojik gelişmelerin sosyal, ekonomik ve etik sonuçlarını ele alabilir. Bilimsel düşünce ve teknoloji okuryazarlığı becerilerini geliştirmeyi amaçlar.",Yöntemsel,57
"'Üretim, Dağıtım ve Tüketim' ünitesi, 'Etkin Vatandaşlık' ünitesi ile nasıl bir ilişki içindedir?","'Üretim, Dağıtım ve Tüketim' ünitesi ekonomik süreçleri incelerken, 'Etkin Vatandaşlık' ünitesi vatandaşların bu süreçlere katılımını ve sorumluluklarını ele alır. Her iki ünite de toplumun işleyişi ve vatandaşların rolü açısından birbirini tamamlar.",Analitik,57
"Bu dokümanda 7. bir ünite olsaydı, konusu ne olabilirdi?","Eğer 7. bir ünite olsaydı, güncel sosyal sorunlar, küresel meseleler veya farklı disiplinler arası konular gibi daha geniş bir perspektife odaklanabilirdi.",Varsayımsal,57
Bu ünitelerin öğrenciler üzerindeki etkileri neler olabilir?,"Bu üniteler, öğrencilerin sosyal bilimler alanındaki temel bilgilerini artırabilir, eleştirel düşünme becerilerini geliştirebilir ve toplumsal konulara duyarlılıklarını artırabilir.",Yansıtıcı,57
Bu doküman neden 'PRF Yayınları' tarafından hazırlanmıştır?,"Bu sorunun cevabı metinde açıkça belirtilmemiştir, ancak PRF Yayınları'nın eğitim materyalleri yayınlama konusunda uzmanlaşmış bir yayınevi olduğu varsayılabilir.",Spekülatif,57
Bu dokümanda yer alan ünitelerin temel unsurları nelerdir?,"Bu dokümanda yer alan ünitelerin temel unsurları; birey, toplum, kültür, miras, insanlar, yerler, çevreler, bilim, teknoloji, üretim, dağıtım, tüketim ve vatandaşlıktır.",Listeleme,57
Millî birlik ve beraberliği güçlendiren tarihî unsurlarla ilgili olan ifade hangisidir?,"Düğünlerde, cenazelerde birlikte olmak, toplumsal bağların güçlenmesini sağlar.",Olgusal,58
Doğuştan sahip olduğumuz rollerin özellikleri nelerdir?,"Doğuştan sahip olduğumuz roller biyolojik özelliklerimizden kaynaklanır, herhangi bir ilgi ve yeteneği gerektirmez ve bunları seçme imkanımız yoktur.",Kavramsal,58
"Hangi eşleştirme yanlıştır: I. Kaptan - Kardeş, II. Evlat - Başkan, III. Torun - Kaleci, IV. Kardeş - Oyuncu?",I. Kaptan - Kardeş eşleştirmesi yanlıştır.,Analitik,58
Meltem Öğretmen'in 'Çocuklar aile içinde üstlenebileceğimiz roller nelerdir?' sorusuna hangi öğrencinin verdiği cevap yanlıştır?,Arkadaş cevabı yanlıştır.,Olgusal,58
Millî kültürü oluşturan dinî unsurlara örnek olarak hangisi gösterilebilir?,Yemeğe besmele çekerek başlanması millî kültürü oluşturan dinî unsurlara örnektir.,Örnekleme,58
6. sınıf sosyal bilgiler dersinin hangi konusu millî bilincin oluşmasında etkili değildir?,Hayalimdeki Gelecek konusu millî bilincin oluşmasında etkili değildir.,Olgusal,58
Ön yargı aşağıdakilerden hangisini olumsuz yönde etkilemez?,Ön yargı geleneklere bağlılığı olumsuz yönde etkilemez.,Olgusal,58
Millî kültürün unsurları nelerdir?,"Din, dil, tarih millî kültürün unsurlarındandır.",Listeleme,58
Tarihin milletler için önemi nedir?,"Tarih yeni nesillerde millî bilincin oluşmasında, millî birlik ve beraberliğin sağlanmasında rol oynar.",Kavramsal,58
Ön yargının arkadaşlık ilişkilerini etkileme biçimi nasıldır?,"Ön yargı, insanlar arasında yanlış anlaşılmalara ve güvensizliğe yol açarak arkadaşlık ilişkilerini olumsuz etkiler.",Nedensel,58
Birleşmiş Milletler Çocuk Haklarına Dair Sözleşme'nin hazırlanmasındaki temel amaç nedir?,Çocukların temel hak ve özgürlüklerini korumak ve kullanmalarını sağlamaktır.,Olgusal,59
Birleşmiş Milletler Çocuk Haklarına Dair Sözleşmesi'nin hazırlanma nedenlerinden biri olmayan seçenek hangisidir ve neden?,Çocukları küçük yaşlardan itibaren çalıştırarak meslek sahibi olmalarını sağlamak. Çünkü çocukların erken yaşta çalıştırılması çocuk haklarına aykırıdır.,Analitik,59
Osmanlı Dönemi'ndeki sadaka taşı uygulamasının amacı nedir?,İhtiyaç sahibi insanları rencide etmeden yardımda bulunmaktır.,Olgusal,59
Sadaka taşı uygulamasının hangi ahlaki değerlerle ilişkisi vardır?,"Merhamet, sevgi ve yardımlaşma gibi ahlaki değerlerle doğrudan ilişkilidir.",Kavramsal,59
Sadaka taşı uygulaması hangi kavramla ilişkilendirilemez ve neden?,Kibir. Çünkü sadaka taşı uygulaması alçakgönüllülük ve başkalarını düşünme üzerine kuruludur.,Analitik,59
Tüketicilerin şikayetlerini bildirebileceği hat hangisidir ve bu hattın işlevi nedir?,Metinde bu bilgiye dair bir açıklama bulunmamaktadır. Bu nedenle bu soru cevaplanamaz.,Olgusal,59
"Toplumda refahı, ekonomik dengeyi ve birliği artıran unsurun başlığı ne olabilir?",Sosyal Yardımlaşma ve Dayanışmanın Faydaları,Kavramsal,59
Verilen şemadaki başlık neden 'Sosyal Yardımlaşma ve Dayanışmanın Faydaları' olmalıdır?,"Çünkü şemada belirtilen unsurlar (refah, ekonomik denge, birlik) sosyal yardımlaşma ve dayanışmanın sonuçlarıdır.",Nedensel,59
Tabloda verilen hak ve sorumluluk eşleştirmelerinden hangisi yanlıştır?,"I. Herkes düşünce ve kanaatlerini açıklama hakkına sahiptir - Kantinden alışveriş yaparken sıraya girmeliyim. Bu eşleştirme yanlıştır, çünkü düşünce özgürlüğü ile alışveriş sırası arasında doğrudan bir ilişki yoktur.",Analitik,59
Düşünce özgürlüğü hakkının sorumlulukları neler olabilir?,"Başkalarının haklarına saygı göstermek, iftira ve hakaret içeren ifadelerden kaçınmak, nefret söyleminde bulunmamaktır.",Kavramsal,59
Emeviler ve Abbasiler'in başkentleri nerelerdir?,"Emeviler'in başkenti Şam, Abbasiler'in başkenti ise Bağdat'tır.",Olgusal,60
Emeviler ve Abbasiler arasındaki temel farklar nelerdir?,Emeviler Arap milliyetçiliği yaparken diğer milletlerden olan Müslümanları köle olarak görmüşlerdir. Abbasiler ise tüm Müslümanlara eşit davranmışlar ve Türklere yönetimde ve orduda görev vermişlerdir.,Analitik,60
Mete Han ile ilgili verilen bilgilerden hangisi yanlıştır?,"Arda'nın verdiği bilgi yanlıştır. Asya Hun Devleti'nin kurucusu Mete Han değil, Teoman'dır.",Olgusal,60
Türklerin öldükten sonra yaşamın devam edeceğine inanmaları neyi etkilemiştir?,"Öldükten sonra yaşamın devam edeceğine inanmaları, ölülerin mezarlarına eşyalarını da koymalarına neden olmuştur.",Nedensel,60
Türklerin savaş taktikleri nelerdir?,Türkler savaşlarda sahte geri çekilme ve Turan taktiğini kullanmışlardır.,Olgusal,60
Türklerin hangi dönemde taşınabilir eserler yaptığı belirtilmektedir?,"Türkler, Uygurlar dönemine kadar taşınabilir eserler (hançer, kemer, at koşum takımları) yapmışlardır.",Olgusal,60
Türklerde ülke yönetim anlayışı nasıldır?,"Türklerde ülke, hanedan üyelerinin ortak malı sayılmıştır.",Olgusal,60
Hz. Muhammed'in Bedir Savaşı'ndan sonraki uygulaması neye örnektir?,"Hz. Muhammed'in Bedir Savaşı'ndan sonra esir olan Mekkeli müşriklerden okuma-yazma bilenleri, on Müslümana okuma-yazma öğretmeleri şartıyla serbest bırakması eğitime verdiği öneme örnektir.",Yansıtıcı,60
Tabloda verilen fetihler ve halifeler arasındaki eşleştirmelerden hangisi doğrudur?,"Tabloda verilen eşleştirmelerden Kudüs, Suriye-Filistin, İran'ın Hz. Ömer döneminde fethedildiği bilgisi doğrudur.",Olgusal,60
