question,answer,question_type,page
Bu görevin amacı nedir?,"Bu görevin amacı, verilen metin için yüksek kaliteli çeşitli soru-cevap çiftleri oluşturmaktır.",Olgusal,176
Hangi soru türleri dahil edilmelidir?,"Olgusal, kavramsal, bağlamsal, nedensel, yöntemsel, analitik, varsayımsal, yansıtıcı, spekülatif, listeleme ve özetleme gibi farklı türde sorular dahil edilmelidir.",Listeleme,176
Neden 'Evet' veya 'Hayır' gibi aşırı kısa yanıtlardan kaçınılmalıdır?,"'Evet' veya 'Hayır' gibi aşırı kısa yanıtlardan kaçınılmalıdır çünkü yanıt, bilginin ardındaki gerekçeyi anlamak için gerekli bağlamı sağlamalıdır.",Nedensel,176
Soru ve cevapların dil tutarlılığı neden önemlidir?,"Soru ve cevapların dil tutarlılığı önemlidir çünkü sorular ve cevaplar verilen metnin diliyle aynı olmalıdır; bu, anlaşılabilirliği ve tutarlılığı sağlar.",Kavramsal,176
Hangi formatta çıktı verilmelidir?,"Çıktı doğrudan JSON formatında verilmelidir. Markdown işaretleri kullanılmamalıdır ve başka açıklama eklenmemelidir, sadece düz JSON verisi verilmelidir.",Yöntemsel,176
Soru zorluk seviyeleri nasıl olmalıdır?,"Sorular basit, orta ve karmaşık seviyelerde dengelenmelidir.",Yöntemsel,176
Bağlam farkındalığı neden önemlidir?,Bağlam farkındalığı önemlidir çünkü tüm soruların verilen metnin içeriğine derinlemesine kök saldığından ve materyalin amacını ve nüanslarını anladığından emin olunmalıdır.,Kavramsal,176
Tekrardan kaçınmanın nedeni nedir?,"Tekrardan kaçınmanın nedeni, tüm soruların belirgin ve benzersiz olmasını sağlamaktır, bu da bilgi çeşitliliğini ve kapsamlılığını artırır.",Nedensel,176
"Eğer metin İngilizce ise, soru ve cevaplar hangi dilde olmalıdır?","Eğer metin İngilizce ise, soru ve cevaplar da İngilizce olmalıdır.",Varsayımsal,176
Yanıtların hassasiyeti nasıl olmalıdır?,"Yanıtlar sağlanan içeriğe dayalı özlü ve doğru olmalıdır. Ancak, yanıtların çok kısa olmamasına dikkat edilmelidir; cevabı açıkça açıklamak için yeterli bağlam vermelidir.",Analitik,176
Soru-cevap çiftleri oluşturmanın temel amacı nedir?,"Temel amaç, verilen bir metinden insanların sorabileceği çeşitli türlerde sorular üretmek ve bunlara kapsamlı yanıtlar sağlamaktır.",Kavramsal,177
Soru ve cevapların dil tutarlılığı neden önemlidir?,"Dil tutarlılığı, soruların ve cevapların metnin diliyle aynı olmasını sağlayarak anlaşılabilirliği ve erişilebilirliği artırır.",Nedensel,177
