question,answer,question_type,page
"İslamiyet öncesi Arabistan'da siyasi birlik yokken, İslamiyet'in getirdiği en önemli siyasi değişim ne olmuştur?","İslamiyet'in gelişiyle birlikte, Müslümanların hakimiyeti altında Arabistan Yarımadası'nda siyasi birlik sağlanmıştır.",Olgusal,61
Dört Halife Dönemi'ndeki halifeler kimlerdir ve bu dönemin önemi nedir?,"Dört Halife Dönemi'ndeki halifeler sırasıyla Hz. Ebubekir, Hz. Ömer, Hz. Osman ve Hz. Ali'dir. Bu dönem, İslam devletinin ilk yıllarını ve önemli fetihleri kapsar.",Kavramsal,61
Kur'an-ı Kerim'in kitap haline getirilmesi ve çoğaltılarak fethedilen bölgelere gönderilmesi hangi ihtiyacı karşılamıştır?,"İslamiyet'in geniş sınırlara yayılmasıyla ortaya çıkan, dini öğretilerin standardize edilmesi ve yaygınlaştırılması ihtiyacını karşılamıştır.",Nedensel,61
"Hz. Ali'nin halifeliğini tanımayan Emevi soyundan gelenlerin tutumu, İslam devleti açısından ne gibi sonuçlar doğurmuştur?","Bu durum, İslam dünyasında iç karışıklıklara ve siyasi bölünmelere yol açmıştır.",Yansıtıcı,61
"İlk İslam donanmasının oluşturulması ve Kıbrıs'ın fethedilmesi, İslam devletinin hangi alandaki gücünü göstermiştir?",Denizcilik alanındaki gücünü ve Bizans İmparatorluğu'na karşı askeri üstünlüğünü göstermiştir.,Analitik,61
Hz. Muhammed'in vefatından sonra Hz. Ebubekir'in halife seçilmesinin temel gerekçesi neydi?,"Müslümanların ileri gelenleri, devletin yönetimi için Hz. Muhammed'in (s.a.v.) vekili olarak Müslümanların imamlığını ve İslamiyet'in koruyuculuğunu üstlenecek bir lidere ihtiyaç duymuşlardır.",Bağlamsal,61
Devletin merkezinin Medine'den Kûfe'ye taşınmasının olası nedenleri neler olabilir?,Hz. Ali'nin halifeliği döneminde yaşanan iç karışıklıklar ve siyasi dengelerin değişmesi bu kararda etkili olmuş olabilir.,Spekülatif,61
Dört Halife Dönemi'nde fethedilen önemli bölgelerden bazılarını listeleyin.,"Suriye, Filistin, Mısır, Irak, İran, Horasan, Libya ve Tunus bu dönemde fethedilen önemli bölgelerdendir.",Listeleme,61
Beytülmal nedir ve İslam devletindeki önemi nedir?,"Beytülmal, İslam devletinde devlet hazinesidir. Devlet gelirlerinin toplandığı ve kamu harcamalarının yapıldığı yerdir.",Olgusal,61
"Hicri Takvim'in kullanılmaya başlanması, İslam toplumunda ne gibi değişikliklere yol açmıştır?","İslam toplumunda zamanın hesaplanması ve kayıt altına alınması konusunda bir düzen sağlamış, dini günlerin ve olayların belirlenmesinde standart bir ölçüt oluşturmuştur.",Yansıtıcı,61
Emeviler Devleti ne zaman kurulmuştur?,"Emeviler Devleti, Hz. Ali'den sonra Şam valisi Muaviye'nin halife olmasıyla 661 yılında kurulmuştur.",Olgusal,62
Emeviler'in halifelik anlayışında ne gibi bir değişiklik olmuştur?,"Emevilerle birlikte halifelik, babadan oğula geçmeye başlamış, yani saltanata dönüşmüştür.",Kavramsal,62
Emevi Devleti'nin başkenti neresiydi?,Emevi Devleti'nin başkenti Şam'dı.,Olgusal,62
Emeviler Dönemi'nde hangi fetihler tamamlanmıştır?,"Emeviler Dönemi'nde Kuzey Afrika'nın fethi tamamlanmış, İspanya fethedilmiş ve doğuda Horasan'ın fethi tamamlanmıştır.",Olgusal,62
Emevilerin İstanbul'u kuşatmasına rağmen alamamasının nedenleri neler olabilir?,"Metinde bu konuda doğrudan bir sebep belirtilmemiştir, ancak Bizans İmparatorluğu'nun güçlü savunması ve Emevilerin lojistik zorlukları etkili olmuş olabilir.",Spekülatif,62
Mevali kavramı Emevi Devleti'nde ne anlama geliyordu ve bu durum nelere yol açtı?,"Mevali, Arap olmayan Müslümanları ifade ediyordu ve Emeviler onları azatlı köle olarak görüyorlardı. Bu durum ayaklanmalara sebep oldu.",Kavramsal,62
Emevi Devleti'nin yıkılmasına yol açan olay nedir?,"Horasan'da başlayan ayaklanma, Emevi Devleti'nin yıkılmasıyla sonuçlandı.",Nedensel,62
Endülüs Emevi Devleti nerede kurulmuştur ve ne gibi alanlarda ilerleme göstermiştir?,"Endülüs Emevi Devleti, İspanya'da kurulmuştur ve sanat, mimari, eğitim ve bilim alanında önemli ilerlemeler göstermiştir.",Olgusal,62
Emevilerin ayrımcı politikalarını terk etmelerinin İslamiyet'in yayılmasına etkisi ne olmuştur?,Emevilerin ayrımcı politikasını terk etmesiyle başta Türkler olmak üzere çeşitli milletler büyük gruplar hâlinde İslamiyet’i kabul etmeye başladı.,Yansıtıcı,62
Beytülhikme'nin İslam medeniyetine katkıları nelerdir?,"Beytülhikme'de bilim insanları, sanatçılar, tercümanlar, yazar ve şairler çalışmalar yaptı; eserler verdi. Çeşitli dillerde eserler Arapçaya çevrildi. İslam medeniyetinin 15. yüzyıla kadar devam edecek bilimsel gelişme süreci başladı.",Yansıtıcı,62
Hz. Muhammed'e (s.a.v.) ve Dört Halife'ye ait eşyalar nerede ziyaret edilebilir?,Hz. Muhammed'e (s.a.v.) ve Dört Halife'ye ait eşyalar İstanbul Topkapı Sarayı Müzesi'nde ziyaret edilebilir.,Olgusal,63
Topkapı Sarayı Müzesi'ni ziyaret etmek için hangi genel ağ adresi kullanılabilir?,Topkapı Sarayı Müzesi'ni sanal turla ziyaret etmek için https://www.ktb.gov.tr genel ağ adresi kullanılabilir.,Olgusal,63
El-Harezmi hangi bilim dalında yaptığı çalışmalarla tanınmıştır?,"El-Harezmi, matematiğin bir alanı olan cebir biliminde yaptığı çalışmalarla tanınmıştır.",Olgusal,63
El-Harezmi'nin cebir bilimindeki önemi nedir?,"El-Harezmi, cebir bilimindeki çalışmalarıyla ""cebirin babası"" olarak tanınmaktadır.",Kavramsal,63
Sıfır rakamını ilk defa kim kullanmıştır?,"Sıfır (0) rakamını ilk defa El-Harezmi, Hint rakamlarını inceleyerek kullanmıştır.",Olgusal,63
"İtalyanca ve İngilizcedeki ""zero"" kelimesinin kökeni nedir?","İtalyanca ve İngilizcedeki ""zero"" kelimesi Arapçadaki ""sıfır"" kelimesinden gelmektedir.",Olgusal,63
Haritada hangi dönemlerde fethedilen yerler gösterilmelidir?,"Haritada Hz. Muhammed (s.a.v.), Dört Halife, Emevi ve Abbasi devletleri dönemlerinde fethedilen yerler gösterilmelidir.",Olgusal,63
İslamiyet'in yayılış haritasında hangi coğrafi bölgeler bulunmaktadır?,"İslamiyet'in yayılış haritasında Horasan, Sind, İran, Necid, Hicaz, Mısır, Irak, Mağrip (Fas) ve İspanya gibi coğrafi bölgeler bulunmaktadır.",Listeleme,63
El-Harezmi'nin görseldeki temsilî resminde ne anlatılmak isteniyor olabilir?,"El-Harezmi'nin görseldeki temsilî resmi, onun bilimsel çalışmalarına ve cebir alanındaki katkılarına vurgu yapmayı amaçlıyor olabilir.",Spekülatif,63
