question,answer,question_type,page
BTK'nin başlattığı kampanyanın adı nedir ve amacı nedir?,"BTK'nin başlattığı kampanyanın adı ""Sosyal Medyaya Selam Olsun!""dur ve amacı Türkçenin doğru kullanımını teşvik etmektir.",Olgusal,271
Popüler kültürün dil üzerindeki etkileri nelerdir?,"Popüler kültür, yabancı kelimelerin dilimize yerleşmesine, kısaltmaların artmasına ve dilin bozulmasına neden olmaktadır.",Kavramsal,271
"""Sosyal Medyaya Selam Olsun!"" kampanyasında hangi tür kelimelerin üstü çizilmiştir?","Kampanyada ""npysn, tm, nbr, aeo, kib"" gibi kısaltılmış kelime ve cümlelerin üstü çizilmiştir.",Olgusal,271
Medyanın popüler kültürün yayılmasındaki rolü nedir?,"Medya, popüler kültürün oluşmasında ve yayılmasında başroldedir. Günlük yaşamdaki hızlı değişiklikleri moda olarak tanımlayarak tüketimi teşvik etmektedir.",Nedensel,271
Popüler kültürün aileler üzerindeki ekonomik etkileri neler olabilir?,Tüketimin fazla olması ailelerin gelir gider dengesini bozabilir ve aile içi huzuru etkileyebilecek sıkıntıların yaşanmasına yol açabilir.,Yansıtıcı,271
Popüler kültür kişileri nasıl etkiler?,"Popüler kültür kişileri tek tip yaşam tarzına yöneltir, modernleşme adı altında belli bir yaşam tarzını özendirir, seçimleri ve tercihleri konusunda yönlendirir, toplumsal değerleri şekillendirir ve kişinin kendine özgü özelliklerini azaltır.",Listeleme,271
Türkçenin doğru kullanımı konusunda bireylerin sorumlulukları neler olabilir?,"Türkçenin doğru kullanımı konusunda bireyler, yabancı kelimeler yerine Türkçe karşılıklarını kullanmaya özen göstermeli, kısaltmalardan kaçınmalı ve dilin doğru kullanımını teşvik etmelidir.",Yansıtıcı,271
Popüler kültürün hangi unsurları televizyon aracılığıyla yayılmaktadır?,"Metinde televizyon aracılığıyla yayılan popüler kültür unsurlarına dair doğrudan bir bilgi bulunmamaktadır, ancak genel olarak moda, yaşam tarzları ve tüketim alışkanlıkları televizyon aracılığıyla yayılabilir.",Çıkarımsal,271
Popüler kültürün olumsuz etkilerine karşı neler yapılabilir?,"Popüler kültürün olumsuz etkilerine karşı, dil bilincini artırmak, kültürel değerlere sahip çıkmak, tüketim alışkanlıklarını bilinçli bir şekilde yönetmek ve medya okuryazarlığını geliştirmek gibi önlemler alınabilir.",Yöntemsel,271
Eğer sosyal medyada dilin doğru kullanımına dikkat edilmezse ne gibi sonuçlar ortaya çıkabilir?,"Sosyal medyada dilin doğru kullanımına dikkat edilmezse, dilin yozlaşması hızlanabilir, iletişimde yanlış anlamalar artabilir, kültürel kimlik zayıflayabilir ve gelecek nesillerin dil becerileri olumsuz etkilenebilir.",Varsayımsal,271
Yazarın özlem duyduğu nedir?,"Yazar, bayram akşamı heyecandan uyuyamayan çocukları, annelerin temizlik ve yemek telaşlarını, geleneksel yemekleri, eş dost ve akrabaların bir araya gelmesini, çocukların harçlık hayallerini, büyüklerin dualarını ve kalabalık kahvaltı sofralarını özlemektedir.",Olgusal,272
Eskiden bayramlar nasıl kutlanıyordu?,"Eskiden bayramlar, ailelerin bir araya gelmesi, geleneksel yemeklerin yapılması, bayram ziyaretlerinin gerçekleştirilmesi ve bayram namazından sonra büyüklerin ellerinin öpülmesiyle kutlanıyordu. Bayramlar, insanların sevdikleriyle bir araya geldiği, sevgi ve heyecanın yoğun yaşandığı zamanlardı.",Olgusal,272
