question,answer,question_type,page
Bu metin hangi sınıf seviyesi için hazırlanmıştır?,Bu metin 6. sınıf seviyesi için hazırlanmıştır.,Olgusal,1
Bu materyalin hakları kime aittir?,Bu materyalin tüm hakları saklıdır ve Millî Eğitim Bakanlığı'na aittir.,Olgusal,1
Bu öğretim materyalinin hangi unsurları izinsiz yayımlanamaz?,"Bu öğretim materyalinin metni, soruları ve şekilleri kısmen de olsa hiçbir suretle alınıp yayımlanamaz.",Olgusal,1
Bu metnin amacı nedir?,"Bu metnin amacı, 6. sınıf sosyal bilgiler dersi için öğretim materyali sağlamaktır.",Kavramsal,1
Bu metnin yayımlanmasıyla ilgili telif hakları neden önemlidir?,"Telif hakları, Millî Eğitim Bakanlığı'nın emeğini korumak ve materyalin izinsiz kullanımını engellemek için önemlidir.",Nedensel,1
Öğretim materyalinin izinsiz kullanılması durumunda ne tür sonuçlar ortaya çıkabilir?,Öğretim materyalinin izinsiz kullanılması durumunda yasal yaptırımlar uygulanabilir ve eğitim materyallerinin kalitesi düşebilir.,Yansıtıcı,1
Bu materyalin içeriği hangi dersle ilgilidir?,Bu materyalin içeriği Sosyal Bilgiler dersiyle ilgilidir.,Bağlamsal,1
Bu metnin 6. sınıf öğrencileri için önemi nedir?,"Bu metin, 6. sınıf öğrencilerinin Sosyal Bilgiler dersindeki konuları öğrenmelerine ve anlamalarına yardımcı olur.",Kavramsal,1
Bu tür materyallerin hazırlanmasında nelere dikkat edilmelidir?,"Bu tür materyallerin hazırlanmasında müfredata uygunluk, öğrenci seviyesine uygunluk ve telif haklarına saygı gibi unsurlara dikkat edilmelidir.",Yöntemsel,1
Bu metnin diğer ders materyallerinden farkı ne olabilir?,"Bu metnin diğer ders materyallerinden farkı, özellikle 6. sınıf Sosyal Bilgiler müfredatına odaklanması ve Millî Eğitim Bakanlığı tarafından onaylanmış olmasıdır.",Analitik,1
Bu görevin amacı nedir?,"Bu görevin amacı, verilen metinden yola çıkarak yüksek kaliteli soru-cevap çiftleri oluşturmaktır.",Olgusal,2
Soru-cevap çiftleri oluşturulurken hangi hususlara dikkat edilmelidir?,"Dil tutarlılığı, soru çeşitliliği, zorluk dengesi, yanıt hassasiyeti, bağlam farkındalığı ve tekrardan kaçınma gibi hususlara dikkat edilmelidir.",Yöntemsel,2
Neden farklı soru türleri oluşturmak önemlidir?,"Farklı soru türleri, metnin farklı yönlerini keşfetmeyi ve daha kapsamlı bir anlayış sağlamayı mümkün kılar.",Kavramsal,2
Yanıt hassasiyeti sağlanırken nelere dikkat edilmelidir?,"Yanıtlar özlü ve doğru olmalı, ancak çok kısa olmamalıdır. Bilginin ardındaki gerekçeyi anlamak için yeterli bağlam verilmelidir.",Yöntemsel,2
Bağlam farkındalığı neden önemlidir?,"Bağlam farkındalığı, soruların ve cevapların verilen metnin içeriğine derinlemesine bağlı olmasını ve materyalin amacını ve nüanslarını anlamasını sağlar.",Kavramsal,2
Tekrardan kaçınma neden gereklidir?,"Tekrardan kaçınma, tüm soruların belirgin ve benzersiz olmasını sağlayarak gereksiz tekrarı önler ve daha verimli bir öğrenme deneyimi sunar.",Kavramsal,2
JSON formatı neden tercih edilmiştir?,"JSON formatı, veriyi yapılandırılmış bir şekilde temsil etme ve kolayca ayrıştırma imkanı sunduğu için tercih edilmiştir.",Nedensel,2
Eğer yanıt 'Evet' veya 'Hayır' gibi aşırı kısa olursa ne yapılmalıdır?,'Evet' veya 'Hayır' gibi aşırı kısa yanıtlardan kaçınılmalı ve cevabı açıkça açıklamak için yeterli bağlam verilmelidir.,Yöntemsel,2
Bu görevde oluşturulan soru türlerine örnekler nelerdir?,"Olgusal, kavramsal, bağlamsal, nedensel, yöntemsel, analitik, varsayımsal, yansıtıcı, spekülatif, listeleme ve özetleme gibi soru türleri oluşturulmuştur.",Listeleme,2
Bu görevin nihai sonucu nedir?,"Bu görevin nihai sonucu, verilen metne dayalı olarak çeşitli ve yüksek kaliteli soru-cevap çiftlerinden oluşan bir settir.",Yansıtıcı,2
"""BİLİM, TEKNOLOJİ VE TOPLUM"" ifadesi neyi ifade etmektedir?","Bu ifade, bilimsel gelişmelerin, teknolojik yeniliklerin ve bunların toplum üzerindeki etkileşimini ve karşılıklı ilişkisini ifade etmektedir.",Kavramsal,3
Bu metinde belirtilen eylemler nelerdir?,"Metinde belirtilen eylemler ""ARAŞTIRIYORUM"" ve ""GERÇEK ÜRÜN"" şeklindedir.",Olgusal,3
"""ARAŞTIRIYORUM"" eylemi bilim, teknoloji ve toplum bağlamında ne anlama gelebilir?","""ARAŞTIRIYORUM"" eylemi, bilimsel bir soruyu, teknolojik bir çözümü veya toplumun bir ihtiyacını anlamak için yapılan sistematik incelemeleri ifade edebilir.",Bağlamsal,3
"""GERÇEK ÜRÜN"" ifadesi neyi temsil ediyor olabilir?","""GERÇEK ÜRÜN"" ifadesi, bilimsel araştırma ve teknolojik geliştirme sonucunda ortaya çıkan somut ve kullanılabilir bir sonucu temsil ediyor olabilir.",Kavramsal,3
"Bilim, teknoloji ve toplum arasındaki ilişkiyi araştırmak neden önemlidir?","Bu ilişkiyi araştırmak, bilimsel ve teknolojik gelişmelerin toplumsal etkilerini anlamamızı, olası sorunları önlememizi ve bu gelişmelerden en iyi şekilde yararlanmamızı sağlar.",Nedensel,3
"""ARAŞTIRIYORUM"" ve ""GERÇEK ÜRÜN"" ifadeleri arasındaki potansiyel ilişki nedir?","""ARAŞTIRIYORUM"" ifadesi bir süreci, ""GERÇEK ÜRÜN"" ise bu sürecin sonucunu temsil edebilir. Yani, araştırma süreci sonunda bir ürün ortaya çıkabilir.",Analitik,3
"Eğer ""ARAŞTIRIYORUM"" eylemi başarısız olursa, ""GERÇEK ÜRÜN"" ortaya çıkar mı?","Eğer araştırma başarısız olursa, beklenen veya istenen ""GERÇEK ÜRÜN"" ortaya çıkmayabilir. Ancak, başarısız bir araştırma bile değerli bilgiler sağlayabilir ve farklı bir ürünün geliştirilmesine yol açabilir.",Varsayımsal,3
