question,answer,question_type,page
Türkiye'nin uluslararası alanda önemli roller üstlenmesinde etkili olan kuruluşlar hangileridir?,"Türkiye, Yunus Emre Enstitüsü, Türkiye Maarif Vakfı, Yurtdışı Türkler ve Akraba Topluluklar Başkanlığı ve TİKA gibi kuruluşların çalışmaları sonucunda uluslararası alanda önemli roller üstlenmektedir.",Olgusal,266
Türkiye Maarif Vakfı'nın önemi nedir?,"Türkiye Maarif Vakfı, yurt dışında Türkiye Cumhuriyeti adına T. C. Millî Eğitim Bakanlığı dışında eğitim kurumu açma yetkisine sahip tek kuruluştur ve birçok ülkede eğitimin her aşamasında etkin faaliyetler yürütmektedir.",Kavramsal,266
Yurtdışı Türkler ve Akraba Topluluklar Başkanlığı'nın hizmet alanı neresidir?,"Yurtdışı Türkler ve Akraba Topluluklar Başkanlığı, Türklerin ve Müslümanların yaşadığı her yere hizmet götürmektedir.",Olgusal,266
Mehmetçiğin Somali'deki faaliyetleri nelerdir?,Mehmetçik Somali'de Somali Silahlı Kuvvetleri'ni eğitmekte ve bölgedeki ihtiyaç sahibi halka Türkiye'nin yardımlarını ulaştırmaktadır. Ayrıca engellilere tekerlekli sandalye ve protez yardımları da yapmaktadırlar.,Olgusal,266
Somali Türk Görev Kuvveti Komutanlığı'nın faaliyetleri sadece askeri eğitimle mi sınırlıdır?,"Hayır, Somali Türk Görev Kuvveti Komutanlığı personeli sadece Somali Silahlı Kuvvetleri'ne askeri eğitim ve destek vermekle kalmıyor, aynı zamanda yerel halka yardım elini de uzatıyor.",Bağlamsal,266
Somali'deki yetimhanelere kim destek veriyor?,Somali'deki yetimhanelerdeki çocukların rehabilitasyonuna zaman zaman Anadolu Kışlası'ndaki personel de destek veriyor.,Olgusal,266
Yunus Emre Enstitüsü'nün toplumlar arası ilişkilerdeki rolü nedir?,"Yunus Emre Enstitüsü, kültür ve sanat alanında yaptığı çalışmalar ile toplumları birbirine yakınlaştırmaktadır.",Kavramsal,266
Türkiye'nin askeri alanda aktif bir ülke olması ne anlama geliyor?,"Türkiye'nin askeri alanda aktif bir ülke olması, sadece kendi sınırlarını korumakla kalmayıp, uluslararası barış ve güvenliğe katkıda bulunmak amacıyla farklı bölgelerde askeri faaliyetlerde bulunduğunu göstermektedir. Örneğin, Somali'de Somali Silahlı Kuvvetleri'nin eğitimine destek vermesi ve bölgedeki halka yardım ulaştırması bu aktif rolün bir göstergesidir.",Analitik,266
Türkiye'nin Somali'ye yaptığı yardımların türleri nelerdir?,Türkiye'nin Somali'ye yaptığı yardımlar sadece gıda ile sınırlı değildir. Engellilere tekerlekli sandalye ve protez yardımları da yapılmaktadır.,Listeleme,266
Metinde bahsedilen kuruluşların ortak amacı nedir?,"Metinde bahsedilen kuruluşların ortak amacı, Türkiye'nin uluslararası alandaki etkisini ve itibarını artırmak, kültürel bağları güçlendirmek ve ihtiyaç sahibi bölgelere yardım ulaştırmaktır.",Özetleme,266
Kültürün bir toplum için önemi nedir?,"Kültür, bir topluma kimliğini veren değerler zinciridir. Bu değerler, o toplumun özgünlüğünü ve diğer toplumlardan farkını ortaya koyar.",Kavramsal,267
Günümüzde tüm insanlığa mal edilebilecek ortak evrensel değerler nelerdir?,"Günümüzde özgürlük, eşitlik, adalet, demokrasi, insan hakları, dürüstlük ve yardımseverlik tüm insanlığa mal edilebilecek ortak değerlerdir.",Listeleme,267
Kültürel yakınlaşmayı sağlayabilecek alanlara örnekler veriniz.,"Kültürel yakınlaşmayı sağlayabilecek alanlar arasında sanat, edebiyat, moda ve spor sayılabilir.",Listeleme,267
Kültür merkezlerinin en önemli fonksiyonu nedir?,"Kültür merkezlerinin en önemli fonksiyonu, ilgili ülkenin dilinin, kültürünün, sanatının ve tarihinin tanıtılmasına katkıda bulunmaktır.",Olgusal,267
TÜRKSOY ne zaman ve hangi ülkelerin kültür bakanları tarafından kurulmuştur?,"TÜRKSOY, 1993 yılında Azerbaycan, Kazakistan, Kırgızistan, Özbekistan, Türkmenistan ve Türkiye Cumhuriyeti kültür bakanları tarafından imzalanan anlaşmayla kurulmuştur.",Olgusal,267
TÜRKSOY'un temel amacı nedir?,"TÜRKSOY'un temel amacı, Türk halklarının gönül birlikteliğini ve kardeşliğini güçlendirmek, ortak Türk kültürünü gelecek nesillere aktarmak ve dünyaya tanıtmaktır.",Olgusal,267
TÜRKSOY'un Türk dünyasında sağladığı etkileşim nasıldır?,"TÜRKSOY, Türk dünyasında sürekli ve kalıcı bir etkileşim sağlamaktadır. Çalışmaları, kuruluşundan bu yana üye ülke devlet başkanlarının himayelerinde yürütülmektedir.",Analitik,267
Türkiye'nin Gazze'ye yaptığı insani yardımların miktarı ne kadardır?,Türkiye'nin Gazze'ye yaptığı insani yardımlar 42 bin tona ulaşmıştır.,Olgusal,267
"Türkiye, Gazze'ye en fazla yardım sağlayan kaçıncı ülkedir?","Türkiye, Gazze'ye en fazla yardım sağlayan ikinci ülkedir.",Olgusal,267
Türkiye'nin Gazze'ye yaptığı yardımlar hangi alanları kapsamaktadır?,"Türkiye'nin Gazze'ye yaptığı yardımlar, insani yardımların yanı sıra Gazzeli hasta ve yaralıların tedavisini de kapsamaktadır. Ayrıca her hafta ortalama 127 ton içme suyu Mısır'dan Gazze'ye ulaştırılmaktadır.",Analitik,267
Bu metnin temel amacı nedir?,"Bu metnin temel amacı, Türkiye'nin siyasi, askeri, ekonomik ve kültürel alanlardaki uluslararası faaliyetlerinin araştırılmasını ve ilgili yerlere yazılmasını sağlamaktır.",Olgusal,268
Türkiye'nin dünyadaki rollerini yerine getiren kamu kurum ve kuruluşlarına örnekler nelerdir?,"Metin, bu soruya doğrudan örnekler vermemektedir. Ancak, okuyucudan bu kurum ve kuruluşları araştırması ve faaliyetlerine örnekler vermesi istenmektedir.",Kavramsal,268
"Bu etkinlik, öğrencilerin hangi alanlardaki bilgilerini geliştirmeyi amaçlamaktadır?","Bu etkinlik, öğrencilerin siyasi, askeri, ekonomik ve kültürel alanlardaki bilgilerini geliştirmeyi amaçlamaktadır.",Analitik,268
Metinde bahsedilen 'ilgili yerler' ifadesi ne anlama gelmektedir?,"'İlgili yerler' ifadesi, araştırılan bilgilerin sunulması gereken uygun makamları veya platformları ifade etmektedir. Bu, bir rapor, sunum veya ödev olabilir.",Bağlamsal,268
Bu etkinliğin öğrencilere potansiyel faydaları nelerdir?,"Bu etkinlik, öğrencilerin Türkiye'nin uluslararası ilişkileri hakkında bilgi edinmelerine, araştırma becerilerini geliştirmelerine ve farklı alanlardaki kamu kurum ve kuruluşlarının rollerini anlamalarına yardımcı olabilir.",Yansıtıcı,268
Öğrenciler bu araştırmayı yaparken hangi kaynaklardan yararlanabilirler?,"Öğrenciler bu araştırmayı yaparken resmi devlet web siteleri, haber kaynakları, akademik makaleler, sivil toplum kuruluşlarının raporları ve uzman görüşleri gibi çeşitli kaynaklardan yararlanabilirler.",Yöntemsel,268
"Türkiye'nin uluslararası faaliyetlerinin siyasi, askeri, ekonomik ve kültürel alanlara ayrılmasının nedeni nedir?","Türkiye'nin uluslararası faaliyetlerinin bu alanlara ayrılması, faaliyetlerin daha iyi organize edilmesi, analiz edilmesi ve anlaşılması için yapılmıştır. Her alan, farklı türde etkileşimleri ve hedefleri temsil etmektedir.",Nedensel,268
"Bu etkinliğin amacı, öğrencilerin Türkiye'nin dış politikasına eleştirel bir bakış açısı geliştirmelerine yardımcı olmak mıdır?","Evet, bu etkinlik öğrencilerin Türkiye'nin dış politikasına eleştirel bir bakış açısı geliştirmelerine, farklı alanlardaki rollerini anlamalarına ve bu rolleri değerlendirmelerine yardımcı olmayı amaçlamaktadır.",Varsayımsal,268
Metinde bahsedilen kamu kurum ve kuruluşlarının faaliyetlerine örnekler neler olabilir?,"Metin, bu soruya doğrudan örnekler vermemektedir. Ancak siyasi alanda Dışişleri Bakanlığı'nın faaliyetleri, askeri alanda Milli Savunma Bakanlığı'nın faaliyetleri, ekonomik alanda Ticaret Bakanlığı'nın faaliyetleri ve kültürel alanda Kültür ve Turizm Bakanlığı'nın faaliyetleri örnek olarak verilebilir.",Listeleme,268
Bu metinden çıkarılacak ana ders nedir?,"Bu metinden çıkarılacak ana ders, Türkiye'nin uluslararası alanda siyasi, askeri, ekonomik ve kültürel rollerinin çok yönlü olduğudur ve bu rollerin kamu kurum ve kuruluşları aracılığıyla yerine getirildiğidir.",Özetleme,268
Popüler kültürün Türk Dil Kurumu'ndaki tanımı nedir?,"Türk Dil Kurumu, popüler kültür kavramını “belli bir dönem için geçerli olan, hızlı üretilen ve hızlı tüketilen kültürel ögelerin bütünü” olarak tanımlamaktadır.",Olgusal,269
Kültürü oluşturan temel unsurlar nelerdir?,"Bir milletin inancı, dili, millet sevgisi, tarihi, müziği, edebiyatı, sanatı, kısaca tüm birikimi kültürünü oluşturur. Ayrıca giyim kuşam alışkanlıkları, gıda tercihleri, evlerin mimarisi, eğitim, yönetim ve hukuk sistemleri gibi yaşamın tüm yanları da kültürü kapsar.",Listeleme,269
Popüler kültürün yaygınlaşmasında en etkili kitle iletişim araçlarından biri neden televizyondur?,Televizyon hem göze hem kulağa hitap ettiği için popüler kültürü yaygınlaştırmada en etkili kitle iletişim araçlarından biridir.,Nedensel,269
Kültürün tanımı nedir?,"Tarihî ve toplumsal süreçte kültür; inançlar, değer yargıları, örfler, âdetler ve beğenilerdir. Başka bir ifadeyle kültür, insan tarafından oluşturulmuş her şeydir.",Kavramsal,269
Popüler kültürün kalıcı olmamasının sebebi nedir?,"Popüler kültürün üretkenliği sınırlı kaldığı için kalıcı değildir, yalnızca yaşandığı dönemde geçerlidir.",Nedensel,269
Günümüzde insanların buluşma saatlerini televizyon dizilerine göre ayarlaması neyin bir göstergesidir?,"Bu durum, popüler kültürün günlük yaşamımız ve sosyal etkileşimlerimiz üzerindeki etkisinin bir göstergesidir.",Yansıtıcı,269
Popüler kültürün yaygınlaşmasında medyanın rolü nedir?,"Genel ağ, televizyon, akıllı telefon ve radyo gibi medya araçları, popüler kültürün yaygınlaşmasında önemli bir rol oynar. Bu araçlar aracılığıyla popüler kültür ürünleri hızla yayılır ve tüketilir.",Bağlamsal,269
Geleneksel kültür ile popüler kültür arasındaki temel farklar nelerdir?,"Geleneksel kültür kuşaktan kuşağa aktarılan, kalıcı ve derin köklere sahipken, popüler kültür hızlı üretilen, hızlı tüketilen ve dönemsel olan kültürel ögelerden oluşur.",Analitik,269
Popüler kültürün tüketim alışkanlıklarımız üzerindeki etkileri nelerdir?,"Popüler kültür, tüketim geleneklerimizi önemli ölçüde değiştirmiştir. Alışveriş merkezleri temiz havaya tercih edilmekte ve tüketim odaklı bir yaşam tarzı yaygınlaşmaktadır.",Yansıtıcı,269
