question,answer,question_type,page
Sorumlu bir vatandaş olarak vergilerin devlete ulaşması için nelere dikkat etmeliyiz?,"Sorumlu bir vatandaş olarak, alışverişlerimizde fiş alarak, gelirlerimizi doğru beyan ederek ve vergi ödeme yükümlülüklerimizi zamanında yerine getirerek vergilerin devlete ulaşmasına katkıda bulunmalıyız.",Olgusal,21
Vergi vermenin ülkemiz ekonomisinin gelişimi yönünden gerekleri ve önemi nelerdir?,"Vergi vermek, devletin eğitim, sağlık, ulaşım gibi kamu hizmetlerini finanse etmesini sağlar. Bu hizmetler, ülke ekonomisinin gelişimi için gerekli olan altyapıyı oluşturur ve sosyal refahı artırır. Ayrıca, vergi gelirleri devletin yatırım yapmasına ve ekonomik istikrarı sağlamasına yardımcı olur.",Kavramsal,21
"Vergilerle ilgili hangi yargı hatalıdır: A) Ödediğimiz vergiler bize okul, hastane ve yol gibi hizmetlerle geri döner. B) Herkes aynı oranda vergi ödemelidir. C) Vergi ödemek Anayasa’da ifade edilmiştir. D) Vergi vermek gönüllülüğe bağlıdır.","Hatalı olan yargı D) Vergi vermek gönüllülüğe bağlıdır. Çünkü vergi vermek, Anayasa'da belirtilen bir vatandaşlık görevidir ve zorunludur.",Analitik,21
"Alışverişlerimizden sonra fiş almak zorunlu mudur, isteğe mi bağlıdır? Yanlış ise doğrusunu yazınız.","Alışverişlerden sonra fiş almak isteğe bağlı değildir, zorunludur. Fiş almak, vergi kaçakçılığını önlemeye yardımcı olur ve ödenen verginin devlete ulaşmasını sağlar.",Olgusal,21
Çalışanların veya geliri olanların vergi vermeleri gerektiği nerede belirtilmiştir? Yanlış ise doğrusunu yazınız.,"Çalışanların veya geliri olanların vergi vermeleri gerektiği anayasada belirtilmiştir. Bu, devletin gelir elde etmesini ve kamu hizmetlerini finanse etmesini sağlar.",Olgusal,21
Ödediğimiz vergilerin kullanım alanları nelerdir?,"Ödediğimiz vergiler devletin yaptığı çeşitli hizmetlerde kullanılmaktadır. Bu hizmetler arasında eğitim, sağlık, ulaşım, güvenlik ve sosyal yardımlar yer alır.",Olgusal,21
Alışveriş sonrasında harcama miktarını gösteren belgeye ne ad verilir?,Alışveriş sonrasında harcama miktarını gösteren belgeye fiş denir.,Olgusal,21
Çalışanların kazanç miktarına ne denir?,Çalışanların kazanç miktarına gelir denir.,Olgusal,21
Maddi kazançları olan vatandaşların devlete belli miktarını vermesine ne ad verilir?,Maddi kazançları olan vatandaşların devlete belli miktarını vermesine vergi denir.,Olgusal,21
Vergi vermenin önemi nedir?,"Vergi vermek, devletin kamu hizmetlerini finanse etmesini, ekonomik istikrarı sağlamasını ve sosyal refahı artırmasını sağlar. Aynı zamanda, vergi gelirleri devletin yatırım yapmasına ve ülke ekonomisinin gelişmesine katkıda bulunur.",Kavramsal,21
