question,answer,question_type,page
Toplumsal hayatta demokrasinin önemi nedir?,"Toplumsal hayatta demokrasi önemlidir çünkü bireylerin hak ve özgürlüklerini korur, farklı görüşlerin temsil edilmesini sağlar, adaleti teşvik eder ve toplumsal barışı güçlendirir.",Kavramsal,226
15 Temmuz şehit ve gazilerine ne gibi şükran ifadeleri sunulabilir?,"15 Temmuz şehit ve gazilerine şükran duygularımızı şiirler yazarak, yazılar kaleme alarak veya resimler çizerek ifade edebiliriz. Bu, demokrasimize sahip çıkmalarına duyduğumuz minneti göstermenin bir yoludur.",Yöntemsel,226
Demokrasiye sahip çıkmak neden önemlidir?,"Demokrasiye sahip çıkmak önemlidir çünkü özgürlüklerimizin, haklarımızın ve geleceğimizin güvencesidir. Aynı zamanda toplumsal düzenin ve istikrarın korunmasına katkıda bulunur.",Kavramsal,226
Şükran duygularını ifade etmenin farklı yolları nelerdir?,"Şükran duygularını ifade etmenin farklı yolları arasında şiir yazmak, yazı yazmak, resim çizmek, teşekkür mektubu göndermek, yardımda bulunmak veya sözlü olarak teşekkür etmek sayılabilir.",Listeleme,226
Demokrasinin toplumsal hayattaki rolü nedir?,"Demokrasinin toplumsal hayattaki rolü, bireylerin yönetime katılımını sağlamak, farklı düşüncelerin özgürce ifade edilmesine olanak tanımak, hukukun üstünlüğünü güvence altına almak ve toplumsal refahı artırmaktır.",Kavramsal,226
15 Temmuz olaylarının demokrasi açısından önemi nedir?,"15 Temmuz olayları, demokrasinin ne kadar kırılgan olabileceğini ve vatandaşların demokrasiye sahip çıkmasının ne kadar önemli olduğunu göstermiştir. Şehitler ve gaziler, demokrasi uğruna canlarını feda ederek veya büyük fedakarlıklar yaparak bu önemi vurgulamışlardır.",Bağlamsal,226
Demokrasiye sahip çıkılmazsa ne gibi sonuçlar ortaya çıkabilir?,"Demokrasiye sahip çıkılmazsa, otoriter rejimlerin yükselmesi, insan haklarının ihlal edilmesi, adaletsizliklerin artması ve toplumsal huzursuzlukların baş göstermesi gibi olumsuz sonuçlar ortaya çıkabilir.",Varsayımsal,226
Demokrasiyi güçlendirmek için neler yapılabilir?,"Demokrasiyi güçlendirmek için eğitim seviyesini yükseltmek, sivil toplum kuruluşlarını desteklemek, medyayı özgürleştirmek, hukukun üstünlüğünü sağlamak ve seçim süreçlerini şeffaf hale getirmek gibi çeşitli adımlar atılabilir.",Yöntemsel,226
Demokrasi kavramını kısaca özetleyin.,"Demokrasi, halkın egemenliğine dayanan, bireylerin hak ve özgürlüklerini güvence altına alan, farklı görüşlerin temsil edilmesini sağlayan ve hukukun üstünlüğüne dayalı bir yönetim biçimidir.",Özetleme,226
15 Temmuz şehit ve gazilerinin demokrasi için yaptıkları fedakarlıkların anlamı nedir?,"15 Temmuz şehit ve gazilerinin demokrasi için yaptıkları fedakarlıklar, demokrasinin korunması ve yaşatılması için gerekirse canımızı feda etmeye hazır olmamız gerektiğini gösterir. Onların fedakarlıkları, gelecek nesillere örnek teşkil etmektedir.",Yansıtıcı,226
Etkin vatandaşın diğer vatandaşlardan en büyük farkı nedir?,"Etkin vatandaşın diğer vatandaşlardan en büyük farkı, anayasada haklarının korunduğunu bilmesi ve bu haklarını kullanıp sorumluluklarını yerine getirmesidir.",Olgusal,227
Etkin bir vatandaş alışveriş yaparken vatanına nasıl katkı sağlar?,Etkin bir vatandaş alışveriş yaparken fiş ya da fatura alarak ülkesinin vergi gelirine katkı sağlar.,Yöntemsel,227
Sosyal bilgiler dersinin amaçlarından biri nedir?,"Sosyal bilgiler dersinin amaçlarından biri, haklarını ve sorumluluklarını bilen, toplumsal konularda duyarlı ve etkin vatandaşlar yetiştirmektir.",Olgusal,227
Etkin vatandaş kime denir?,"Etkin vatandaş, vatanının geleceğinde belirleyici olan kişidir.",Kavramsal,227
Tüketici şikayetlerinde ilk sırayı ne almıştır ve bu neyi ifade eder?,"Tüketici şikayetlerinde ilk sırayı 'mesafeli sözleşmeler' almıştır. Bu, internet alışverişleri gibi satıcı ile tüketicinin eş zamanlı fiziksel varlığı olmadan uzaktan iletişim araçları yoluyla kurulan sözleşmeleri ifade eder.",Olgusal,227
Alo 175 Tüketici Danışma Hattı ne işe yarar?,"Alo 175 Tüketici Danışma Hattı, tüketicilerin satın aldıkları mal ve hizmetlere ilişkin yaşadığı sorunların yanı sıra insan sağlığı, can ve mal güvenliği açısından risk taşıyan ürünlere ilişkin bilgi alarak, yaşadıkları sorunları iletebildikleri bir hattır.",Olgusal,227
Etkin vatandaş haklarını kullanırken nelere dikkat etmelidir?,Etkin vatandaş haklarını kullanıp sorumluluklarını yerine getirirken başkalarının haklarına zarar vermemelidir.,Kavramsal,227
Bir vatandaşın vergi gelirine katkı sağlaması neden önemlidir?,"Bir vatandaşın vergi gelirine katkı sağlaması, ülkenin kalkınması ve kamu hizmetlerinin yürütülmesi için önemlidir. Bu, etkin vatandaşlık sorumluluğunun bir parçasıdır.",Nedensel,227
Etkin vatandaş olmanın sonuçları nelerdir?,"Etkin vatandaş olmanın sonuçları, hakların korunması, sorumlulukların yerine getirilmesi, toplumsal duyarlılığın artması ve vatanın geleceğinde söz sahibi olmaktır.",Yansıtıcı,227
Etkin bir vatandaş olmak için hangi adımları atmalıyız?,"Etkin bir vatandaş olmak için haklarımızı ve sorumluluklarımızı öğrenmeli, yasalara uymalı, toplumsal sorunlara duyarlı olmalı, seçimlerde oy kullanmalı ve vergi ödemek gibi vatandaşlık görevlerimizi yerine getirmeliyiz.",Yöntemsel,227
Etkin bir vatandaş olmak için neleri bilmek önemlidir?,Etkin bir vatandaş olmak için haklarımızı ve sorumluluklarımızı bilmek önemlidir.,Olgusal,228
Anayasada güvence altına alınan hak ve sorumlulukların önemi nedir?,"Anayasada güvence altına alınan hak ve sorumluluklar, bireylerin özgürlüğünü ve güvenliğini koruyarak toplumun düzenli işlemesini sağlar.",Kavramsal,228
12. Madde neyi ifade etmektedir?,"12. Madde, herkesin kişiliğine bağlı, dokunulmaz, devredilmez ve vazgeçilmez temel hak ve hürriyetlere sahip olduğunu belirtir. Ayrıca, temel hak ve hürriyetlerin kişinin topluma, ailesine ve diğer kişilere karşı ödev ve sorumluluklarını da içerdiğini ifade eder.",Olgusal,228
17. Madde'ye göre hangi haklara sahibiz?,"17. Madde'ye göre yaşama, maddi ve manevi varlığını koruma ve geliştirme hakkına sahibiz. Ayrıca, tıbbi zorunluluklar ve kanunda yazılı haller dışında vücut bütünlüğümüze dokunulamaz ve rızamız olmadan bilimsel ve tıbbi deneylere tabi tutulamayız. Kimseye işkence ve eziyet yapılamaz.",Olgusal,228
Özel hayatın gizliliği neden önemlidir?,"Özel hayatın gizliliği, bireylerin kişisel alanlarının korunmasını ve özgürce yaşayabilmelerini sağlamak için önemlidir. Bu gizliliğin ihlali, bireylerin psikolojik ve sosyal refahını olumsuz etkileyebilir.",Kavramsal,228
Haberleşme hürriyeti ne anlama gelir ve bu hürriyetin bir sınırı var mıdır?,"Haberleşme hürriyeti, herkesin serbestçe haber alabilmesi ve haberleşebilmesi anlamına gelir. Metinde haberleşme hürriyetinin sınırına dair bir bilgi bulunmamaktadır. Ancak haberleşmenin gizliliği esastır.",Olgusal,228
Yerleşme ve seyahat hürriyeti hangi amaçlarla sınırlandırılabilir?,"Yerleşme hürriyeti suç işlenmesini önlemek, sosyal ve ekonomik gelişmeyi sağlamak, sağlıklı ve düzenli kentleşmeyi gerçekleştirmek ve kamu mallarını korumak; seyahat hürriyeti ise suç soruşturma ve kovuşturması sebebiyle ve suç işlenmesini önlemek amaçlarıyla kanunla sınırlandırılabilir.",Olgusal,228
Bir kişinin rızası olmadan bilimsel bir deneye tabi tutulması durumunda ne olur?,"17. Madde'ye göre, bir kişi rızası olmadan bilimsel ve tıbbi deneylere tabi tutulamaz. Bu durum, kişinin temel haklarının ihlali anlamına gelir.",Varsayımsal,228
İnsan haysiyetiyle bağdaşmayan bir ceza veya muamele ne anlama gelir?,"İnsan haysiyetiyle bağdaşmayan bir ceza veya muamele, kişinin insanlık onurunu zedeleyen, aşağılayan veya acı veren her türlü uygulamayı ifade eder. Bu tür uygulamalar, temel insan haklarına aykırıdır.",Kavramsal,228
Anayasada güvence altına alınan temel hak ve hürriyetlerin ortak özelliği nedir?,"Anayasada güvence altına alınan temel hak ve hürriyetlerin ortak özelliği, kişiliğe bağlı, dokunulmaz, devredilmez ve vazgeçilmez olmalarıdır. Bu haklar, bireyin özgürlüğünü ve onurunu koruma amacı taşır.",Analitik,228
26. Madde ne tür bir hakkı ifade etmektedir ve bu hak nasıl kullanılabilir?,"26. Madde, düşünce ve kanaatleri açıklama ve yayma hakkını ifade etmektedir. Bu hak, söz, yazı, resim veya başka yollarla tek başına veya toplu olarak kullanılabilir.",Olgusal,229
72. Maddeye göre vatan hizmeti hem hak hem de ödev midir? Bu durumun gerekçesi nedir?,"72. Maddeye göre vatan hizmeti her Türk'ün hem hakkı hem de ödevidir. Bu durum, vatandaşların ülkenin savunmasına katkıda bulunma hem yetkisi hem de sorumluluğu olduğunu gösterir.",Kavramsal,229
"73. Madde, vergi ödeme yükümlülüğünü neye göre belirlemektedir?","73. Madde, vergi ödeme yükümlülüğünü herkesin mali gücüne göre belirlemektedir. Yani, kişilerin ekonomik durumları vergi ödeme miktarını etkiler.",Olgusal,229
24. Madde hangi temel özgürlüğü güvence altına almaktadır?,"24. Madde, vicdan, dinî inanç ve kanaat hürriyetini güvence altına almaktadır.",Olgusal,229
Hakların ve sorumlulukların anayasada yer almaması durumunda ne gibi sorunlar ortaya çıkabilirdi?,"Hakların ve sorumlulukların anayasada yer almaması durumunda, vatandaşların temel özgürlükleri ve devletin yetkileri belirsizleşir, keyfi uygulamalar artabilir ve toplumsal düzen bozulabilirdi.",Varsayımsal,229
Anayasa Mahkemesi'nin bu maddelerle ilgili rolü nedir?,"Anayasa Mahkemesi, bu maddelerin anayasaya uygunluğunu denetler ve olası ihlalleri tespit ederek gerekli önlemleri alır. Böylece, hak ve özgürlüklerin korunmasını sağlar.",Bağlamsal,229
Vatan hizmetinin Silahlı Kuvvetlerde veya kamu kesiminde nasıl yerine getirileceği veya getirilmiş sayılacağı ne ile düzenlenir?,Vatan hizmetinin Silahlı Kuvvetlerde veya kamu kesiminde nasıl yerine getirileceği veya getirilmiş sayılacağı kanunla düzenlenir.,Olgusal,229
"Bu anayasa maddeleri, vatandaşların devletle olan ilişkisini nasıl şekillendirmektedir?","Bu anayasa maddeleri, vatandaşların devletle olan ilişkisini haklar, özgürlükler ve sorumluluklar çerçevesinde şekillendirmektedir. Vatandaşlar belirli haklara sahipken, aynı zamanda devlete karşı belirli sorumlulukları da bulunmaktadır.",Analitik,229
