question,answer,question_type,page
Türkiye'deki ekonomik faaliyetlerin gelişmesinde hangi unsurlar önemlidir?,"Türkiye'de ekonomik faaliyetlerin gelişmesinde tarım için verimli topraklar, sanayi için ham madde, ormancılık için ormanlar, turizm için tarihi varlıklar ve doğal güzellikler, madencilik için yer altı kaynakları önemlidir.",Olgusal,11
İklim koşullarının tarım ürünleri üzerindeki etkisine örnekler veriniz.,"Yağışların bol ve düzenli olduğu Ordu ve Giresun'da fındık, Rize'de çay yetiştirilmektedir. Ilıman iklime sahip Akdeniz ve Ege kıyılarında ise pamuk, zeytin ve meyve yetiştiriciliği gelişmiştir.",Olgusal,11
Büyükbaş hayvancılık hangi bölgelerde yoğunlaşmıştır ve bunun nedeni nedir?,"Büyükbaş hayvancılık, yaz yağışları ile yeşeren gür çayırların ve otlakların olduğu Erzurum ve Kars çevresinde yoğunlaşmıştır. Bunun nedeni, bu bölgelerdeki doğal koşulların büyükbaş hayvanların beslenmesi için uygun olmasıdır.",Nedensel,11
Türkiye'deki su kaynaklarının hangi alanlarda kullanımı bulunmaktadır?,"Türkiye'deki su kaynakları turizm, ulaşım, balıkçılık ve hidroelektrik enerjisi elde edilmesi gibi alanlarda kullanılmaktadır.",Olgusal,11
Turizm çeşitliliği açısından Türkiye'nin potansiyeli nedir?,"Türkiye, tarihi alanlar, doğal güzellikler, yaz turizmi (Akdeniz ve Ege kıyıları), kış turizmi (Erzurum ve Bolu) ve doğa turizmi (Nevşehir, Trabzon, Gaziantep, Karabük) gibi çeşitli turizm olanaklarına sahiptir.",Kavramsal,11
Ormanların Türkiye ekonomisine katkıları nelerdir?,"Ormanlar mobilya ve kağıt sanayisinin gelişmesine katkı sağlamıştır. Ayrıca çeşitli ürünlerle gıda, kozmetik ve ilaç sanayisinin hammaddeleri de ormanlarımızdan sağlanmaktadır.",Olgusal,11
Türkiye'nin önemli maden kaynakları ve bu kaynakların bulunduğu şehirlerden bazıları nelerdir?,"Türkiye'nin önemli maden kaynakları arasında taş kömürü, linyit, demir, bakır, krom ve bor bulunmaktadır. Bu madenlerin bulunduğu şehirlerden bazıları Zonguldak, Sivas, Manisa, Kütahya, Eskişehir ve Balıkesir'dir.",Olgusal,11
İnsan kaynaklarının ekonomik faaliyetlerdeki rolü nedir?,Ekonomik faaliyetlerin gerçekleştirilmesinde nitelikli iş gücü sayesinde üretim yapılabilmektedir. İnsanlar hizmet sektöründe görev yaparak ekonomiye katkı yapmaktadır.,Kavramsal,11
"Kümes hayvancılığının Bolu, Manisa ve Balıkesir'de gelişmesinin sebebi nedir?","Kümes hayvancılığı ülkemizin her yerinde yapılabilmesine rağmen, nüfusun ve talebin fazla olduğu Bolu, Manisa ve Balıkesir'de daha çok gelişmiştir. Bunun sebebi bu bölgelerde talebin yüksek olmasıdır.",Nedensel,11
Türkiye'nin ekonomik kaynakları nelerdir?,"Türkiye'nin ekonomik kaynakları arasında topraklar, hayvancılık faaliyetleri, su kaynakları, turizm varlıkları, ormanlar, madenler ve insan kaynakları bulunmaktadır.",Listeleme,11
Doğal kaynakların bilinçsizce kullanılması nelere yol açabilir?,"Doğal kaynakların bilinçsizce kullanılması, bu kaynakların zarar görmesine hatta tükenmesine neden olabilir. Bu durum, canlı hayatı için ciddi sorunlar yaratabilir.",Nedensel,12
Su kirliliğinin nedenleri nelerdir ve sonuçları neler olabilir?,"Akarsuların, göllerin ve denizlerin atıklarla, çöplerle kirletilmesi su kirliliğine neden olur. Bu durum suda yaşayan canlılara zarar verir, içme ve sulama suyu yetersiz kalabilir.",Nedensel,12
Yenilenemeyen enerji kaynaklarına örnekler nelerdir ve bu kaynakların ortak özelliği nedir?,"Taş kömürü, linyit, petrol ve doğal gaz yenilenemeyen enerji kaynaklarına örnektir. Bu kaynakların ortak özelliği, kullanıldıkça tükenmeleridir.",Listeleme,12
Türkiye'de taş kömürü hangi bölgeden çıkarılır ve hangi sanayide kullanılır?,Türkiye'de taş kömürü Zonguldak ve çevresinden çıkarılır. Yüksek ısı elde edilen demir-çelik sanayisinde ve termik santrallerde elektrik üretiminde kullanılır.,Olgusal,12
Ham petrol nerelerde işlenir ve işlenmesi sonucunda hangi ürünler elde edilir?,"Ham petrol Batman, Orta Anadolu (Kırıkkale), Aliağa (İzmir), İpraş (İzmit), Ataş (Mersin) rafinerilerinde işlenir. İşlenmesi sonucunda benzin, motorin, gaz yağı gibi yakıtlar elde edilir.",Olgusal,12
Güneş enerjisinden nasıl yararlanılır ve Türkiye'de bu alanda yapılan çalışmalar nelerdir?,"Güneş enerjisinden güneş panelleri sayesinde elektrik üretimi ve sıcak su ihtiyacı elde edilerek yararlanılır. Kayseri, Ankara, Balıkesir, Konya, Nevşehir, Van ve Sivas gibi şehirlerde kurulan güneş enerjisi panelleri tesisleri sayesinde güneş enerjisinden yararlanılmaktadır.",Yöntemsel,12
Rüzgar enerjisi santralleri genellikle nerelerde kurulur ve Türkiye'deki örnekleri nelerdir?,"Rüzgar enerjisi santralleri genellikle rüzgarların sürekli ve etkili olduğu alanlarda kurulur. İzmir, İstanbul, Afyon, Balıkesir ve Çanakkale rüzgar santrallerinin olduğu şehirlerdendir.",Olgusal,12
Hidroelektrik enerji nasıl elde edilir ve Türkiye'deki önemli hidroelektrik santralleri hangileridir?,"Hidroelektrik enerji, akarsular üzerinde yapılan barajlar sayesinde su gücünden elektrik elde edilmesiyle elde edilir. Atatürk Barajı, Keban Barajı, Karakaya Barajı, Hirfanlı Barajı, Altınkaya Barajı ve Seyhan Barajı elektrik üretimi yapılan önemli barajlardandır.",Yöntemsel,12
Jeotermal enerji santralleri nerelerde bulunur ve ne amaçla kullanılır?,"Jeotermal enerji santralleri, yer altındaki sıcak suyun yeryüzüne çıktığı yerlerde bulunur. Sıcak su ve su buharı gücünden elektrik enerjisi elde edilmesi amacıyla kullanılırlar. Denizli ve Aydın’da jeotermal enerji santralleri vardır.",Olgusal,12
Bilinçli bir tüketici olarak kaynakları korumak neden önemlidir?,"Bilinçli bir tüketici olarak kaynakları korumak, kaynakların doğru şekilde kullanılmasını ve sonraki nesillere ulaştırılmasını sağlamak için önemlidir. Bu, sürdürülebilir bir gelecek için gereklidir.",Kavramsal,12
Bilinçli yatırım nedir ve bir yerdeki ekonomik yatırımların yapılabilmesi neleri gerektirir?,"Bilinçli yatırım, bir bölgenin coğrafi özelliklerine uygun olarak yapılan, kaynakları verimli kullanan ve gelecek nesilleri düşünen yatırımlardır. Bir yerde ekonomik faaliyetlerin ve yatırımların yapılabilmesi için iklim, yeryüzü şekilleri, ulaşım imkânları, turizm, maden ve orman varlıkları gibi coğrafi özellikler önemlidir.",Kavramsal,13
"Rize, Konya ve Mersin'de hangi ürünlerin yetiştirilebilmesi, hangi coğrafi özelliklerle ilgilidir?","Rize'de çay, Konya'da buğday ve Mersin'de muz yetiştirilebilmesi, o bölgelerin yağış ve sıcaklık bakımından uygun şartlara sahip olmasıyla ilgilidir.",Nedensel,13
Erzurum ve Kars çevresinde hayvancılık ve hayvancılık ürünlerine ait yatırımların gelişmesinin sebebi nedir?,Erzurum ve Kars çevresinde yeryüzü şekilleri bakımından yükselti ve engebe fazla olduğundan hayvancılık ve hayvancılık ürünlerine ait yatırımlar gelişmiştir.,Nedensel,13
İç kesimlerde hangi gıda ürünleri yatırımları yapılmıştır ve bu yatırımların sebebi nedir?,"Ülkemizin iç kesimlerinde yazların kurak kışların soğuk olmasından ve ovalar ile engebeli alanların olmasından dolayı buğday ve şeker pancarı üretimine bağlı olarak un, şeker, makarna gibi gıda ürünleri yatırımları yapılmıştır.",Nedensel,13
"Şanlıurfa, Gaziantep, Bolu, Antalya ve Muğla gibi şehirlerde hangi yatırımlar gelişmiştir ve bunun nedeni nedir?","Şanlıurfa, Gaziantep, Bolu, Antalya ve Muğla gibi şehirlerde tarihî ve doğal güzelliklerin olmasından dolayı turizm gelişmiş ve buna bağlı olarak konaklama hizmetlerine yönelik yatırımlar artmıştır.",Nedensel,13
"Zonguldak, Kütahya, Sivas, Manisa ve Afyon gibi şehirlerdeki yatırımların temelinde hangi kaynak yatmaktadır?","Zonguldak, Kütahya, Sivas, Manisa ve Afyon gibi şehirlerdeki madenlerden dolayı maden işletmelerine yönelik yatırımlar gelişmiştir.",Nedensel,13
Ormanların yoğun olduğu yerlerde hangi tür yatırımlar için uygun ortam vardır?,Ormanların yoğun olduğu yerlerde mobilya ve kâğıt üretimi için gerekli yatırımlara uygundur.,Olgusal,13
Bir yerde yatırım yapılabilmesi için gerekli olan şartlardan 'ham madde' ne anlama gelir ve neden önemlidir?,"Ham madde, işlenmemiş veya yarı işlenmiş ürünlere denir. Bir yerde yatırım yapılabilmesi için o yerdeki hammaddenin özelliklerine uygun yatırımlar yapılabilir. Örneğin, buğdaydan un, sütten peynir üretimi hammaddelerin varlığına bağlıdır.",Kavramsal,13
Sermaye yatırım için neden gereklidir?,"Sermaye, yatırım faaliyetinin yapılması, ham maddelerin sağlanması, işlenebilmesi ve dağıtım aşamaları amacıyla kurulacak olan fabrika, atölye, santral gibi tesisler ile iş gücü giderlerinin karşılanması için gerekli paradır.",Nedensel,13
Ulaşım imkanlarının gelişmiş olması yatırımlar açısından neden önemlidir?,Ulaşım imkânlarının gelişmiş ve hızlı olması ham maddeye ulaşmayı ve üretilen ürünlerin tüketicilere ulaşmasını kolaylaştıracağından yatırımlar için gereklidir.,Nedensel,13
"1927 ve 2018 yıllarındaki nüfusun ekonomik faaliyet kollarına dağılımı grafiklerine göre, hangi sektördeki değişim en dikkat çekicidir?","1927'de tarım sektörünün %89,6'lık bir paya sahipken, 2018'de bu oranın %25,2'ye düşmesi en dikkat çekici değişimdir. Aynı zamanda hizmet sektörünün payı önemli ölçüde artmıştır.",Analitik,14
Ekonomik kaynaklar nelerdir?,"Topraklar, sular, madenler ve ormanlar gibi doğal varlıklar ekonomik kaynaklardır. Ayrıca eğitim, sağlık ve güvenlik gibi hizmetler de ekonomik kaynak olarak kabul edilebilir.",Olgusal,14
Üretim nedir?,Ekonomik kaynaklar sayesinde elde edilen ürünlerin işlenmesi ve yeni ürünler oluşturulması sürecine üretim denir.,Olgusal,14
Ham madde nedir?,"Ülkenin gıda, giyim ve mobilya sanayisi gibi alanlarda kullanılması gereken temel ürünlere ham madde denir.",Olgusal,14
Sanayi nedir?,Ekonomik kaynaklar kullanılarak ham maddelerin işlenip ürünlere dönüştürüldüğü faaliyet alanıdır.,Olgusal,14
Yusuf'un yaşadığı yerdeki ekonomik faaliyetlerin çeşitliliği hangi faktörlere bağlıdır?,"Yusuf'un yaşadığı yerdeki ekonomik faaliyetlerin çeşitliliği, yağışın bol ve her mevsime yayılması, gür ormanların varlığı, taş kömürü madeninin çıkarılması ve doğal güzelliklere sahip olması gibi faktörlere bağlıdır.",Nedensel,14
"Eğitim, sağlık ve güvenlik neden ekonomik kaynaklardandır?","Eğitim, sağlık ve güvenlik hizmetleri, bir ülkenin insan gücünü nitelikli hale getirerek, üretkenliği artırarak ve toplumsal refahı sağlayarak ekonomik büyümeye katkıda bulundukları için ekonomik kaynaklardandır.",Kavramsal,14
Tarım ve hayvancılık kaynaklarının sanayinin gelişimi için önemi nedir?,"Tarım ve hayvancılık, sanayi için ham madde sağlayarak ve gıda ihtiyacını karşılayarak sanayinin gelişimi için gereklidir.",Kavramsal,14
Ülkenin kaynaklarının çeşitli ve fazla miktarda olması tüketimi nasıl etkiler?,"Ülkenin kaynaklarının çeşitli ve fazla miktarda olması, daha fazla ürün ve hizmetin üretilmesine olanak tanır, bu da tüketimin artmasına yol açar.",Nedensel,14
"1927-2018 yılları arasındaki ekonomik faaliyetlerdeki değişim, ülkenin gelişmişlik düzeyini nasıl etkilemiştir?","Tarım sektöründeki azalma ve sanayi ile hizmet sektörlerindeki artış, ülkenin ekonomik yapısının değiştiğini ve sanayileşme ile hizmet sektörünün önem kazandığını gösterir. Bu durum, genellikle gelişmişlik düzeyinin arttığının bir işaretidir.",Analitik,14
Günlük hayatta kullanılan kaynakların yanlış ve bilinçsizce tüketilmesinin olumsuz sonuçları nelerdir?,"Kaynakların yanlış ve bilinçsizce tüketilmesi, kaynakların azalmasına, çevresel sorunlara (kirlilik, iklim değişikliği vb.), ekonomik kayıplara ve gelecek nesillerin kaynaklara erişiminin kısıtlanmasına yol açar.",Olgusal,15
