question,answer,question_type,page
Türk cumhuriyetleri ve komşu ülkelerle olan eğitim ilişkilerine örnek veriniz.,Üniversitelerimizde bu ülkelerden öğrencilerin okuyabilmesi eğitim ilişkilerine bir örnektir.,Olgusal,46
Türk cumhuriyetleri ve komşu ülkelerle barış ve saygı anlayışı içerisinde ilişkilerimizin olmasının faydaları nelerdir?,"Barış ve saygı anlayışı içerisinde ilişkilerimizin olması, bölgede istikrarın sağlanmasına, ekonomik işbirliğinin artmasına ve kültürel alışverişin gelişmesine katkıda bulunur.",Kavramsal,46
"Ülkemize çalışmak amacıyla gelen işçiler, üniversitelerimizde okuyan öğrenciler ve ülkelerinden göç eden mültecilerin kabulü hangi alanlardaki ilişkilerimizle ilgilidir?","Çalışmak amacıyla gelen işçiler ekonomik, üniversitelerde okuyan öğrenciler kültürel ve mültecilerin kabulü ise siyasi ilişkilerimizle ilgilidir. Doğru sıralama Ekonomik-Kültürel-Siyasi şeklindedir.",Analitik,46
Türkiye'nin Suriyeli mültecileri kabul etmesi hangi tür bir ilişki örneğidir ve neden?,"Türkiye'nin Suriyeli mültecileri kabul etmesi ekonomik bir ilişki değil, insani ve sosyal bir ilişki örneğidir. Komşuluk ilişkileri ve insanı yardım değerleri ön plandadır.",Nedensel,46
Türk Cumhuriyetleri ve komşu ülke öğrencilerinin ülkemizde eğitim görmesi ne tür ilişkilere örnektir?,"Türk Cumhuriyetleri ve komşu ülke öğrencilerinin ülkemizde eğitim görmesi kültürel ilişkilere örnektir. Bu, kültürel alışverişi ve anlayışı artırır.",Olgusal,46
TİKA ve TÜRKSOY'un temel amaçları nelerdir?,"TİKA ve TÜRKSOY'un temel amacı, tüm dünya ülkeleriyle değil, özellikle Türk Cumhuriyetleri ve komşu ülkelerle siyasi, kültürel, sosyal ve ekonomik faaliyetlerin geliştirilmesidir.",Olgusal,46
Ülkemiz ile Türk cumhuriyetleri ve komşu ülkelerle karşılıklı olan siyasi ve ekonomik faaliyetlere ne ad verilir?,Ülkemiz ile Türk cumhuriyetleri ve komşu ülkelerle karşılıklı olan siyasi ve ekonomik faaliyetlere dış politika denir.,Olgusal,46
Komşularımızla ve Türk cumhuriyetleri ile siyasi olarak iyi geçinme politikasına ne ad verilir?,Komşularımızla ve Türk cumhuriyetleri ile siyasi olarak iyi geçinme politikasına barışçıl politika denir.,Olgusal,46
Ülkelerin diğer ülkelerle ilişkilerinde izlediği yola ne ad verilir?,Ülkelerin diğer ülkelerle ilişkilerinde izlediği yola dış politika denir.,Olgusal,46
Türkiye'nin komşu ülkelerle ilişkilerinde dayanışma içinde olması neden önemlidir?,"Türkiye'nin komşu ülkelerle ilişkilerinde dayanışma içinde olması, bölgesel istikrarın sağlanması, ekonomik kalkınma ve kültürel zenginleşme açısından önemlidir. Aynı zamanda, ortak sorunlara karşı birlikte hareket etme imkanı sunar.",Kavramsal,46
Kültürümüze ait unsurlara örnekler nelerdir?,"Metinde kültürümüze ait unsurlara doğrudan örnek verilmemiştir. Ancak, geleneksel çocuk oyunları, Türk halk müziği ve Ebru sanatı kültürümüze ait unsurlar olarak düşünülebilir.",Olgusal,47
Kültürümüze ait olmayan popüler kültür ögelerinin toplumumuza olumsuz etkileri neler olabilir?,"Metinde bu etkiler doğrudan belirtilmemekle birlikte, popüler kültür ögelerinin yabancı yaşam tarzlarını özendirmesi, geleneksel değerlerin unutulmasına yol açması ve tüketim alışkanlıklarını değiştirmesi gibi olumsuz etkileri olabilir.",Kavramsal,47
"6/B sınıfı öğrencilerinin faaliyet önerileri bağlamında, popüler kültür niteliğindeki faaliyet hangi öğrenciye aittir?","6/B sınıfı öğrencilerinin önerileri arasında popüler kültür niteliğindeki faaliyet Necati'ye aittir. Necati, konsol oyunları turnuvası düzenlenmesini önermiştir.",Bağlamsal,47
"Bir toplumun farklı toplumlardan aldığı beslenme, giyim, davranışlar gibi unsurlara ne ad verilir ve bu ifadenin doğrusu nedir?","Metinde bu unsurlara 'kültür' denildiği belirtilmiştir. Ancak bu ifade yanlıştır. Doğrusu, bu unsurlara 'kültürel etkileşim' veya 'kültürel alışveriş' denir.",Analitik,47
Filmlerde ve dizilerde görülen beslenme ve giyim tarzları neden kültürümüze ait unsurlar değildir?,Filmlerde ve dizilerde görülen beslenme ve giyim tarzları her zaman kültürümüze ait olmayabilir. Çünkü bu tarzlar farklı kültürlerden veya popüler kültürün etkisiyle ortaya çıkmış olabilir.,Nedensel,47
Kültürümüze ait olmayan unsurlara hangi medya araçları ile ulaşmaktayız?,"Kültürümüze ait olmayan unsurlara televizyon, sinema ve genel ağ (internet) gibi medya araçları ile ulaşmaktayız.",Olgusal,47
"İnsanların düşünce, inanç, örf, adet ve davranışları gibi özelliklerini etkileyen unsura ne denir?","İnsanların düşünce, inanç, örf, adet ve davranışları gibi özelliklerini etkileyen unsura 'kültür' denir.",Olgusal,47
Bir toplumdaki geçici ve kısa süreli düşünce ve davranış unsurlarına ne ad verilir?,Bir toplumdaki geçici ve kısa süreli düşünce ve davranış unsurlarına 'popüler kültür' denir.,Olgusal,47
"Toplumun geçmişten getirip gelecek nesillere aktardığı örf, adet ve geleneklerine ne denir?","Toplumun geçmişten getirip gelecek nesillere aktardığı örf, adet ve geleneklerine 'kültür' denir.",Olgusal,47
Medyanın kültür üzerindeki etkileri nelerdir?,"Medya, farklı kültürlerden unsurları tanıtabilir, popüler kültürü yayabilir ve toplumun değerlerini etkileyebilir. Bu etkiler olumlu veya olumsuz olabilir.",Yansıtıcı,47
Bu bulmacanın amacı nedir?,"Bu bulmacanın amacı, sosyal bilgiler dersinde öğrenilen kavramları pekiştirmek ve hatırlamayı kolaylaştırmaktır.",Kavramsal,48
Bulmacada hangi kavramlar gizlenmiştir?,"Bulmacada araştırma, bilimsel, pozitif ayrımcılık, cumhuriyet, düşünce özgürlüğü, hizmet sektörü, ihracat, milli egemenlik, üretim, popüler, sanayi, su kaynakları, tarım, TİKA, yargı, yasama, yenilenebilir enerji, yürütme ve vergi gibi kavramlar gizlenmiştir.",Listeleme,48
Pozitif ayrımcılık ne anlama gelir?,"Pozitif ayrımcılık, geçmişte veya günümüzde ayrımcılığa maruz kalmış grupların dezavantajlarını gidermek amacıyla yapılan destekleyici uygulamalardır.",Olgusal,48
Hizmet sektörü neden önemlidir?,"Hizmet sektörü, bir ülkenin ekonomisine önemli katkılar sağlar. İstihdam yaratır, diğer sektörlere destek olur ve insanların yaşam kalitesini artırır.",Kavramsal,48
İhracatın bir ülke için önemi nedir?,"İhracat, bir ülkenin döviz gelirlerini artırır, ekonomik büyümesine katkıda bulunur ve uluslararası rekabet gücünü artırır.",Kavramsal,48
Millî egemenlik ilkesi neyi ifade eder?,"Millî egemenlik ilkesi, devletin gücünün kaynağının millete ait olduğunu ve milletin bu gücü temsilcileri aracılığıyla kullandığını ifade eder.",Olgusal,48
Yenilenebilir enerji kaynakları nelerdir?,"Yenilenebilir enerji kaynakları, güneş, rüzgar, su, jeotermal ve biyokütle gibi doğal kaynaklardan elde edilen ve sürekli olarak yenilenebilen enerji kaynaklarıdır.",Listeleme,48
"Yasama, yürütme ve yargı kavramları ne anlama gelir?","Yasama, kanun yapma yetkisini; yürütme, kanunları uygulama yetkisini; yargı ise kanunlara uygunluğu denetleme ve adaleti sağlama yetkisini ifade eder.",Olgusal,48
