question,answer,question_type,page
Bu görevin amacı nedir?,"Bu görevin amacı, verilen metinden yola çıkarak yüksek kaliteli soru-cevap çiftleri oluşturmaktır.",Olgusal,161
Soru-cevap çiftleri oluşturulurken nelere dikkat edilmelidir?,"Soru-cevap çiftleri oluşturulurken dil tutarlılığı, soru çeşitliliği, zorluk dengesi, yanıt hassasiyeti, bağlam farkındalığı ve tekrardan kaçınmaya dikkat edilmelidir.",Yöntemsel,161
Neden farklı türde sorular oluşturulması önemlidir?,"Farklı türde sorular oluşturmak, metnin farklı yönlerini keşfetmeyi ve daha kapsamlı bir anlayış geliştirmeyi sağlar.",Kavramsal,161
Yanıt hassasiyeti ne anlama gelir ve neden önemlidir?,"Yanıt hassasiyeti, sağlanan içeriğe dayalı özlü ve doğru yanıtlar vermek anlamına gelir. Bilginin ardındaki gerekçeyi anlamak için yeterli bağlamı sağlarken, yanıtların çok kısa olmamasına dikkat etmek önemlidir.",Kavramsal,161
Bağlam farkındalığı neden önemlidir ve soru oluşturma sürecini nasıl etkiler?,"Bağlam farkındalığı, tüm soruların verilen metnin içeriğine derinlemesine kök saldığından ve materyalin amacını ve nüanslarını anladığından emin olmak anlamına gelir. Bu, soruların metnin anlamı ve amacı ile uyumlu olmasını sağlar.",Analitik,161
"Eğer bir soru 'Evet' veya 'Hayır' şeklinde cevaplanabiliyorsa, bu nasıl geliştirilebilir?","'Evet' veya 'Hayır' şeklinde cevaplanabilen sorular, cevabın ardındaki gerekçeyi açıklayacak ve daha fazla bağlam sağlayacak şekilde yeniden formüle edilmelidir. Örneğin, 'X doğru mu?' yerine 'X'in doğruluğu hangi kanıtlara dayanmaktadır?' şeklinde sorulabilir.",Yöntemsel,161
Tekrardan kaçınmak neden önemlidir ve bu nasıl sağlanır?,"Tekrardan kaçınmak, her sorunun benzersiz bir bakış açısı sunmasını ve metnin farklı yönlerini ele almasını sağlar. Bu, soruların dikkatlice incelenmesi ve benzer konuları ele alan soruların yeniden formüle edilmesi veya birleştirilmesiyle sağlanabilir.",Kavramsal,161
Soru oluşturma sürecinde 'zorluk dengesi' ne anlama gelir?,"'Zorluk dengesi', basit, orta ve karmaşık soruları dahil etmek anlamına gelir. Bu, farklı bilgi düzeylerine sahip kişilerin metni anlamasına yardımcı olur.",Kavramsal,161
Bu görevde hangi soru türlerinden kaçınılmalıdır?,"Bu görevde, verilen metinle ilgisi olmayan veya metnin amacına hizmet etmeyen sorulardan kaçınılmalıdır. Ayrıca, çok genel veya belirsiz sorulardan da kaçınılmalıdır.",Yansıtıcı,161
Soru-cevap çiftleri oluşturulurken JSON formatı neden tercih edilmektedir?,"JSON formatı, verileri yapılandırılmış bir şekilde temsil etmek için yaygın olarak kullanılan bir formattır. Bu, soru-cevap çiftlerinin kolayca işlenmesini ve kullanılmasını sağlar.",Nedensel,161
