question,answer,question_type,page
Anayasamızda çevre ile ilgili hangi hak ve sorumluluklar belirtilmiştir?,"Anayasanın ilgili maddesinde herkesin sağlıklı ve dengeli bir çevrede yaşama hakkına sahip olduğu belirtilirken, çevreyi geliştirmek, çevre sağlığını korumak ve çevre kirlenmesini önlemek devletin ve vatandaşların görevi olarak tanımlanmıştır.",Olgusal,36
Eğitim hakkı Anayasa'da nasıl düzenlenmiştir?,Anayasa'nın 42. maddesinde eğitim faaliyetlerinin kanuna uygun ve hiç kimsenin eğitim ve öğrenim hakkından mahrum bırakılamayacak şekilde düzenlenmesi gerektiği belirtilmiştir.,Olgusal,36
Seçme ve seçilme hakkı Anayasa'da nasıl tanımlanır?,"Anayasa'nın 42. maddesinde vatandaşların, kanuna uygun olarak seçme, seçilme ve siyasi partide görev alma, siyasi faaliyette bulunma ve oy kullanma hakları anayasa ile belirlenmiştir.",Olgusal,36
Konut dokunulmazlığı hakkı ne anlama gelir?,Anayasa'nın 21. maddesine göre hukuki sebebe bağlı hakim kararı olmadıkça hiç kimsenin konutuna dokunulamayacağı ve girilemeyeceği anlamına gelir.,Kavramsal,36
Kanunlara uymak neden önemlidir?,"Kanunlara uymak toplumda düzenin sağlanması, hakların ve özgürlüklerin yaşanabilmesi ve adaletin uygulanabilmesi için gereklidir. Sorumluluk sahibi her vatandaş kanunların gereklerini yerine getirmelidir.",Nedensel,36
Vergi vermenin vatandaşlık sorumluluğu olarak önemi nedir?,"Vergi vermek, devletin okul, hastane, güvenlik gibi kamu hizmetlerini yürütmesini sağlar. Anayasa'nın 73. maddesine göre herkes mali gücüne göre vergi ödemekle görevlidir.",Kavramsal,36
Askerlik yapmak kimlerin görevidir ve hangi kanuna göre belirlenir?,"Askerlik yapmak, vatandaşlık sorumluluklarımızdan olup Askerlik Kanunu’na göre belirlenen şartlara uygun olarak erkek Türk vatandaşlarının görevidir.",Olgusal,36
Oy kullanmak neden önemlidir?,"Oy kullanmak, ülkemizde millî egemenlik ve demokrasi ilkesinin gelişmesini sağlar. Seçimlerin yapıldığı her dönemde 18 yaşını doldurmuş olan vatandaşların bu görevini yerine getirmesi önemlidir.",Nedensel,36
Türk tarihinde kadınların sosyal hayattaki rolüne dair örnekler nelerdir?,"Türk tarihinde kadınlar yönetimlerde görev almış, askerlik hizmeti yapmış, spor faaliyetleri ve çeşitli mesleklerde başarılar elde etmiştir. Günümüzde de siyasi, ekonomik ve toplumsal alanlarda başarılı şekilde temsil edilmektedirler.",Olgusal,36
İlk Türk devletlerinde hükümdar eşlerine ne denirdi ve bu durum kadınların rolü hakkında ne gösterir?,"İlk Türk devletlerinde hükümdar eşlerine ""Hatun"" denilmekteydi. Bu durum, kadınların yönetimde önemli bir role sahip olduğunu ve saygı gördüğünü gösterir.",Analitik,36
Osmanlı döneminde sosyal hayatta yapılan halka faydalı eserlerden bazıları nelerdir?,"Osmanlı döneminde sosyal hayatta cami, han, hamam, çeşme ve hastane gibi halka faydalı birçok eser yapılmıştır.",Listeleme,37
