question,answer,question_type,page
Gelenek ne anlama gelir?,"Gelenek, bir toplumda kuşaktan kuşağa aktarılan, yaptırım gücü olan kültürel miras, alışkanlıklar, bilgi ve davranışlardır.",Olgusal,281
Görenek ile gelenek arasındaki fark nedir?,"Görenek, bir şeyi eskiden beri görüldüğü gibi yapma, âdet anlamına gelirken, gelenek daha geniş kapsamlı bir kültürel miras ve davranışlar bütünüdür.",Analitik,281
Grifon hangi özelliklere sahip mitolojik bir yaratıktır?,"Grifon genellikle aslan vücutlu, kartal kanatlı ve kafalı bir mitolojik yaratıktır.",Olgusal,281
Hasıla neyi ifade eder?,"Hasıla, bir işten elde edilen sonucu ifade eder.",Olgusal,281
Helyumun temel özellikleri nelerdir?,"Helyum, havada ve bazı doğal gazlarda bulunabilen, hafif ve yanmaz bir elementtir.",Olgusal,281
Hibe ne anlama gelir ve neden önemlidir?,"Hibe, bağış anlamına gelir ve bir ürün veya hizmet karşılığında para almama durumudur. Toplumsal dayanışma ve yardımlaşma açısından önemlidir.",Kavramsal,281
Holding nedir ve ne işe yarar?,"Holding, birçok ortaklığın hisselerinin büyük bölümünü ya da tümünü elinde bulundurarak onları denetimi altında tutan, yöneten yatırım ortaklığıdır.",Olgusal,281
Hologram teknolojisi neyi amaçlar?,"Hologram teknolojisi, üç boyutlu bir görüntüyü oluşturmak üzere gerekli bilgileri taşıyan bir resim oluşturmayı amaçlar.",Olgusal,281
İcra ne anlama gelir ve hangi sanat dalıyla ilişkilidir?,"İcra, bir müzik eserini oluşturan notaları sese çevirme anlamına gelir ve müzik sanatı ile ilişkilidir.",Bağlamsal,281
İmaret ne amaçla kurulmuştur ve kimlere hizmet eder?,"İmaret, yoksullara yiyecek dağıtmak üzere kurulmuş bir hayırevidir ve ihtiyaç sahiplerine hizmet eder.",Olgusal,281
Kronoloji nedir?,"Kronoloji, zaman bilimi veya zaman dizinidir.",Olgusal,282
Kurgan ne anlama gelir?,"Kurgan, tepe biçiminde mezar anlamına gelir.",Olgusal,282
Külliye'nin temel unsurları nelerdir?,"Külliye, bir caminin çevresinde cami ile birlikte kurulmuş medrese, imaret, sebil, kitaplık, hastane vb. yapıların bütününü ifade eder.",Listeleme,282
Mağdur kime denir?,"Mağdur, haksızlığa uğramış kimseye denir.",Olgusal,282
Maniheizm'in temel prensibi nedir?,"Maniheizm, eski İran'daki iyi ve aydınlık bir güçle kötü ve karanlık bir güç arasındaki savaş tasarımına dayanır.",Kavramsal,282
Medrese ne için kullanılırdı?,"Medrese, Türk ve İslam devletlerinde dinî ve pozitif bilimlerin okutulduğu yerdi.",Olgusal,282
Mineral yakıtların oluşum süreci nasıldır?,"Mineral yakıtlar, ölen canlı organizmaların oksijensiz ortamda, milyonlarca yılda çözülmesi ile oluşan hidrokarbon ve yüksek oranlarda karbon içeren kömür, petrol, doğal gaz gibi doğal enerji kaynaklarıdır.",Nedensel,282
Münhasıran kelimesinin anlamı nedir?,"Münhasıran, yalnız, özellikle anlamına gelir.",Olgusal,282
Müttefik kime denir?,"Müttefik, aralarında anlaşma veya sözleşme sağlanmış olan kimse veya topluluğa denir.",Olgusal,282
Naip ne zaman devleti yönetir?,"Naip, tahtta hükümdar olmadığı zaman veya hükümdarın çocukluğu sırasında devleti yönetir.",Bağlamsal,282
Özel gereksinimli birey ne anlama gelir?,Çeşitli nedenlerle bireysel özellikleri ve eğitim yeterlikleri açısından akranlarından beklenilen düzeyden anlamlı farklılık gösteren bireylere özel gereksinimli birey denir.,Olgusal,283
Özerk bir yapı nasıl tanımlanır?,"Özerk bir yapı, bir üst organa bağlı olmakla beraber ayrı bir yasayla kendini yönetme yetkisi olan devleti veya muhtarı ifade eder.",Kavramsal,283
Politika kavramı neleri kapsar?,"Politika, devletin etkinliklerini amaç, yöntem ve içerik olarak düzenleme ve gerçekleştirme esaslarının bütünüdür, aynı zamanda siyaset olarak da adlandırılır.",Kavramsal,283
Popüler kültürde nelerin bulunması beklenir?,"Popüler kültür, halkın arasında yaşayan motiflere, ögelere yer veren, onlardan yararlanan, halkın zevkine uygun ve halk tarafından tutulan unsurları içerir.",Kavramsal,283
Putperest kime denir?,"Putperest, puta tapan, Allah’tan başka şeyleri ilah kabul eden ve ona ibadet eden kimseye denir.",Olgusal,283
Rasathane ne işe yarar?,"Rasathane, gök gözlemleri yapan, gök cisimlerini ve olaylarını inceleyen kurumdur, aynı zamanda gözlemevi olarak da bilinir.",Olgusal,283
Restorasyon sürecinde nelere dikkat edilir?,"Restorasyon sürecinde, eski bir yapıda yıkılmış veya bozulmuş olan bölümlerin aslına uygun bir biçimde onarılması ve yenilenmesi amaçlanır.",Yöntemsel,283
Robotik alanındaki çalışmaların amacı nedir?,"Robotik alanındaki çalışmaların amacı, birtakım işlevlerde insanın yerini alabilecek düzeneklerin hazırlanmasıyla ilgili çalışma ve tekniklerin geliştirilmesidir.",Kavramsal,283
Sensörün temel işlevi nedir?,"Sensörün temel işlevi, önceden belirlenmiş ışığı veya nesneyi algılayıp gerekli hareketi başlatmaktır.",Olgusal,283
Sikke hangi maddelerden basılır ve değeri nasıl belirlenir?,"Sikke devlet tarafından ağırlık, ayar ve değeri belirlenerek altın, gümüş, bronz, alüminyum gibi madenlerden basılır.",Olgusal,283
Takva ne anlama gelir?,"Takva, Allah’tan korkma ve dinin yasak ettiği şeylerden sakınıp buyurduklarını yerine getirme anlamlarına gelir.",Olgusal,284
Taoizm hangi bölgede yayılmıştır?,"Taoizm, MÖ 6. yüzyılda Doğu ve Güneydoğu Asya’da yayılmıştır.",Olgusal,284
Tebaa kelimesinin eş anlamlısı nedir?,Tebaa kelimesinin eş anlamlıları uyruk ve halktır.,Olgusal,284
Telekomünikasyon neyi ifade eder?,"Telekomünikasyon, haber, yazı, resim, sembol veya her çeşit bilginin tel, radyo, optik vb. elektromanyetik sistemlerle iletilmesi, bunların yayımı veya alınması, iletişimdir.",Olgusal,284
Tezhip sanatının amacı nedir?,"Tezhip sanatının amacı, yazma kitaplarda sayfaları yaldız ve boya ile bezenmesi, yaldızlama, süsleme ve bezemedir.",Kavramsal,284
Eski Türklerde toy ne anlama gelirdi?,"Eski Türklerde toy, şenlik, şölen, ziyafet anlamına gelmesinin yanı sıra devlet işlerinin görüşülüp karara bağlandığı meclis, kurultay anlamını da taşırdı.",Bağlamsal,284
Ultraviyole ışınlarının tıpta kullanım alanı var mıdır?,"Evet, ultraviyole ışınları yapay olarak da elde edilip tıpta kullanılmaktadır.",Olgusal,284
Vahiy kavramı neyi ifade eder?,"Vahiy, bir buyruk veya düşüncenin Allah tarafından peygamberlere bildirilmesidir.",Kavramsal,284
Yalıtımın amacı nedir?,"Yalıtımın amacı, ısı, elektrik ya da ses akımını engellemektir.",Kavramsal,284
Yozlaşma süreci nasıl gerçekleşir?,"Yozlaşma, kişinin veya toplumun özündeki iyi niteliklerini, değer yargılarını, birtakım dış etkenlerle yitirerek bozulması, kötüye gitmesi şeklinde gerçekleşir.",Yöntemsel,284
Allport'un 'Önyargının Doğası' adlı eseri hangi yayınevi tarafından basılmıştır?,Allport'un 'Önyargının Doğası' adlı eseri Sakarya Üniversitesi Yayınları tarafından basılmıştır.,Olgusal,285
Vehbi Koç'un yaşamaya devam ettiği belirtilen 'Bizden Haberler' dergisinin hangi sayısı kaynak olarak gösterilmiştir?,"Vehbi Koç'un yaşamaya devam ettiği belirtilen 'Bizden Haberler' dergisinin Şubat sayısı, 14. sayısı kaynak olarak gösterilmiştir.",Olgusal,285
Türkiye'deki hikâyeli türküler üzerine yapılan bir araştırmanın türü nedir ve hangi üniversitede yapılmıştır?,Türkiye sahasındaki hikâyeli türküler üzerine yapılan araştırma bir doktora tezidir ve Atatürk Üniversitesi Sosyal Bilimler Enstitüsü'nde yapılmıştır.,Olgusal,285
İpek Yolu hakkında bir kitap yazan Devlet'in adı nedir?,İpek Yolu hakkında bir kitap yazan yazarın adı Nadir Devlet'tir.,Olgusal,285
Yunus Emre Divanı hangi belediye tarafından yayımlanmıştır?,"Yunus Emre Divanı, Keçiören Belediyesi tarafından yayımlanmıştır.",Olgusal,285
'Türkiye Tarihi Osmanlı Devletine Kadar Türkler' adlı eserin editörü kimdir ve kaçıncı cildidir?,'Türkiye Tarihi Osmanlı Devletine Kadar Türkler' adlı eserin editörü S. Akşin'dir ve 1. cilttir.,Olgusal,285
Orhun Abideleri ile ilgili eseri kim yazmıştır?,Orhun Abideleri ile ilgili eseri Muharrem Ergin yazmıştır.,Olgusal,285
Türkiye'de kadının dünü ve bugünü konusunu ele alan eseri kim yazmıştır?,Türkiye'de kadının dünü ve bugünü konusunu ele alan eseri Emel Doğramacı yazmıştır.,Olgusal,285
Büyük Selçuklu İmparatorluğu Tarihi adlı eserin yazarı kimdir ve kaç ciltten oluşmaktadır?,Büyük Selçuklu İmparatorluğu Tarihi adlı eserin yazarı M. A. Köymen'dir ve eser 3 ciltten oluşmaktadır.,Olgusal,285
Siyasetname adlı eseri kim yazmıştır?,Siyasetname adlı eseri Nizamü’l- Mülk yazmıştır.,Olgusal,285
