question,answer,question_type,page
Türk Kızılay'ının kuruluş amacı nedir?,"Türk Kızılay'ının kuruluş amacı, toplumsal dayanışmayı sağlamak, sosyal refahın gelişmesine katkıda bulunmak ve yoksul ile muhtaç insanlara barınma, beslenme ve sağlık yardımı ulaştırmaktır.",Olgusal,26
Türk Kızılay hangi alanlarda faaliyet gösterir?,"Türk Kızılay; kan, afet, uluslararası yardım, göç ve mülteci hizmetleri, sosyal hizmetler, sağlık, ilk yardım ve eğitim gibi alanlarda faaliyet sunar.",Listeleme,26
Türk Kızılay'ının afet durumlarındaki rolü nedir?,"Türk Kızılay, yurt içinde ve yurt dışında meydana gelen doğal afetler sonrasında afetzedelere beslenme ve barınma konusunda yardımcı olur.",Bağlamsal,26
Türk Kızılay'ı kan ihtiyacını nasıl karşılar?,"Türk Kızılay, ülkenin ihtiyacı olan kanın bağışçılardan karşılanması için çalışır.",Yöntemsel,26
Türk Kızılay'ının ülke genelindeki faaliyetleri nasıl yürütülür?,"Türk Kızılay, ülke genelinde hizmet veren şubeleri aracılığıyla yıl boyunca ihtiyaç sahiplerinin yanında olur.",Bağlamsal,26
Batman Prof. Dr. Aziz Sancar Ortaokulu öğrencilerinin yaptığı kermesin amacı neydi?,"Batman Prof. Dr. Aziz Sancar Ortaokulu öğrencilerinin yaptığı kermesin amacı, ihtiyaç sahibi arkadaşlarına destek vermekti.",Olgusal,26
Ortaokul öğrencilerinin düzenlediği kermeste neler sergilendi?,"Öğrencilerin düzenlediği kermeste çeşitli yemekler, el işleri, resim ve proje örnekleri sergilendi.",Listeleme,26
"Öğrenciler, kermesten elde ettikleri geliri ne için kullandılar?","Öğrenciler, kermesten elde ettikleri geliri dar gelirli arkadaşlarına destek vermek için kullandılar.",Nedensel,26
Veli katılımının bu tür etkinliklerdeki önemi nedir?,"Veli katılımı, öğrencilerin motivasyonunu artırır, toplumsal dayanışma bilincini güçlendirir ve etkinliğin daha başarılı olmasını sağlar.",Kavramsal,26
Kızılay'ın faaliyetlerinin topluma sağladığı faydalar nelerdir?,"Kızılay'ın faaliyetleri, toplumsal dayanışmayı artırır, sosyal refahın gelişmesine katkıda bulunur, yoksul ve muhtaç insanlara yardım ulaştırır ve afet durumlarında hayat kurtarır. Bu faaliyetler, toplumun genel refahını ve güvenliğini artırır.",Yansıtıcı,26
Maçka Cumhuriyet Ortaokulu öğrencileri hangi proje kapsamında deprem bölgesindeki çocuklara yardım kampanyası düzenlediler?,Maçka Cumhuriyet Ortaokulu öğrencileri “Okursuz Kütüphane Kalmasın Projesi” kapsamında deprem bölgesindeki çocuklara yönelik bir kampanya düzenlediler.,Olgusal,27
Maçka Cumhuriyet Ortaokulu öğrencilerinin depremzede kardeşleri için topladıkları yardımlar nelerdi?,Maçka Cumhuriyet Ortaokulu öğrencileri depremzede kardeşleri için oyuncak ve kitap topladılar.,Olgusal,27
Pamukova'daki öğrencilerin şehit ailelerine yönelik yaptığı anlamlı davranış neydi?,"Pamukova'daki öğrenciler, Pençe Kilit Harekat bölgesinde şehit düşen askerlerin ailelerine mektup yazdılar.",Olgusal,27
Öğrencilerin yazdığı mektuplar şehit ailelerine nasıl ulaştırılacak?,"Öğrenciler, şiir ve Türk bayraklı resimlerle süsledikleri mektupları, şehit ailelerine göndermek üzere öğretmenlerine teslim ettiler.",Yöntemsel,27
Öğrencilerin bu tür yardımlaşma faaliyetlerine katılmasının önemi nedir?,"Öğrencilerin bu tür yardımlaşma faaliyetlerine katılması, onların sosyal sorumluluk bilincini geliştirmelerine, empati kurmalarına ve topluma faydalı bireyler olarak yetişmelerine katkı sağlar.",Kavramsal,27
Metinde bahsedilen yardımlaşma faaliyetlerinin amacı nedir?,"Metinde bahsedilen yardımlaşma faaliyetlerinin amacı, depremzede çocuklara destek olmak ve şehit ailelerinin acısını paylaşarak onlara moral vermektir.",Kavramsal,27
Öğrencilerin şehitler için saygı duruşunda bulunmasının ve biyografilerini okumasının anlamı nedir?,"Öğrencilerin şehitler için saygı duruşunda bulunması ve biyografilerini okuması, şehitlerin anısını yaşatmak, onlara minnet duymak ve vatan sevgisini pekiştirmek anlamına gelir.",Analitik,27
