question,answer,question_type,page
Selçuk Üniversitesi öğrencilerinin geliştirdiği projenin temel amacı nedir?,"Projenin temel amacı, topraksız ve insansız tarım uygulamalarına imkan sağlamaktır.",Olgusal,141
Öğrencilerin projesi hangi festivalde derece almıştır ve kaçıncı olmuştur?,"Proje, Havacılık, Uzay ve Teknoloji Festivali 2021 finalinde 'Tarım Teknolojileri' kategorisinde üçüncülük elde etmiştir.",Olgusal,141
Topraksız ve insansız tarım projesinin sağladığı avantajlar nelerdir?,"Proje, az kaynakla kaliteli ürün yetiştirilmesine, en iyi koşullarda ve yüksek verimde ürün elde edilmesine imkan sağlamaktadır. Ayrıca bitkinin gelişimindeki verileri işleyip gerekli müdahalelere olanak tanıyarak ürün için uygun ortamı ve değerleri hazırlayarak verimi artırmaktadır.",Kavramsal,141
Metinde TÜBİTAK hakkında hangi yanlış bilgi verilmektedir?,Metinde TÜBİTAK'ın aşı ve ilaç projeleri ile aşıda ve ilaçta dışa bağımlılığımıza tamamen son verdiği bilgisi yanlıştır.,Olgusal,141
PARDUS nedir ve ne amaçla kullanılmaktadır?,"PARDUS, milli işletim sistemimizdir ve yeni sürümleri hazırlanmaktadır.",Olgusal,141
Sosyal bilimlerin temel inceleme alanı nedir?,"Sosyal bilimler, toplumsal olayları, insanların yaşamını, sosyal, ekonomik ve kültürel faaliyetlerini inceleyen bilim dallarının ortak adıdır.",Olgusal,141
Renklerin insanlar üzerindeki etkisi hangi sosyal bilim dalının çalışma alanına girer?,Renklerin insanlar üzerindeki etkisi gibi konular sosyal bilimlerden antropolojinin çalışma alanına girer.,Olgusal,141
Ülkemizde bilimsel çalışmaları destekleyen kurumların başında hangi bakanlık gelmektedir?,Ülkemizde bilimsel çalışmaları destekleyen kurumların başında T.C. Sanayi ve Teknoloji Bakanlığı gelmektedir.,Olgusal,141
Yerli otomobil projemiz kapsamında ne tür araçların üretim ve geliştirme çalışmaları devam etmektedir?,Yerli otomobil projemiz çerçevesinde elektrikli araçların üretim ve geliştirme çalışmaları devam etmektedir.,Olgusal,141
Bu metindeki tanılayıcı dallanmış ağaç etkinliğinin amacı nedir?,"Tanılayıcı dallanmış ağaç etkinliğinin amacı, verilen bilgilerden doğru ve yanlış olanları ayırt ederek doğru çıkışa ulaşmaktır.",Yöntemsel,141
Jean-Marc Côte kimdir?,"Jean-Marc Côte, 1899'da 2000 yılında yaşamın nasıl olabileceğini hayal ederek resimler çizen bir Fransız ressamdır.",Olgusal,142
Metinde hangi resimlerin Jean-Marc Côte tarafından çizildiği belirtilmiştir?,"Metinde Jean-Marc Côte tarafından çizilen resimler Görsel 4.19, Görsel 4.20, Görsel 4.21, Görsel 4.22, Görsel 4.23 ve Görsel 4.24 olarak belirtilmiştir.",Olgusal,142
İnsanlar neden keşif ve buluşlar yapmışlardır?,"İnsanlar, yaşamlarını kolaylaştırmak ve içinde yaşadığımız dünya hakkında daha fazla bilgi sahibi olmak gibi nedenlerle çok sayıda keşif ve buluş yapmışlardır.",Nedensel,142
Bilim ve teknolojinin gelişimi nelere yol açmıştır?,"Bilim ve teknolojinin gelişimi, akıllı telefonlar, üç boyutlu yazıcılar, elektrikli otomobiller, hızlı trenler, güneş enerjisi santralleri, insansı robotlar, lazerle yapılan ameliyatlar ve genel ağdan alışveriş gibi yeniliklerin ortaya çıkmasına yol açmıştır.",Yansıtıcı,142
Metinde bahsedilen yeniliklerden hangileri görsellerde yer almaktadır?,Metinde bahsedilen yeniliklerden Görsel 4.23 ve Görsel 4.24'te yer alanlar belirtilmiştir.,Olgusal,142
Metinde yer alan teknolojik gelişmelerden hangisi sizce daha önemlidir? Neden?,"Bu soru, okuyucunun kişisel görüşünü ve gerekçesini ifade etmesini amaçlayan bir sorudur, bu yüzden net bir cevabı yoktur. Amaç, okuyucuyu düşünmeye teşvik etmektir.",Yansıtıcı,142
Jean-Marc Côte'nin resimleri hangi zaman dilimini konu almaktadır?,"Jean-Marc Côte'nin resimleri, 2000 yılında yaşamın nasıl olabileceğine dair hayalleri konu almaktadır.",Bağlamsal,142
