question,answer,question_type,page
Nükleer kelimesinin anlamı nedir?,"Nükleer, ""çekirdeksel"" anlamına gelmektedir.",Olgusal,176
Nükleer enerjinin elektrik üretimi dışındaki kullanım alanları nelerdir?,"Nükleer enerjiden elektrik üretimi dışında endüstri, sağlık ve tarım alanlarında da faydalanılmaktadır.",Listeleme,176
Nükleer santrallerde elektrik üretimi nasıl gerçekleşir?,"Nükleer santrallerde uranyum ve plütonyum gibi ağır elementlerin ayrışmasıyla elektrik üretilir. Bu ayrışma, nükleer reaktörde gerçekleşir.",Yöntemsel,176
Yakıt çubuklarında hangi elementler bulunur?,Yakıt çubuklarında uranyum ve plütonyum gibi ağır elementler bulunur.,Olgusal,176
Akkuyu Nükleer Santrali'nin tamamlanması Türkiye'ye ne gibi faydalar sağlayacaktır?,Akkuyu Nükleer Santrali tamamlandığında Türkiye'nin enerji ihtiyacını büyük ölçüde karşılayacaktır.,Yansıtıcı,176
Nükleer enerji ülke ekonomisine nasıl katkı sağlayabilir?,"Gerekli önlemler alındığı takdirde nükleer enerji, ucuz enerji olarak ülke ekonomisine katkı sağlayabilir.",Kavramsal,176
Fosil yakıtlara örnek olarak neler verilebilir?,"Kömür, petrol ve doğal gaz fosil yakıtlara başlıca örnektir.",Listeleme,176
Fosil yakıtlar nasıl oluşur?,"Fosil yakıtlar, ölen canlı organizmaların oksijensiz ortamda milyonlarca yıl boyunca çözünmesi ile oluşur.",Nedensel,176
Fosil yakıtların kullanım alanları nelerdir?,"Fosil yakıtlar fabrikaların çalıştırılması, elektrik üretilmesi, araçların çalıştırılması, ısınma, mutfak ihtiyaçlarının karşılanması gibi alanlarda kullanılır.",Listeleme,176
Hidroelektrik enerji santrallerinde elektrik nasıl üretilir?,Hidroelektrik enerji santrallerinde akan suyun gücünden faydalanılarak elektrik üretilir.,Yöntemsel,176
Hidroelektrik santrallerinde üretilen enerji miktarını etkileyen faktörler nelerdir?,"Ortaya çıkan enerji miktarı, suyun akış ya da düşüş hızına göre değişir. Yüksekten akan su büyük miktarda enerji taşır.",Nedensel,176
Rüzgar enerjisi ile elektrik üretimi nasıl sağlanır?,Rüzgârın sağladığı itme gücü ile bir pervane döndürülür ve mekanik enerji açığa çıkar. Üreteçlere yönlendirilen mekanik enerji ile elektrik üretimi sağlanır.,Yöntemsel,176
Neden bazı insanlar nükleer enerjiye karşı olabilir?,"Metinde bu konuda bilgi bulunmamaktadır, ancak nükleer enerjiye karşı olma nedenleri arasında güvenlik endişeleri ve atık yönetimi sorunları sayılabilir.",Spekülatif,176
Yenilenemez enerji kaynakları nelerdir?,"Metinde kömür, petrol ve doğal gaz fosil yakıtlar ile nükleer enerji yenilenemez enerji kaynakları olarak belirtilmiştir.",Listeleme,176
Fosil yakıtların çevresel etkileri nelerdir?,"Metinde fosil yakıtların çevresel etkilerine değinilmemiştir, ancak genel olarak hava kirliliği ve iklim değişikliği gibi olumsuz etkileri olduğu bilinmektedir.",Yansıtıcı,176
Günümüzde çevre bilinci konusunda kimler duyarlı davranmaktadır?,"Günümüzde resmî kurum ve kuruluşlar, sivil toplum kuruluşları ile vatandaşlarımız çevre bilinci konusunda duyarlı davranmaktadır.",Olgusal,177
