question,answer,question_type,page
I. Göktürk Devleti ne zaman kurulmuştur?,I. Göktürk Devleti 552 yılında kurulmuştur.,Olgusal,46
Bumin Kağan kimdir?,"Bumin Kağan, dağınık Türk boylarını bir araya getirerek I. Göktürk Devleti'ni kuran kişidir.",Olgusal,46
I. Göktürk Devleti'nin merkezi neresiydi?,I. Göktürk Devleti'nin merkezi Ötüken'di.,Olgusal,46
İkili teşkilat sistemi nedir?,"İkili teşkilat, ülke topraklarının daha kolay yönetilmesi için ülkenin ikiye ayrılıp bir kısmının hükümdarın kardeşine verilerek yönetilmesidir. I. Göktürk Devleti'nde Bumin Kağan ülkenin batı kısmının idaresini kardeşi İstemi Yabgu'ya vermiştir.",Kavramsal,46
İstemi Yabgu'nun görevi neydi?,"İstemi Yabgu, ülkenin batı kısmını Bumin Kağan'a bağlı olarak yönetmekle görevliydi.",Olgusal,46
I. Göktürk Devleti hangi dönemde en güçlü zamanını yaşamıştır?,"I. Göktürk Devleti, Mukan Kağan zamanında en güçlü dönemini yaşamıştır.",Olgusal,46
Mukan Kağan döneminde hangi önemli olay gerçekleşmiştir?,Mukan Kağan döneminde Çin baskı altına alınarak İpek Yolu'nun kontrolü tekrar sağlanmıştır.,Olgusal,46
I. Göktürk Devleti neden zayıflamıştır?,Mukan Kağan'ın ölümünden sonra Çin entrikalarıyla devlet zayıflamıştır.,Nedensel,46
I. Göktürk Devleti ne zaman doğu ve batı olarak ikiye ayrılmıştır?,I. Göktürk Devleti 582 yılında doğu-batı olarak ikiye ayrılmıştır.,Olgusal,46
Doğu ve Batı Göktürk devletlerinin akıbeti ne olmuştur?,"Doğu Göktürk Devleti 630'da, Batı Göktürk Devleti ise 659'da Çin hâkimiyetine girmiştir.",Olgusal,46
Göktürk Devleti'nin zayıflamasında Çin'in rolü ne olmuştur?,"Çin entrikaları, Mukan Kağan'ın ölümünden sonra Göktürk Devleti'nin zayıflamasında önemli bir rol oynamıştır.",Nedensel,46
Pazırık halısı nerede bulunmuştur ve hangi döneme aittir?,Pazırık halısı Pazırık kurganında bulunmuştur ve MÖ 4-3. yüzyıllara ait olduğu düşünülmektedir.,Olgusal,46
Pazırık'ta bulunan eserler Türklerin yaşamları hakkında bize neler gösteriyor?,"Pazırık'ta bulunan eserler, Türklerin sanat anlayışını, hayvan figürlerine olan ilgisini ve halıcılık gibi el sanatlarındaki becerilerini göstermektedir.",Çıkarımsal,46
Hun sanatının özgünlüğünü yansıtan unsurlar nelerdir?,Hun sanatının özgünlüğünü yansıtan unsurlar arasında keçe üzerine ince ve renkli deriler yapıştırmak yoluyla bezenen eyer örtüleri ve bu örtülerdeki hayvan figürleri bulunmaktadır.,Olgusal,46
İlk düğüm halı örneği olarak kabul edilen halı hangisidir ve üzerindeki motifler nelerdir?,"İlk düğüm halı örneği olarak kabul edilen halı, Pazırık kurganından çıkan halıdır. Üzerinde ren geyiği, grifon ve süvarilerle bezeli motifler bulunmaktadır.",Olgusal,46
II. Göktürk Devleti ne zaman kuruldu?,"II. Göktürk Devleti, I. Göktürk Devleti'nin yıkılmasından sonra Türklerin Çin'e karşı bağımsızlık mücadelesi sonucunda, Kutluk önderliğinde Ötüken'in ele geçirilmesiyle kuruldu (682-742).",Olgusal,47
Kutluk Kağan'dan sonra II. Göktürk Devleti'nin başına kimler geçti?,Kutluk Kağan'dan sonra kardeşi Kapgan ve onun ölümünden sonra Kutluk Kağan'ın oğlu Bilge Kağan başa geçmiştir.,Olgusal,47
Bilge Kağan devleti nasıl yönetti?,"Bilge Kağan, devleti ordu komutanı olarak atadığı kardeşi Kültigin ve veziri Tonyukuk'tan destek alarak başarıyla yönetmiştir.",Yöntemsel,47
