question,answer,question_type,page
Gelenek nedir?,"Bir toplumda kuşaktan kuşağa iletilen, yaptırım gücü olan kültürel miras, alışkanlıklar, bilgi ve davranışlardır.",Olgusal,281
Görenek ile gelenek arasındaki fark nedir?,"Görenek, bir şeyi eskiden beri görüldüğü gibi yapma âdetidir. Gelenek ise daha geniş kapsamlı olup, kuşaktan kuşağa aktarılan kültürel mirasın tamamını ifade eder.",Analitik,281
Grifon ne tür bir yaratıktır?,"Genellikle aslan vücutlu, kartal kanatlı ve kafalı mitolojik bir yaratıktır.",Olgusal,281
Hasıla ne anlama gelir?,Bir işten elde edilen sonuç anlamına gelir.,Olgusal,281
Helyumun özellikleri nelerdir?,"Havada ve bazı doğal gazlarda da bulunabilen, hafif ve yanmaz bir elementtir.",Olgusal,281
Hibe ne demektir?,"Bağış, bir ürün ya da hizmet karşılığında para almama anlamına gelir.",Olgusal,281
Hidrojenin temel özellikleri nelerdir?,"Renksiz, kokusuz, tatsız ve yanıcı bir gaz elementidir.",Olgusal,281
Holdingin işlevi nedir?,"Birçok ortaklığın hisselerinin büyük bölümünü ya da tümünü elinde bulundurarak onları denetimi altında tutan, yöneten yatırım ortaklığıdır.",Olgusal,281
Hologram ne işe yarar?,Üç boyutlu görüntüyü oluşturmak üzere gerekli bilgileri taşıyan resimdir.,Olgusal,281
Hora nasıl bir oyundur?,Birçok kişi tarafından el ele tutuşularak oyun müziği eşliğinde oynanan bir halk oyunudur.,Olgusal,281
İcra ne anlama gelir?,Bir müzik eserini oluşturan notaları sese çevirme anlamına gelir.,Olgusal,281
İmaret ne amaçla kurulmuştur?,Yoksullara yiyecek dağıtmak üzere kurulmuş hayırevidir.,Olgusal,281
İrem neyi ifade eder?,Cennete benzetilerek yapılan bahçeyi ifade eder.,Olgusal,281
İstihdamın anlamı nedir?,"Bir görevde, bir işte kullanma anlamına gelir.",Olgusal,281
Jeopolitik konum neden önemlidir?,Bir toprağın veya coğrafyanın bölge ya da dünya siyasetindeki yerini ve önemini belirlediği için önemlidir.,Kavramsal,281
Kronoloji ne anlama gelir?,"Kronoloji, zaman bilimi veya zaman dizini anlamına gelir.",Olgusal,282
Kurgan nedir?,"Kurgan, tepe biçiminde bir mezardır.",Olgusal,282
Külliye'nin temel unsurları nelerdir?,"Külliye, bir caminin çevresinde cami ile birlikte kurulmuş medrese, imaret, sebil, kitaplık, hastane vb. yapıların bütünüdür.",Listeleme,282
Mağdur kime denir?,"Mağdur, haksızlığa uğramış kimseye denir.",Olgusal,282
Mangal ne için kullanılır?,"Mangal, ısınmaya veya bir şey pişirmeye yarayan üstü açık, ayaklı bir ocaktır.",Olgusal,282
Maniheizm'in temel prensibi nedir?,"Maniheizm, eski İran'daki iyi ve aydınlık bir güçle kötü ve karanlık bir güç arasındaki savaş tasarımına dayanan bir din öğretisidir.",Kavramsal,282
Medikal ne demektir?,"Medikal, tıbba ait veya tıpla ilgili anlamına gelir.",Olgusal,282
Medrese ne amaçla kullanılırdı?,"Medrese, Türk ve İslam devletlerinde, dinî ve pozitif bilimlerin okutulduğu yerdi.",Olgusal,282
Melike ne anlama gelir?,"Melike, kadın hükümdar anlamına gelir.",Olgusal,282
Mera ne için kullanılır?,"Mera, hayvan otlatılan yer, salmalık, yaylak, örü veya otlak olarak kullanılır.",Olgusal,282
Mineral yakıtlar nasıl oluşur?,"Mineral yakıtlar, ölen canlı organizmaların oksijensiz ortamda milyonlarca yılda çözülmesi ile oluşan hidrokarbon ve yüksek oranlarda karbon içeren kömür, petrol, doğal gaz gibi doğal enerji kaynaklarıdır.",Nedensel,282
Miskin bir insan nasıl tanımlanır?,"Miskin, âciz, zavallı veya tembel kimse olarak tanımlanır.",Olgusal,282
Muntazam ne demektir?,"Muntazam, düzgün veya düzenli demektir.",Olgusal,282
Muteber bir kişinin özellikleri nelerdir?,"Muteber bir kişi, saygın, itibarı olan, hatırı sayılır ve sözü geçer bir kişidir.",Olgusal,282
Ön yargı nasıl tanımlanır?,"Ön yargı, bireyde başka bireylere, toplumlara karşı sevgi ya da düşmanlık duygusu uyanmasına yol açan, koşullanmış bir duygusal tutumu yansıtan kanı veya genellemedir.",Olgusal,282
Özel gereksinimli birey ne anlama gelir?,Çeşitli nedenlerle bireysel özellikleri ve eğitim yeterlikleri açısından akranlarından beklenilen düzeyden anlamlı farklılık gösteren bireylere özel gereksinimli birey denir.,Olgusal,283
Özerk bir yapıya örnek olarak ne verilebilir?,Bir üst organa bağlı olmakla beraber ayrı bir yasayla kendini yönetme yetkisi olan devlet veya muhtar özerk bir yapıya örnektir.,Olgusal,283
Politika kavramı neyi ifade eder?,"Politika, devletin etkinliklerini amaç, yöntem ve içerik olarak düzenleme ve gerçekleştirme esaslarının bütünüdür, aynı zamanda siyaset olarak da adlandırılır.",Kavramsal,283
Popüler kültürün özellikleri nelerdir?,"Popüler kültür, halkın arasında yaşayan motiflere, ögelere yer veren, onlardan yararlanan, halkın zevkine uygun ve halk tarafından tutulan unsurları içerir.",Olgusal,283
Put neye denir?,Bazı ilkel toplumlarda doğaüstü güç ve etkisi olduğuna inanılan canlı veya cansız nesnelere put denir.,Olgusal,283
Rasathane'nin işlevi nedir?,"Rasathane, gök gözlemleri yapan, gök cisimlerini ve olaylarını inceleyen bir kurumdur, aynı zamanda gözlemevi olarak da bilinir.",Olgusal,283
Reaya kime denir?,Bir hükümdarın yönetimi altındaki halka reaya denir.,Olgusal,283
Restorasyon ne anlama gelir?,"Restorasyon, eski bir yapıda yıkılmış, bozulmuş olan bölümleri aslına uygun bir biçimde onarma, yenileme işlemidir.",Olgusal,283
Robotik hangi alanlarla ilgilidir?,"Robotik, birtakım işlevlerde insanın yerini alabilecek düzeneklerin hazırlanmasıyla ilgili çalışma ve tekniklerin bütünüdür.",Olgusal,283
Bir işte rol neyi ifade eder?,Bir işte veya bir grup içinde bir kimse veya şeyin üstüne düşen göreve rol denir.,Olgusal,283
Sadaka nedir?,"Sadaka, yardım amacıyla karşılıksız verilen şeydir.",Olgusal,283
Sensör ne işe yarar?,"Sensör, önceden belirlenmiş ışığı veya nesneyi algılayıp gerekli hareketi başlatan aygıttır, aynı zamanda duyarga olarak da bilinir.",Olgusal,283
Sikke neyden yapılır ve ne işe yarar?,"Sikke, devlet tarafından ağırlık, ayar ve değeri belirlenerek altın, gümüş, bronz, alüminyum gibi madenlerden basılan paradır.",Olgusal,283
Simge neyi temsil eder?,"Simge, duyularla ifade edilemeyen bir şeyi belirten somut nesne veya işarettir, aynı zamanda sembol olarak da adlandırılır.",Olgusal,283
Sosyoloji hangi konuları inceler?,"Sosyoloji, toplumun oluşum, işleyiş ve gelişim yasalarını inceleyen bilim dalıdır, içtimaiyat veya toplum bilimi olarak da bilinir.",Olgusal,283
Takva ne anlama gelir?,"Takva, Allah'tan korkma ve dinin yasak ettiği şeylerden sakınıp buyurduklarını yerine getirme anlamına gelir.",Olgusal,284
Taoizm hangi bölgede yayılmıştır ve ne zaman ortaya çıkmıştır?,"Taoizm, MÖ 6. yüzyılda Doğu ve Güneydoğu Asya'da yayılmış bir dindir.",Olgusal,284
Tebaa kelimesinin anlamı nedir?,"Tebaa, uyruk veya halk anlamına gelir.",Olgusal,284
Tedarik etmek ne demektir?,"Tedarik etmek, araştırıp bulma, sağlama, elde etme anlamına gelir.",Olgusal,284
Telekomünikasyonun kapsamı nedir?,"Telekomünikasyon, haber, yazı, resim, sembol veya her çeşit bilginin tel, radyo, optik vb. elektromanyetik sistemlerle iletilmesi, bunların yayımı veya alınması, iletişimdir.",Olgusal,284
Tezhip sanatı nedir?,"Tezhip, yazma kitaplarda sayfaların yaldız ve boya ile bezenmesi, yaldızlama veya süsleme, bezeme sanatıdır.",Olgusal,284
Toyun eski Türklerdeki anlamı neydi?,"Toy, eski Türklerde devlet işlerinin görüşülüp karara bağlandığı meclis, kurultay anlamına gelirdi.",Olgusal,284
Transferin temel anlamı nedir?,"Transfer, bir şeyi bir yerden alıp başka bir yere götürme işlemidir.",Olgusal,284
Ultraviyole ışınlarının özellikleri nelerdir?,"Ultraviyole, gözle görülmeyen, dalga boyları yaklaşık 4000 angströmle 200 angström arasında olan, mor ışının ötesinde yer alan, yapay olarak da elde edilip tıpta kullanılan bir ışınımdır.",Olgusal,284
Umum ne anlama gelir?,"Umum, herkes, genel, halk anlamına gelir; ayrıca bütün olma, kapsama anlamlarını da taşır.",Olgusal,284
Vade nedir?,"Vade, bir işin yapılması veya bir borcun ödenmesi için tanınan süredir.",Olgusal,284
Vahiy kavramı neyi ifade eder?,"Vahiy, bir buyruk veya düşüncenin Allah tarafından peygamberlere bildirilmesidir.",Olgusal,284
Vekil kime denir?,"Vekil, birinin işini görmesi için kendi yerine bıraktığı veya yetki verdiği kimseye denir.",Olgusal,284
Vezirin Türk ve İslam devletlerindeki rolü neydi?,"Vezir, Türk ve İslam devletlerinde sivil ve askerî yetkileri olan, paşa ünvanını taşıyan en yüksek memurdu.",Olgusal,284
Yalıtımın amacı nedir?,"Yalıtımın amacı, ısı, elektrik ya da ses akımını engellemektir.",Olgusal,284
Allport'un 'Önyargının Doğası' adlı eseri hangi yayınevi tarafından yayınlanmıştır?,Allport'un 'Önyargının Doğası' adlı eseri Sakarya Üniversitesi Yayınları tarafından yayınlanmıştır.,Olgusal,285
Vehbi Koç'un yaşamaya devam ettiği nasıl ifade edilmektedir?,Vehbi Koç'un geride bıraktıklarıyla yaşamaya devam ettiği 'Bizden Haberler' dergisinde belirtilmiştir.,Olgusal,285
Engellilere yönelik toplumsal algı konusunu ele alan eser hangisidir ve yazarları kimlerdir?,"Engellilere Yönelik Toplumsal Algı ve Dışlanmışlık adlı eser, M. Aslan ve S. Şeker tarafından yazılmıştır.",Olgusal,285
Türkiye Ekonomisi adlı kitabın yazarı kimdir?,Türkiye Ekonomisi adlı kitabın yazarı K. Başol'dur.,Olgusal,285
Hunlar'daki sosyal ve siyasi hayatı inceleyen makale hangi dergide yayınlanmıştır?,"Hunlar’daki sosyal, siyasi hayat ve devlet ilişkilerini inceleyen makale, Erzincan Eğitim Fakültesi Dergisi'nde yayınlanmıştır.",Olgusal,285
İpek Yolu adlı eserin yazarı kimdir?,İpek Yolu adlı eserin yazarı N. Devlet'tir.,Olgusal,285
Orhun Abideleri hakkında bir eser yazan kişi kimdir?,Orhun Abideleri hakkında bir eser yazan kişi M. Ergin'dir.,Olgusal,285
Türk Kültürünün Ana Hatları adlı eserin yazarı kimdir?,Türk Kültürünün Ana Hatları adlı eserin yazarı S. Gömeç'tir.,Olgusal,285
Atatürk'ün Fikir ve Düşünceleri adlı eser hangi kurum tarafından yayınlanmıştır?,"Atatürk’ün Fikir ve Düşünceleri adlı eser, Atatürk Araştırma Merkezi Yayınları tarafından yayınlanmıştır.",Olgusal,285
Siyasetname'nin yazarı kimdir?,Siyasetname'nin yazarı Nizamü’l- Mülk'tür.,Olgusal,285
Coğrafya Terimleri Sözlüğü'nün yazarı kimdir?,Coğrafya Terimleri Sözlüğü'nün yazarı F. Sanır'dır.,Olgusal,285
Hazreti Muhammed ve Hayatı adlı eserin yazarları kimlerdir?,Hazreti Muhammed ve Hayatı adlı eserin yazarları O. Keskioğlu ve A. H. Berki'dir.,Olgusal,285
Büyük Selçuklu İmparatorluğu Tarihi'nin kaçıncı cildi kaynakçada belirtilmiştir ve yazarı kimdir?,Büyük Selçuklu İmparatorluğu Tarihi'nin 3. cildi kaynakçada belirtilmiştir ve yazarı M. A. Köymen'dir.,Olgusal,285
