question,answer,question_type,page
Soru-cevap çifti oluşturma görevinin amacı nedir?,Verilen metinden çeşitli ve yüksek kaliteli soru-cevap çiftleri oluşturmaktır.,Olgusal,106
Soru-cevap çiftlerinde dil tutarlılığı neden önemlidir?,"Dil tutarlılığı, soruların ve cevapların metnin diliyle aynı olmasını sağlayarak anlaşılabilirliği ve erişilebilirliği artırır.",Kavramsal,106
Hangi soru türleri soru-cevap çiftlerinde yer almalıdır?,"Soru-cevap çiftlerinde olgusal, kavramsal, bağlamsal, nedensel, yöntemsel, analitik, varsayımsal, yansıtıcı, spekülatif, listeleme ve özetleme gibi farklı türde sorular yer almalıdır.",Listeleme,106
Neden 'Evet' veya 'Hayır' gibi kısa yanıtlardan kaçınılmalıdır?,"'Evet' veya 'Hayır' gibi kısa yanıtlardan kaçınılmalıdır çünkü cevap, bilginin ardındaki gerekçeyi anlamak için gerekli bağlamı sağlamalıdır.",Nedensel,106
Bağlam farkındalığı soru oluşturma sürecinde neden önemlidir?,"Bağlam farkındalığı, soruların verilen metnin içeriğine derinlemesine kök saldığından ve materyalin amacını ve nüanslarını anladığından emin olmak için önemlidir.",Kavramsal,106
Olgusal sorulara bir örnek verin.,'X ne anlama gelir?' sorusu olgusal bir sorudur.,Olgusal,106
'X neden önemlidir?' sorusu hangi soru türüne örnektir?,'X neden önemlidir?' sorusu kavramsal bir soruya örnektir.,Kavramsal,106
Soru-cevap çiftlerinde zorluk dengesi nasıl sağlanmalıdır?,"Soru-cevap çiftlerinde basit, orta ve karmaşık sorular dahil edilerek zorluk dengesi sağlanmalıdır.",Yöntemsel,106
Yanıt hassasiyeti ne anlama gelir ve neden önemlidir?,"Yanıt hassasiyeti, sağlanan içeriğe dayalı özlü ve doğru yanıtlar verilmesi anlamına gelir. Bilginin ardındaki gerekçeyi anlamak için yeterli bağlamı sağlarken özlü olmak önemlidir.",Kavramsal,106
Tekrardan kaçınma neden önemlidir?,"Tekrardan kaçınma, tüm soruların belirgin ve benzersiz olduğundan emin olmak için önemlidir.",Kavramsal,106
Varsayımsal bir soruya örnek verin.,'X olursa ne olur?' sorusu varsayımsal bir soruya örnektir.,Varsayımsal,106
Soru-cevap çifti oluşturma görevi hangi formatta yanıtlanmalıdır?,Soru-cevap çifti oluşturma görevi doğrudan JSON formatında yanıtlanmalıdır.,Olgusal,106
"Eğer metin İngilizce ise, sorular ve cevaplar hangi dilde olmalıdır?","Eğer metin İngilizce ise, sorular ve cevaplar da İngilizce olmalıdır. Dil tutarlılığı esastır.",Bağlamsal,106
Analitik soruların amacı nedir?,"Analitik sorular, konuları karşılaştırmak, karşıtlaştırmak veya değerlendirmek amacıyla sorulur.",Analitik,106
Soru-cevap çifti oluştururken hangi işaretlemelerden kaçınılmalıdır?,Soru-cevap çifti oluştururken Markdown işaretlemelerinden (```json gibi) kaçınılmalıdır.,Yöntemsel,106
Bu metnin temel amacı nedir?,"Bu metnin temel amacı, belirli bir metin için yüksek kaliteli soru-cevap çiftleri oluşturmaktır. Bu çiftler, farklı soru türlerini içermeli ve metnin içeriğiyle tutarlı olmalıdır.",Olgusal,107
Neden farklı soru türleri oluşturmak önemlidir?,"Farklı soru türleri oluşturmak, metnin içeriğini daha kapsamlı bir şekilde anlamayı ve değerlendirmeyi sağlar. Olgusal, kavramsal, bağlamsal, nedensel, yöntemsel, analitik, varsayımsal, yansıtıcı ve spekülatif sorular gibi çeşitli türler, konunun farklı açılardan incelenmesine olanak tanır.",Kavramsal,107
Soru-cevap çiftlerinde dil tutarlılığı neden önemlidir?,"Dil tutarlılığı, soru ve cevapların metnin diliyle aynı olmasını gerektirir. Bu, anlam kaymalarını önler ve içeriğin doğru bir şekilde anlaşılmasını sağlar. Örneğin, metin Türkçe ise sorular ve cevaplar da Türkçe olmalıdır.",Nedensel,107
Hangi soru türleri bu görev için önerilmektedir?,"Bu görev için önerilen soru türleri şunlardır: Olgusal, Kavramsal, Bağlamsal, Nedensel, Yöntemsel, Analitik, Varsayımsal, Yansıtıcı, Spekülatif, Listeleme ve Özetleme.",Listeleme,107
Yanıtların 'Evet' veya 'Hayır' gibi kısa olmamasının nedeni nedir?,"'Evet' veya 'Hayır' gibi kısa yanıtlar, bilginin ardındaki gerekçeyi anlamak için yeterli bağlam sağlamaz. Bu nedenle, yanıtlar konuyu açıkça açıklamak için yeterli bilgi içermelidir.",Nedensel,107
Bu görevde 'bağlam farkındalığı' ne anlama gelir?,"Bağlam farkındalığı, oluşturulan tüm soruların verilen metnin içeriğine derinlemesine bağlı olması ve materyalin amacını ve nüanslarını anlaması anlamına gelir.",Kavramsal,107
Oluşturulacak soru-cevap çiftlerinin zorluk seviyesi nasıl olmalıdır?,"Oluşturulacak soru-cevap çiftlerinin zorluk seviyesi dengeli olmalıdır; yani basit, orta ve karmaşık soruları içermelidir.",Yöntemsel,107
Bu görevde neden tekrardan kaçınılmalıdır?,"Tekrardan kaçınılmalıdır çünkü her sorunun belirgin ve benzersiz olması, içeriğin daha verimli ve etkili bir şekilde anlaşılmasını sağlar.",Nedensel,107
"Eğer metin İngilizce olsaydı, soru ve cevaplar nasıl olmalıydı?","Eğer metin İngilizce olsaydı, soru ve cevaplar da İngilizce olmalıydı. Dil tutarlılığı ilkesi her zaman korunmalıdır.",Varsayımsal,107
Bu görevdeki 'yanıt hassasiyeti' neyi ifade eder?,"Yanıt hassasiyeti, sağlanan içeriğe dayalı özlü ve doğru yanıtlar vermeyi ifade eder. Ancak, yanıtların çok kısa olmaması ve cevabı açıkça açıklamak için yeterli bağlam içermesi gerekmektedir.",Kavramsal,107
Bu görevde soru-cevap çiftleri oluşturulurken hangi format kullanılmalıdır?,Bu görevde soru-cevap çiftleri oluşturulurken JSON formatı kullanılmalıdır.,Yöntemsel,107
Neden sadece düz JSON verisi verilmesi isteniyor?,"Sadece düz JSON verisi verilmesi isteniyor çünkü bu, verinin otomatik olarak işlenmesini ve kullanılmasını kolaylaştırır. Markdown işaretleri gibi ek biçimlendirmeler, bu süreci karmaşıklaştırabilir.",Nedensel,107
Soru-cevap çifti oluşturma sürecinin ana adımları nelerdir?,"Soru-cevap çifti oluşturma sürecinin ana adımları şunlardır: 1) Metnin dilini belirleme, 2) Farklı soru türlerini belirleme, 3) Her soru türü için uygun sorular oluşturma, 4) Sorulara doğru ve kapsamlı cevaplar yazma, 5) Dil tutarlılığını sağlama, 6) Tekrardan kaçınma ve 7) JSON formatında çıktı verme.",Yöntemsel,107
