question,answer,question_type,page
Soru-cevap çiftleri oluşturulurken hangi hususlara dikkat edilmelidir?,"Dil tutarlılığı, soru çeşitliliği (olgusal, kavramsal, bağlamsal vb.), zorluk dengesi, yanıt hassasiyeti, bağlam farkındalığı ve tekrardan kaçınma gibi hususlara dikkat edilmelidir.",Olgusal,151
"Neden farklı türde sorular (olgusal, kavramsal, bağlamsal vb.) oluşturmak önemlidir?","Farklı türde sorular oluşturmak, metnin farklı yönlerini anlamayı ve derinlemesine kavramayı sağlar. Bu, sadece bilgiyi hatırlamak yerine, bilginin ardındaki anlamı ve bağlamı da anlamaya yardımcı olur.",Kavramsal,151
Yanıt hassasiyeti ne anlama gelir ve neden önemlidir?,"Yanıt hassasiyeti, sağlanan içeriğe dayalı özlü ve doğru yanıtlar vermek anlamına gelir. Bu önemlidir çünkü okuyucunun doğru ve alakalı bilgiye hızlıca ulaşmasını sağlar.",Kavramsal,151
Bağlam farkındalığı neden soru-cevap çiftleri oluşturmada kritiktir?,"Bağlam farkındalığı, soruların ve cevapların verilen metnin içeriğiyle derinlemesine bağlantılı olmasını sağlar. Bu, soruların ve cevapların materyalin amacını ve nüanslarını anlamasını garanti eder.",Kavramsal,151
Tekrardan kaçınmanın önemi nedir?,"Tekrardan kaçınmak, her sorunun belirgin ve benzersiz olmasını sağlar. Bu, okuyucunun aynı bilgiyi tekrar tekrar okumasını önler ve öğrenme deneyimini daha verimli hale getirir.",Kavramsal,151
Metinde belirtilen soru türlerinden hangileri içeriğin sebeplerini veya nedenlerini sorar?,Metinde belirtilen soru türlerinden 'nedensel' sorular içeriğin sebeplerini veya nedenlerini sorar.,Olgusal,151
Soru-cevap çiftleri oluşturma sürecinde 'zorluk dengesi' neyi ifade eder?,"'Zorluk dengesi', basit, orta ve karmaşık soruları dahil etmeyi ifade eder. Bu, farklı seviyelerdeki okuyucuların metni anlamasına yardımcı olur.",Kavramsal,151
"Eğer bir soru 'X'in etkileri nelerdir?' şeklinde ise, bu hangi soru türüne girer?","Eğer bir soru 'X'in etkileri nelerdir?' şeklinde ise, bu 'yansıtıcı' soru türüne girer.",Analitik,151
Metinde belirtilen 'listeleme' türündeki bir soruya örnek veriniz.,Metinde belirtilen 'listeleme' türündeki bir soruya örnek olarak 'X'in temel unsurları nelerdir?' sorusu verilebilir.,Olgusal,151
Neden cevaplar 'Evet' veya 'Hayır' gibi aşırı kısa olmamalıdır?,Cevaplar 'Evet' veya 'Hayır' gibi aşırı kısa olmamalıdır çünkü bu tür cevaplar bilginin ardındaki gerekçeyi anlamak için gerekli bağlamı sağlamaz.,Kavramsal,151
Varsayımsal soruların amacı nedir?,"Varsayımsal soruların amacı, hayal edilen senaryolara dayalı sorular sorarak konunun farklı yönlerini keşfetmektir. Bu, olası sonuçları ve etkileri değerlendirmeye yardımcı olur.",Kavramsal,151
