question,answer,question_type,page
Soru-cevap çifti oluşturmanın amacı nedir?,Verilen metinden insanların sorabileceği çeşitli türlerde sorular üretmek ve bu sorulara kapsamlı yanıtlar sağlamaktır.,Kavramsal,161
Oluşturulan soru ve cevapların dil tutarlılığı nasıl olmalıdır?,"Sorular ve cevaplar, verilen metnin diliyle aynı olmalıdır. Örneğin, metin Türkçe ise sorular ve cevaplar da Türkçe olmalıdır.",Olgusal,161
Hangi türde sorular dahil edilmelidir?,"Olgusal, kavramsal, bağlamsal, nedensel, yöntemsel, analitik, varsayımsal, yansıtıcı, spekülatif, listeleme ve özetleme gibi farklı türlerde sorular dahil edilmelidir.",Listeleme,161
Neden farklı türde sorular sormak önemlidir?,"Farklı türde sorular sormak, içeriğin daha geniş bir yelpazesini kapsar ve konunun daha derinlemesine anlaşılmasını sağlar.",Nedensel,161
Yanıtların uzunluğu nasıl olmalıdır?,"Yanıtlar, çok kısa olmamalı ve bilginin ardındaki gerekçeyi anlamak için gerekli bağlamı sağlamalıdır. Ancak, cevabı açıkça açıklamak için yeterli bağlam verirken hala özlü olmalıdırlar.",Yöntemsel,161
"""Evet"" veya ""Hayır"" gibi kısa yanıtlardan neden kaçınılmalıdır?","""Evet"" veya ""Hayır"" gibi kısa yanıtlar, bilginin ardındaki gerekçeyi anlamak için yeterli bağlamı sağlamaz ve dolayısıyla konunun tam olarak anlaşılmasını engeller.",Nedensel,161
Bağlam farkındalığı ne anlama gelir?,"Bağlam farkındalığı, tüm soruların verilen metnin içeriğine derinlemesine kök saldığından ve materyalin amacını ve nüanslarını anladığından emin olmayı ifade eder.",Kavramsal,161
Neden tekrardan kaçınmak önemlidir?,"Tekrardan kaçınmak, her sorunun belirgin ve benzersiz olmasını sağlayarak gereksiz tekrarları önler ve okuyucunun dikkatini korur.",Nedensel,161
Soru-cevap çiftlerinin zorluk seviyesi nasıl olmalıdır?,"Basit, orta ve karmaşık sorular dahil edilerek zorluk seviyesi dengelenmelidir.",Yöntemsel,161
Sağlanan içeriğe dayalı olarak verilen yanıtların doğruluğu nasıl olmalıdır?,Sağlanan içeriğe dayalı olarak verilen yanıtlar özlü ve doğru olmalıdır.,Olgusal,161
"Eğer metinde ""X"" terimi geçiyorsa, olası bir soru nasıl olabilir?","Metinde ""X"" terimi geçiyorsa, ""X ne anlama gelir?"" şeklinde bir olgusal soru sorulabilir.",Varsayımsal,161
Soru-cevap çifti oluşturma sürecinde dil tutarlılığının önemi nedir?,"Dil tutarlılığı, soruların ve cevapların metnin orijinal anlamını doğru bir şekilde yansıtmasını sağlayarak okuyucunun konuyu daha kolay anlamasına yardımcı olur.",Yansıtıcı,161
Soru-cevap çifti oluştururken metnin amacı dikkate alınmazsa ne olur?,"Metnin amacı dikkate alınmazsa, oluşturulan sorular ve cevaplar konu dışına çıkabilir ve metnin temel mesajını iletmede başarısız olabilir.",Varsayımsal,161
İyi bir soru-cevap çiftinin temel unsurları nelerdir?,"İyi bir soru-cevap çiftinin temel unsurları, dil tutarlılığı, çeşitli soru türleri, zorluk dengesi, yanıt hassasiyeti, bağlam farkındalığı ve tekrardan kaçınmadır.",Listeleme,161
