question,answer,question_type,page
"Etkin vatandaşlık bağlamında, toplumsal hayatta kadına verilen değeri gösteren örnekler hangi zaman dilimlerini kapsamalıdır?",Hem geçmişten hem de günümüzden örnekler kapsanmalıdır.,Olgusal,41
Toplumsal hayatta kadına verilen değerin araştırılmasının ve öğrenilmesinin önemi nedir?,"Bu araştırma, kadının toplumdaki rolünü ve önemini anlamamıza, farkındalık geliştirmemize ve daha eşitlikçi bir toplum inşa etmemize yardımcı olur.",Kavramsal,41
Bu etkinliğin amacı nedir?,"Bu etkinliğin amacı, öğrencilerin toplumsal hayatta kadına verilen değeri anlamalarını sağlamak ve bu konuda farkındalıklarını artırmaktır.",Kavramsal,41
Geçmişte kadına verilen değeri gösteren hangi tür örnekler bulunabilir?,"Geçmişte kadına verilen değeri gösteren örnekler arasında, kadın hükümdarlar, bilim kadınları, sanatçılar ve toplumsal hareketlerde öncü rol oynayan kadınlar bulunabilir.",Olgusal,41
Günümüzde kadına verilen değeri gösteren hangi tür örnekler bulunabilir?,"Günümüzde kadına verilen değeri gösteren örnekler arasında, kadın siyasetçiler, CEO'lar, bilim insanları, sporcular ve insan hakları savunucuları bulunabilir.",Olgusal,41
Öğrencilerin buldukları örnekleri nereye yazmaları istenmektedir?,Öğrencilerin buldukları örnekleri defterlerine yazmaları istenmektedir.,Yöntemsel,41
"Bu etkinliğin, öğrencilerin sosyal bilgiler dersindeki diğer konularla bağlantısı nedir?","Bu etkinlik, öğrencilerin vatandaşlık, toplumsal cinsiyet eşitliği ve insan hakları gibi sosyal bilgiler konularını daha iyi anlamalarına yardımcı olur.",Bağlamsal,41
Kadına verilen değerin toplumsal hayattaki önemi nedir?,"Kadına verilen değer, toplumsal kalkınma, adalet ve eşitlik için önemlidir. Kadınların toplumda aktif rol alması, toplumun genel refahını artırır.",Kavramsal,41
"Eğer kadına yeterince değer verilmezse, toplum bundan nasıl etkilenir?","Kadına yeterince değer verilmezse, toplumun potansiyeli tam olarak kullanılamaz, ekonomik ve sosyal kalkınma yavaşlar, adaletsizlikler artar.",Varsayımsal,41
Bu etkinlikte öğrencilerin kullanabileceği kaynaklar neler olabilir?,"Öğrenciler bu etkinlikte kitaplar, internet, dergiler, gazeteler ve belgeseller gibi çeşitli kaynakları kullanabilirler.",Yöntemsel,41
Geçmişte ve günümüzde kadına verilen değeri gösteren örnekleri karşılaştırarak ne gibi sonuçlar çıkarılabilir?,"Geçmişten günümüze kadına verilen değerde önemli gelişmeler olmuş olsa da, hala aşılması gereken engeller bulunmaktadır. Bu karşılaştırma, ilerleme kaydedilen alanları ve eksiklikleri görmemizi sağlar.",Analitik,41
"Bu etkinliğin amacı sadece örnek bulmak mıdır, yoksa daha derin bir anlamı var mıdır?","Bu etkinliğin amacı sadece örnek bulmak değil, aynı zamanda öğrencilerin kadının toplumdaki rolünü ve önemini anlamalarını, empati kurmalarını ve toplumsal cinsiyet eşitliği konusunda bilinçlenmelerini sağlamaktır.",Kavramsal,41
Bu etkinliğin sonunda öğrencilerin kazanımları neler olmalıdır?,"Bu etkinliğin sonunda öğrencilerin kadının toplumdaki rolünü ve önemini anlamaları, toplumsal cinsiyet eşitliği konusunda bilinçlenmeleri ve farklılıklara saygı duymaları beklenir.",Yansıtıcı,41
Toplumsal hayatta kadına verilen değeri artırmak için neler yapılabilir?,"Toplumsal hayatta kadına verilen değeri artırmak için eğitim, yasal düzenlemeler, farkındalık kampanyaları ve kadınların güçlenmesini destekleyen politikalar uygulanabilir.",Yöntemsel,41
"Bu ödevin amacı dışında, öğrencilerin kendi hayatlarında kadına verilen değeri nasıl yansıtabilirler?","Öğrenciler, ailelerinde, okullarında ve çevrelerinde kadınlara saygı göstererek, onların fikirlerini dinleyerek ve destekleyerek kadına verilen değeri yansıtabilirler. Ayrıca, toplumsal cinsiyet eşitliği konusunda farkındalık yaratarak ve ayrımcılığa karşı çıkarak da katkıda bulunabilirler.",Yansıtıcı,41
Doğal sistemler bağlamında 'küresel bağlantılar' ne anlama gelir?,"'Küresel bağlantılar', doğal sistemlerin uluslararası ilişkiler ve günümüz alışkanlıkları gibi çeşitli unsurlarla nasıl etkileşimde bulunduğunu ifade eder.",Olgusal,42
Bu metinde 'uluslararası bağlarımız' neden önemlidir?,"'Uluslararası bağlarımız', doğal sistemlerin küresel düzeyde nasıl yönetildiğini ve korunduğunu anlamak için önemlidir. Bu bağlar, farklı ülkeler arasındaki işbirliğini ve doğal kaynakların sürdürülebilir kullanımını etkiler.",Kavramsal,42
'Günümüzdeki alışkanlıklar' doğal sistemleri nasıl etkiler?,"Günümüzdeki tüketim alışkanlıkları, enerji kullanımı ve atık üretimi gibi faktörler doğal sistemler üzerinde önemli bir baskı oluşturur. Bu alışkanlıkların sürdürülebilirliği, doğal kaynakların korunması ve çevresel sorunların azaltılması açısından kritiktir.",Nedensel,42
Doğal sistemler ve küresel bağlantılar arasındaki ilişkiyi özetleyin.,"Doğal sistemler, uluslararası ilişkiler ve günümüz alışkanlıkları aracılığıyla küresel düzeyde birbirine bağlıdır. Bu bağlantılar, çevresel sorunların çözümü ve doğal kaynakların sürdürülebilir yönetimi için önemlidir.",Özetleme,42
Uluslararası bağların doğal sistemler üzerindeki olumlu ve olumsuz etkileri nelerdir?,"Uluslararası bağlar, çevresel işbirliği ve kaynak paylaşımı yoluyla olumlu etkiler yaratabilirken, ticaret ve turizm gibi faaliyetler yoluyla doğal sistemler üzerinde baskı oluşturarak olumsuz etkilere de yol açabilir.",Analitik,42
Günümüzdeki alışkanlıklarımızı değiştirmezsek doğal sistemler üzerinde ne gibi uzun vadeli etkileri olur?,"Günümüzdeki sürdürülemez alışkanlıklar devam ederse, doğal kaynakların tükenmesi, iklim değişikliği, biyoçeşitlilik kaybı ve çevresel kirlilik gibi ciddi sorunlar daha da artabilir.",Varsayımsal,42
Bu metinde belirtilen 'küresel bağlantılar' kavramı hangi bağlamda ele alınmıştır?,"Bu metinde 'küresel bağlantılar' kavramı, doğal sistemlerin uluslararası ilişkiler ve insanların günlük yaşam alışkanlıklarıyla olan etkileşimi bağlamında ele alınmıştır.",Bağlamsal,42
Sürdürülebilir alışkanlıklar edinmek doğal sistemlerin korunmasına nasıl yardımcı olur?,"Sürdürülebilir alışkanlıklar, doğal kaynakların daha verimli kullanılmasını, atık üretiminin azaltılmasını ve çevresel kirliliğin önlenmesini sağlayarak doğal sistemlerin korunmasına yardımcı olur.",Yöntemsel,42
Doğal sistemlerin korunması için uluslararası işbirliğinin önemi nedir?,"Doğal sistemlerin korunması, sınırları aşan çevresel sorunların çözümü için uluslararası işbirliğini gerektirir. Farklı ülkelerin ortak çabaları, daha etkili çözümlerin geliştirilmesine ve uygulanmasına olanak tanır.",Kavramsal,42
Metinde bahsedilen 'doğal sistemler' terimi neleri kapsar?,"Metinde bahsedilen 'doğal sistemler' terimi, ekosistemleri, biyolojik çeşitliliği, doğal kaynakları ve çevresel süreçleri kapsar.",Olgusal,42
Neden bazı insanlar doğal sistemlerin korunması için bireysel alışkanlıklarını değiştirmeye karşı çıkabilir?,"Bazı insanlar, alışkanlıklarını değiştirmek için harcanan çabanın maliyetli veya rahatsız edici olduğunu düşünebilirler. Ayrıca, bireysel eylemlerin büyük ölçekli çevresel sorunlar üzerinde önemli bir etkisi olmayacağına inanabilirler.",Spekülatif,42
Doğal sistemlerin korunması için atılabilecek adımların bir listesini yapın.,"Doğal sistemlerin korunması için atılabilecek adımlar arasında sürdürülebilir tüketim alışkanlıkları edinmek, enerji verimliliğini artırmak, atık üretimini azaltmak, yenilenebilir enerji kaynaklarını kullanmak, ormanları korumak ve su kaynaklarını verimli kullanmak yer alır.",Listeleme,42
Uluslararası bağlarımızın zayıflaması durumunda doğal sistemler nasıl etkilenir?,"Uluslararası bağlarımızın zayıflaması, çevresel sorunların çözümü için gerekli olan işbirliğinin azalmasına ve doğal kaynakların sürdürülebilir yönetiminin zorlaşmasına yol açabilir.",Varsayımsal,42
Doğal sistemleri korumak için günümüzdeki alışkanlıklarımızı nasıl değiştirebiliriz?,"Günümüzdeki alışkanlıklarımızı daha sürdürülebilir hale getirerek, örneğin daha az tüketerek, geri dönüşüm yaparak, enerji tasarrufu sağlayarak ve toplu taşıma araçlarını kullanarak doğal sistemleri koruyabiliriz.",Yöntemsel,42
Doğal sistemlerin bozulmasının sonuçları nelerdir?,"Doğal sistemlerin bozulması, iklim değişikliği, su kıtlığı, gıda güvensizliği, biyoçeşitlilik kaybı ve doğal afetlerin artması gibi ciddi sonuçlara yol açabilir.",Yansıtıcı,42
Bu ders hangi sınıf seviyesi için hazırlanmıştır?,Bu ders 6. sınıf seviyesi için hazırlanmıştır.,Olgusal,43
Bu dersin temel öğrenme alanı nedir?,Bu dersin temel öğrenme alanı Küresel Bağlantılardır.,Olgusal,43
SB.6.7.1 kazanımı neyi ifade etmektedir?,"SB.6.7.1 kazanımı, ülkenin Türk Cumhuriyetleri ve komşu devletlerle olan kültürel, sosyal, siyasi ve ekonomik ilişkilerinin analiz edilmesini ifade etmektedir.",Olgusal,43
Popüler kültürün kültür üzerindeki etkilerini sorgulamanın önemi nedir?,"Popüler kültürün kültür üzerindeki etkilerini sorgulamak, kendi kültürel değerlerimizi korumak ve yabancı kültürlerin olumsuz etkilerini anlamak için önemlidir.",Kavramsal,43
"Medya araçları yoluyla toplum hayatını etkileyen, kültüre ait olmayan unsurlara örnek verebilir misiniz?","Medya araçları yoluyla toplum hayatını etkileyen, kültüre ait olmayan unsurlara yabancı müzik türleri, giyim tarzları veya yaşam biçimleri örnek verilebilir.",Örnekleme,43
Öğrencilerin konuyla ilgili düşüncelerini almak neden önemlidir?,"Öğrencilerin konuyla ilgili düşüncelerini almak, onların ön bilgilerini ortaya çıkarmak ve derse katılımlarını artırmak için önemlidir.",Nedensel,43
Bu derste kullanılabilecek etkinlikler nelerdir?,"Bu derste Eba Tv üzerinden konu anlatımı izletmek, konu özetini açıklamak, çalışma kağıtlarındaki etkinlikleri yapmak ve bulmaca çözmek gibi etkinlikler kullanılabilir.",Listeleme,43
Çalışma kağıtlarındaki etkinliklerin amacı nedir?,"Çalışma kağıtlarındaki etkinliklerin amacı, öğrencilerin konuyu daha iyi anlamalarını sağlamak ve öğrendiklerini pekiştirmelerine yardımcı olmaktır.",Yöntemsel,43
Telafi eğitimi programınca işlenen kavramların bulunduğu bulmacanın çözülmesinin faydası nedir?,"Telafi eğitimi programınca işlenen kavramların bulunduğu bulmacanın çözülmesi, öğrencilerin öğrendikleri kavramları tekrar etmelerini ve hatırlamalarını kolaylaştırır.",Analitik,43
Kültürümüze ait olmayan unsurların toplum hayatını etkilemesi nasıl önlenebilir?,"Kültürümüze ait olmayan unsurların toplum hayatını etkilemesini önlemek için, kültürel değerlerimize sahip çıkmak, bilinçli medya tüketimi yapmak ve kendi kültürümüzü tanıtan etkinliklere katılmak önemlidir.",Varsayımsal,43
Bu derste uluslararası bağlar konusunun işlenmesinin önemi nedir?,"Bu derste uluslararası bağlar konusunun işlenmesi, öğrencilerin farklı kültürleri anlamalarını, küresel vatandaşlık bilinci geliştirmelerini ve ülkemizin diğer ülkelerle olan ilişkilerini kavramalarını sağlamak açısından önemlidir.",Yansıtıcı,43
Dersin süresi neden 40 dakika olarak belirlenmiştir?,"Dersin süresi, öğrencilerin dikkatini dağıtmadan konuyu etkili bir şekilde işlemek ve farklı etkinliklere zaman ayırmak amacıyla 40 dakika olarak belirlenmiştir.",Spekülatif,43
Bu derste hangi tür medya araçları kullanılabilir?,"Bu derste Eba Tv, internet, görsel materyaller ve basılı kaynaklar gibi çeşitli medya araçları kullanılabilir.",Listeleme,43
Bu dersin ana teması nedir?,"Bu dersin ana teması, uluslararası bağlarımız ve günümüzdeki alışkanlıklarımızdır.",Özetleme,43
Öğrencilere dağıtılacak çalışma kağıtlarının içeriği ne ile ilgili olmalıdır?,"Öğrencilere dağıtılacak çalışma kağıtlarının içeriği, işlenen konuyla ilgili olmalı ve öğrencilerin konuyu anlamalarını destekleyici nitelikte olmalıdır.",Bağlamsal,43
Türkiye'nin diğer ülkelerle ilişkilerinde izlemesi gereken temel ilkeler nelerdir?,"Türkiye, diğer ülkelerle ilişkilerinde bağımsızlık, barış, güven, saygı ve eşitlik ilkelerini gözetmelidir. Bu ilkeler, Mustafa Kemal Atatürk'ün dış politika vizyonunu yansıtmaktadır.",Olgusal,44
Türk Cumhuriyetleri'nin bağımsızlığını tanıyan ilk ülke hangisidir ve bu durumun önemi nedir?,"Türk Cumhuriyetleri'nin bağımsızlığını tanıyan ilk ülke Türkiye'dir. Bu durum, Türkiye'nin Türk Cumhuriyetleri ile olan tarihi, kültürel ve dilsel bağlarının bir göstergesidir ve bu ülkelere verdiği önemi vurgular.",Kavramsal,44
TİKA'nın Türk Cumhuriyetleri ve komşu ülkelerle ilgili yaptığı çalışmalara örnekler nelerdir?,"TİKA, Türk Cumhuriyetleri ve komşu ülkelerde Türkçe öğrenimi, öğrencilerin Türkiye'de eğitimi ve Orhun yazıtlarının korunması için müze yapımı gibi çalışmalar yapmaktadır.",Listeleme,44
TÜRKSOY'un temel amacı nedir?,"TÜRKSOY'un temel amacı, Türk dilinin konuşulduğu Türk cumhuriyetleri devletleri ve halkları ile kültürel ve sanatsal etkinliklerin geliştirilmesine katkıda bulunmaktır.",Olgusal,44
Türkiye'nin Türk Cumhuriyetleri ile ekonomik ilişkileri hangi alanlarda yoğunlaşmıştır?,"Türkiye'nin Türk Cumhuriyetleri ile ekonomik ilişkileri, ihracat (dış satım) ve ithalat (dış alım) alanlarında yoğunlaşmıştır. Türkiye, bu ülkelere makineler, mobilyalar, gıda ürünleri, kimyasal ürünler, tekstil ürünleri ve elektrikli cihazlar satarken, petrol, doğal gaz, alüminyum ve tekstil ürünleri almaktadır.",Olgusal,44
Kuzey Kıbrıs Türk Cumhuriyeti (KKTC) ile Türkiye arasındaki ilişkilerin niteliği nasıldır?,"Türkiye ile KKTC arasında siyasi, kültürel ve ekonomik alanlarda iş birliği bulunmaktadır. KKTC'ni tanıyan ilk ve tek ülke Türkiye'dir.",Olgusal,44
SSCB'nin dağılmasının Türk Cumhuriyetleri üzerindeki etkisi ne olmuştur?,"SSCB'nin dağılması, Azerbaycan, Özbekistan, Kazakistan, Kırgızistan ve Türkmenistan gibi Türk Cumhuriyetleri'nin bağımsızlıklarını kazanmasına yol açmıştır.",Nedensel,44
Türkiye'nin Azerbaycan ile olan ilişkilerindeki en önemli ekonomik faktör nedir?,"Türkiye'nin Azerbaycan ile olan ilişkilerindeki en önemli ekonomik faktör, petrol boru hattı sayesinde Azerbaycan'dan petrol almasıdır.",Olgusal,44
Türk Cumhuriyetleri ile ilişkilerin geliştirilmesinin Türkiye için önemi nedir?,"Türk Cumhuriyetleri ile ilişkilerin geliştirilmesi, Türkiye'nin bölgesel etkisini artırmasına, ekonomik iş birliğini güçlendirmesine ve kültürel bağlarını korumasına yardımcı olur.",Kavramsal,44
Türkiye'nin dış politikasında Atatürk'ün ilkelerinin önemi nedir?,"Atatürk'ün dış politika ilkeleri (bağımsızlık, barış, güven, saygı, eşitlik), Türkiye'nin uluslararası ilişkilerde izlediği yolun temelini oluşturur ve ülkenin itibarını korumasına yardımcı olur.",Kavramsal,44
Türkiye'nin Türk Cumhuriyetleri'nden ithal ettiği ürünlere örnekler nelerdir?,"Türkiye, Türk Cumhuriyetleri'nden petrol, doğal gaz, alüminyum ve tekstil ürünleri ithal etmektedir.",Listeleme,44
Türkiye'nin Türk Cumhuriyetleri'ne ihraç ettiği ürünlere örnekler nelerdir?,"Türkiye, Türk Cumhuriyetleri'ne makineler, mobilyalar, gıda ürünleri, kimyasal ürünler, tekstil ürünleri ve elektrikli cihazlar ihraç etmektedir.",Listeleme,44
TİKA ve TÜRKSOY gibi kuruluşların ortak amacı nedir?,"TİKA ve TÜRKSOY gibi kuruluşların ortak amacı, Türk dünyası ile ilişkileri geliştirmek, kültürel ve ekonomik iş birliğini güçlendirmek ve ortak değerleri korumaktır.",Analitik,44
Türkiye'nin komşu ülkelerle ilişkilerinde hangi zorluklarla karşılaşabileceği varsayılabilir?,"Türkiye, komşu ülkelerle ilişkilerinde sınır anlaşmazlıkları, su kaynaklarının paylaşımı, terörle mücadele ve siyasi farklılıklar gibi zorluklarla karşılaşabilir.",Varsayımsal,44
Türk Cumhuriyetleri'nin bağımsızlıklarını kazanmasının Türkiye'ye etkileri neler olmuştur?,"Türk Cumhuriyetleri'nin bağımsızlıklarını kazanması, Türkiye'nin bölgesel etkisini artırmış, ekonomik ve kültürel iş birliği fırsatları yaratmış ve Türk dünyası ile daha yakın ilişkiler kurulmasını sağlamıştır.",Yansıtıcı,44
Türkiye'nin sınır komşuları ile ilişkilerinde hangi ilkeler ön plandadır?,"Türkiye'nin sınır komşuları ile ilişkilerinde barış, güven, saygı ve eşitlik ilkeleri ön plandadır.",Olgusal,45
Nahcivan Özerk Cumhuriyeti hangi ülkeye bağlıdır ve Türkiye ile ilişkisi nasıldır?,Nahcivan Özerk Cumhuriyeti Azerbaycan'a bağlıdır ve Türkiye ile kardeş ülke ilişkileri bulunmaktadır.,Olgusal,45
Türkiye'nin Ermenistan ile ilişkilerinde nasıl bir politika izlenmektedir?,"Türkiye, Ermenistan ile barışçıl politikalar izlemektedir.",Olgusal,45
Türkiye'nin Gürcistan ile ilişkileri hangi alanda gelişmiştir?,Türkiye'nin Gürcistan ile ilişkileri bilhassa ekonomik faaliyetler alanında gelişmiştir.,Olgusal,45
Türkiye'nin Suriye'ye yönelik tutumu nasıldır?,"Türkiye, Suriye'ye maddi ve manevi yardımlarını esirgememekte ve ülkesindeki sorunlar nedeniyle ülkemize göç eden vatandaşlarını misafir etmektedir.",Olgusal,45
Türkiye'nin İran ve Irak ile ilişkilerinde hangi ürünlerin alımı öne çıkmaktadır?,Türkiye'nin İran ve Irak ile ilişkilerinde bilhassa petrol ve doğalgaz alımı öne çıkmaktadır.,Olgusal,45
Türkiye'nin Yunanistan ve Bulgaristan ile ilişkileri hangi anlayışla gelişmektedir?,"Türkiye'nin Yunanistan ve Bulgaristan ile ilişkileri barış ve anlaşma anlayışıyla, ticaret ve turizm alanlarında gelişmektedir.",Olgusal,45
Popüler kültürün toplum üzerindeki etkileri nelerdir?,"Popüler kültür, geçici bir süre tercih edilen, kısa bir zaman sonra değerini ve özelliğini kaybeden unsurlardır. Kültürümüze ait olmayan beslenme şekilleri, gıda ürünleri, giyim tarzı gibi unsurlar medya araçları ile olumsuz yönde değişiklikler gösterebilir.",Kavramsal,45
Kültürel etkileşimin artmasının sebepleri nelerdir?,"Gelişen teknolojiyle beraber iletişimin imkânlarının artması, bilhassa medya araçları yoluyla toplumların kültürel etkileşim içerisinde olmasını hızlandırmıştır.",Nedensel,45
Kültürümüzü korumak için neler yapmalıyız?,"Büyüklerimizle bayramlaşma, aile ziyaretleri, kültürümüze uygun selamlaşmak, oyunlar, yemek, giyim, müzik vb. kültürümüze ait anlayışları korumalı ve sonraki nesillere aktarmalıyız. Olumsuz ve zararlı unsurların etkisinde kalmamalıyız.",Yöntemsel,45
Medyanın kültürel değerler üzerindeki potansiyel olumsuz etkileri nelerdir?,"Medya, kültürümüze ait olmayan beslenme şekilleri, gıda ürünleri, giyim tarzı, kullandığımız takılar ve davranışsal özelliklerimizi olumsuz ve zararlı yönlerde değiştirebilir.",Analitik,45
Türkiye komşu ülkelerden neler almaktadır?,"Türkiye komşu ülkelerden petrol, doğal gaz ve kimyasal ürünler almaktadır.",Listeleme,45
Türkiye komşu ülkelere neler satmaktadır?,"Türkiye komşu ülkelere şeker, elektrikli eşya, tekstil ürünleri, mobilya, ilaç ve kimyasal ürünler satmaktadır.",Listeleme,45
Kültürün tanımı nedir?,"Kültür, bir toplumun geçmişten günümüze kadar değişerek devam eden kendine ait örf, adet, gelenekler ile düşünce ve yaşayış şeklidir.",Olgusal,45
Bilinçli bir tüketici olarak kültürümüzü nasıl koruyabiliriz?,Bilinçli bireyler ve tüketiciler olarak kültürümüzü ve manevi değerlerimizi korumalıyız. Medya yolu ile reklamları yapılan zararlı ürünleri tüketmemeliyiz ve kültürümüze ait olmayan faydasız unsurların sürekli olmadığını bilmeliyiz.,Yansıtıcı,45
