question,answer,question_type,page
Türk cumhuriyetleri ve komşu ülkelerle eğitim alanındaki ilişkilere bir örnek veriniz.,"Öğrenci değişim programları ve ortak eğitim projeleri, eğitim alanındaki ilişkilere örnek olarak verilebilir.",Olgusal,46
Türk cumhuriyetleri ve komşu ülkelerle sosyal ilişkilerimize bir örnek veriniz.,"Kültürel festivaller, spor etkinlikleri ve sivil toplum örgütlerinin ortak projeleri sosyal ilişkilere örnektir.",Olgusal,46
Türk cumhuriyetleri ve komşu ülkelerle kültürel ilişkilerimize bir örnek veriniz.,"Ortak dil ve tarih araştırmaları, kültürel mirasın korunması projeleri ve sanat etkinlikleri kültürel ilişkilere örnektir.",Olgusal,46
Türk cumhuriyetleri ve komşu ülkelerle ekonomik ilişkilerimize bir örnek veriniz.,"Ticaret anlaşmaları, ortak yatırım projeleri ve enerji işbirlikleri ekonomik ilişkilere örnektir.",Olgusal,46
Türk cumhuriyetleri ve komşu ülkelerle barış ve saygı anlayışı içerisinde ilişkilerimizin olmasının faydaları nelerdir?,"Bölgesel istikrarın sağlanması, ekonomik kalkınma, kültürel zenginleşme ve uluslararası işbirliğinin artması gibi faydaları vardır.",Kavramsal,46
"Ülkemize çalışmak amacıyla gelen işçilerin, üniversitelerde okuyan öğrencilerin ve göç eden mültecilerin kabul edilmesi hangi alanlardaki ilişkilerimizle ilgilidir?","Bu durum sırasıyla ekonomik, kültürel ve siyasi ilişkilerimizle ilgilidir.",Analitik,46
Türkiye'nin Suriyeli mültecileri kabul etmesi hangi tür bir ilişki örneğidir?,"Türkiye'nin Suriyeli mültecileri kabul etmesi komşu ülke ile olan sosyal ilişkilerine bir örnektir, ekonomik değil.",Olgusal,46
Türk Cumhuriyetleri ve komşu ülke öğrencilerinin ülkemizde eğitim görmesi ne tür bir ilişki örneğidir?,Türk Cumhuriyetleri ve komşu ülke öğrencilerinin ülkemizde eğitim görmesi kültürel ilişkilere bir örnektir.,Olgusal,46
TİKA ve TÜRKSOY hangi amaçlarla kurulmuştur?,"TİKA ve TÜRKSOY, Türk Cumhuriyetleri ve komşu ülkeler başta olmak üzere, siyasi, kültürel, sosyal ve ekonomik faaliyetlerin geliştirilmesi amacıyla kurulmuştur.",Olgusal,46
Ülkemiz ile Türk cumhuriyetleri ve komşu ülkelerle karşılıklı olan siyasi ve ekonomik faaliyetlere ne ad verilir?,Ülkemiz ile Türk cumhuriyetleri ve komşu ülkelerle karşılıklı olan siyasi ve ekonomik faaliyetlere dış politika denir.,Olgusal,46
Komşularımızla ve Türk cumhuriyetleri ile siyasi olarak iyi geçinme politikasına ne ad verilir?,Komşularımızla ve Türk cumhuriyetleri ile siyasi olarak iyi geçinme politikasına barışçıl politika denir.,Olgusal,46
Ülkelerin diğer ülkelerle ilişkilerinde izlediği yola ne ad verilir?,Ülkelerin diğer ülkelerle ilişkilerinde izlediği yola dış politika denir.,Olgusal,46
Türk Cumhuriyetleri ve komşu ülkelerle ilişkilerde dayanışmanın önemi nedir?,"Dayanışma, bölgesel sorunların çözümünde işbirliğini artırır, ekonomik kalkınmaya katkı sağlar ve kültürel alışverişi teşvik eder.",Kavramsal,46
Türkiye'nin dış politikasında barışçıl bir yaklaşım benimsemesinin uzun vadeli etkileri neler olabilir?,"Uluslararası arenada saygınlığın artması, ekonomik ilişkilerin güçlenmesi ve bölgesel istikrarın sağlanmasına katkıda bulunulması gibi etkileri olabilir.",Yansıtıcı,46
Türk Cumhuriyetleri ve komşu ülkelerle ilişkilerde kültürel benzerliklerin rolü nedir?,"Kültürel benzerlikler, ortak bir anlayış zemini oluşturarak ilişkilerin geliştirilmesini kolaylaştırır, işbirliği ve dayanışma ruhunu güçlendirir.",Kavramsal,46
Kültürümüze ait unsurlara örnekler veriniz?,"Kültürümüze ait unsurlara yemeklerimiz, geleneksel el sanatlarımız, halk oyunlarımız, bayramlarımız ve dilimiz gibi örnekler verilebilir.",Olgusal,47
Kültürümüze ait olmayan popüler kültür ögelerinin toplumumuza olumsuz etkileri nelerdir?,"Kültürümüze ait olmayan popüler kültür ögeleri, geleneksel değerlerimizin unutulmasına, yabancılaşmaya, tüketim alışkanlıklarının artmasına ve kimlik karmaşasına yol açabilir.",Kavramsal,47
6/B sınıfı öğrencilerinin önerilerinde popüler kültür niteliğindeki faaliyet hangi öğrenciye aittir?,"6/B sınıfı öğrencilerinin önerilerinde popüler kültür niteliğindeki faaliyet, konsol oyunları turnuvası düzenlenmesini öneren Necati'ye aittir.",Olgusal,47
"Bir toplumun medya araçları ile farklı toplumlardan aldığı beslenme, giyim, davranışlar gibi unsurlara ne denir? Doğrusu nedir?","Metinde verilen tanım hatalıdır. Bir toplumun medya araçları ile farklı toplumlardan aldığı beslenme, giyim, davranışlar gibi unsurlara 'kültürel etkileşim' veya 'kültürel yayılma' denir. Kültür, bir toplumun tüm maddi ve manevi değerlerini kapsar.",Kavramsal,47
