question,answer,question_type,page
Bu materyalin hangi sınıf seviyesi için hazırlandığı belirtilmiştir?,Bu öğretim materyali 6. sınıf seviyesi için hazırlanmıştır.,Olgusal,1
Bu materyalin telif hakları kime aittir?,Bu materyalin tüm hakları saklıdır ve Millî Eğitim Bakanlığı’na aittir.,Olgusal,1
Bu materyalin içeriğinin kısmen veya tamamen yayımlanması konusunda ne gibi bir kısıtlama bulunmaktadır?,"Bu öğretim materyalinin metni, soruları ve şekilleri kısmen de olsa hiçbir suretle alınıp yayımlanamaz.",Olgusal,1
Bu materyalin 'Sosyal Bilgiler' dersi için hazırlanmış olması ne anlama gelir?,"Bu, materyalin içeriğinin sosyal bilimler alanına ait konuları kapsadığı anlamına gelir. Öğrencilere toplum, tarih, coğrafya gibi konularda bilgi vermeyi amaçlar.",Kavramsal,1
"Bu materyalin Millî Eğitim Bakanlığı'na ait olması, içeriğin güvenilirliği açısından ne ifade eder?","Millî Eğitim Bakanlığı'na ait olması, içeriğin müfredata uygun, pedagojik açıdan doğru ve öğrencilerin seviyesine uygun olarak hazırlandığını gösterir. Bu da materyalin güvenilirliğini artırır.",Analitik,1
Bu materyalden bir bölümü kendi çalışmamda kullanmak istersem ne yapmalıyım?,"Materyalin telif hakları Millî Eğitim Bakanlığı'na ait olduğundan, herhangi bir bölümünü yayımlamak veya kullanmak için izin almanız gerekmektedir.",Yöntemsel,1
Bu materyalin hazırlanmasındaki temel amaç nedir?,"Temel amaç, 6. sınıf öğrencilerine sosyal bilgiler dersi kapsamında bilgi ve beceriler kazandırmaktır.",Kavramsal,1
"Eğer bu materyal serbestçe yayımlanabilseydi, eğitim açısından ne gibi sonuçları olurdu?","Eğer serbestçe yayımlanabilseydi, farklı kaynaklardan gelen doğruluğu teyit edilmemiş bilgilerle karşılaşma riski artabilirdi. Bu da öğrencilerin yanlış bilgilere maruz kalmasına neden olabilirdi.",Varsayımsal,1
Bu materyalde hangi tür içerikler bulunmaktadır?,"Bu materyalde metinler, sorular ve şekiller bulunmaktadır.",Listeleme,1
Bu materyalin telif haklarının korunmasının önemi nedir?,"Telif haklarının korunması, materyalin izinsiz kopyalanmasını ve dağıtılmasını engelleyerek, Millî Eğitim Bakanlığı'nın emeğinin ve kaynaklarının korunmasını sağlar.",Nedensel,1
Bu materyalin içeriği başka bir sınıf seviyesi için uyarlanabilir mi?,"Materyal 6. sınıf seviyesine uygun olarak hazırlandığından, başka bir sınıf seviyesi için doğrudan uyarlanması uygun olmayabilir. İçeriğin ilgili sınıf seviyesinin müfredatına ve öğrenci gelişim düzeyine göre yeniden düzenlenmesi gerekebilir.",Analitik,1
Bu materyalin kısmen dahi olsa yayımlanamamasının nedeni nedir?,"Materyalin kısmen dahi olsa yayımlanamamasının nedeni, telif haklarının Millî Eğitim Bakanlığı'na ait olması ve izinsiz kullanımın önüne geçilmek istenmesidir.",Nedensel,1
Bu materyalin içeriği hangi konuları kapsar?,"Metinde içeriğin hangi konuları kapsadığı belirtilmemiştir, ancak sosyal bilgiler dersi olması nedeniyle tarih, coğrafya, vatandaşlık gibi konuları içermesi beklenir.",Spekülatif,1
Bu metinden çıkarılacak ana ders nedir?,"Bu metinden çıkarılacak ana ders, eğitim materyallerinin telif haklarının önemi ve bu haklara saygı duyulması gerektiğidir.",Özetleme,1
Bu materyalin hazırlanmasında hangi süreçler izlenmiştir?,"Metinde materyalin hazırlanma süreci hakkında bilgi bulunmamaktadır. Ancak, müfredata uygunluk, pedagojik doğruluk ve öğrenci seviyesine uygunluk gibi kriterlerin göz önünde bulundurulduğu varsayılabilir.",Yöntemsel,1
Soru-cevap çiftleri oluşturulurken hangi hususlara dikkat edilmelidir?,"Soru-cevap çiftleri oluşturulurken dil tutarlılığı sağlanmalı, farklı soru türleri (olgusal, kavramsal, bağlamsal vb.) dahil edilmeli, zorluk dengesi gözetilmeli, yanıtlar hassas ve öz olmalı, bağlam farkındalığı korunmalı ve tekrardan kaçınılmalıdır.",Özetleme,2
Olgusal soruların amacı nedir?,"Olgusal soruların amacı, belirli bilgileri doğrudan sormaktır. Örneğin, 'X ne anlama gelir?' gibi.",Olgusal,2
"Kavramsal sorular, olgusal sorulardan nasıl farklıdır?","Kavramsal sorular, içeriğin ardındaki fikirleri araştırırken, olgusal sorular belirli bilgileri doğrudan sorar. Kavramsal sorular 'X neden önemlidir?' gibi daha derinlemesine analiz gerektirir.",Analitik,2
Bağlamsal soruların önemi nedir?,"Bağlamsal sorular, konunun daha geniş bağlamını veya arka planını anlamamıza yardımcı olur. Bu, konunun neden önemli olduğunu ve nasıl ortaya çıktığını anlamamızı sağlar.",Kavramsal,2
Neden nedensel sorular sormalıyız?,"Nedensel sorular, bir olayın veya durumun sebeplerini veya nedenlerini anlamak için önemlidir. 'X'e ne sebep olur?' gibi sorular, bir durumun kökenini anlamamıza yardımcı olur.",Nedensel,2
Yöntemsel sorular neye odaklanır?,"Yöntemsel sorular, süreçlere veya adımlara odaklanır. 'X nasıl başarılır?' gibi sorular, bir hedefe ulaşmak için izlenmesi gereken adımları anlamamızı sağlar.",Yöntemsel,2
Analitik soruların temel amacı nedir?,"Analitik soruların temel amacı, farklı unsurları karşılaştırmak, karşıtlaştırmak veya değerlendirmektir. 'X, Y ile nasıl karşılaştırılır?' gibi sorular, farklı kavramlar arasındaki benzerlikleri ve farklılıkları anlamamıza yardımcı olur.",Analitik,2
Varsayımsal sorular ne tür senaryolara dayanır?,"Varsayımsal sorular, hayal edilen senaryolara dayanır. 'X olursa ne olur?' gibi sorular, olası sonuçları ve etkileri değerlendirmemize olanak tanır.",Varsayımsal,2
Yansıtıcı soruların odak noktası nedir?,"Yansıtıcı sorular, bir eylemin veya durumun sonuçları veya etkileri hakkında sorular sorar. Bu tür sorular, bir kararın veya olayın uzun vadeli etkilerini anlamamıza yardımcı olur.",Yansıtıcı,2
Spekülatif sorular ne tür sorulardır?,"Spekülatif sorular, fikir tabanlı veya keşifsel sorulardır. 'Neden birisi X'e katılmayabilir?' gibi sorular, farklı bakış açılarını ve olası itirazları anlamamıza yardımcı olur.",Spekülatif,2
Listeleme sorularının amacı nedir?,"Listeleme sorularının amacı, bir konuyla ilgili öğelerin, adımların veya unsurların bir listesini istemektir. 'X'in temel unsurları nelerdir?' gibi sorular, bir konunun bileşenlerini anlamamıza yardımcı olur.",Listeleme,2
Neden yanıtlarda 'Evet' veya 'Hayır' gibi kısa cevaplardan kaçınılmalıdır?,"'Evet' veya 'Hayır' gibi kısa cevaplardan kaçınılmalıdır çünkü bu tür cevaplar, bilginin ardındaki gerekçeyi anlamak için gerekli bağlamı sağlamaz.",Kavramsal,2
Soru-cevap çiftlerinde 'zorluk dengesi' ne anlama gelir?,"Zorluk dengesi, basit, orta ve karmaşık soruların dengeli bir şekilde dağıtılması anlamına gelir. Bu, farklı bilgi seviyelerine hitap etmeyi ve konuyu kapsamlı bir şekilde ele almayı sağlar.",Kavramsal,2
Yanıt hassasiyeti neden önemlidir?,"Yanıt hassasiyeti, sağlanan içeriğe dayalı özlü ve doğru yanıtlar vermeyi ifade eder. Bu, yanıltıcı veya yanlış bilgilerden kaçınmayı ve okuyucunun doğru bilgiye ulaşmasını sağlamayı amaçlar.",Kavramsal,2
Soru-cevap çiftleri oluşturulurken tekrardan kaçınmanın önemi nedir?,"Tekrardan kaçınmak, her sorunun belirgin ve benzersiz olmasını sağlamak için önemlidir. Bu, aynı bilgiyi farklı şekillerde tekrar tekrar sormaktan kaçınarak, içeriğin verimliliğini artırır.",Kavramsal,2
Bu metnin ana konusu nedir?,"Metnin ana konusu bilim, teknoloji ve toplum arasındaki ilişkidir.",Olgusal,3
"""Araştırıyorum"" ifadesi bu bağlamda ne anlama geliyor olabilir?","""Araştırıyorum"" ifadesi, bilim ve teknolojinin toplum üzerindeki etkilerini veya toplumun bilim ve teknolojiye olan yaklaşımını derinlemesine inceleme sürecini ifade ediyor olabilir.",Kavramsal,3
"""Gerçek ürün"" neyi ifade ediyor?","""Gerçek ürün"", bilimsel ve teknolojik gelişmelerin somut sonuçlarını veya toplumun faydasına sunulan elle tutulur çıktılarını ifade ediyor olabilir.",Olgusal,3
"Bilim, teknoloji ve toplum arasındaki ilişki neden önemlidir?","Bu ilişki, teknolojik gelişmelerin toplumsal etkilerini anlamak, etik sorunları ele almak ve sürdürülebilir bir gelecek inşa etmek için önemlidir.",Kavramsal,3
Bu metin hangi bağlamda kullanılıyor olabilir?,"Bu metin, bir dersin başlığı, bir araştırma projesinin konusu veya bir tartışma platformunun teması olarak kullanılıyor olabilir.",Bağlamsal,3
Bilim ve teknolojideki gelişmelerin toplumsal sonuçları neler olabilir?,"Bilim ve teknolojideki gelişmelerin toplumsal sonuçları olumlu (yaşam kalitesinin artması, yeni iş imkanları) veya olumsuz (işsizlik, eşitsizlik) olabilir.",Yansıtıcı,3
"""Araştırıyorum"" ifadesi hangi yöntemlerle gerçekleştirilebilir?","""Araştırıyorum"" ifadesi, literatür taraması, anketler, mülakatlar, deneyler ve modelleme gibi çeşitli yöntemlerle gerçekleştirilebilir.",Yöntemsel,3
"""Gerçek ürün"" kavramı, bilimsel bir keşif ile ticari bir ürün arasındaki farkı nasıl yansıtır?","""Gerçek ürün"" kavramı, bilimsel bir keşfin ticarileştirilerek topluma fayda sağlayan somut bir sonuca dönüştürülmesini vurgular. Bilimsel keşif teorik bir bulgu iken, ""gerçek ürün"" bu bulgunun pratik uygulamasıdır.",Analitik,3
Eğer bilim ve teknoloji etik sınırlar olmadan gelişirse ne olur?,"Eğer bilim ve teknoloji etik sınırlar olmadan gelişirse, toplumsal eşitsizlikler artabilir, çevre kirliliği artabilir ve insan hakları ihlalleri yaşanabilir.",Varsayımsal,3
"Bilim, teknoloji ve toplum etkileşiminin temel unsurları nelerdir?","Bilim, teknoloji ve toplum etkileşiminin temel unsurları arasında bilimsel bilgi, teknolojik yenilikler, toplumsal değerler, politikalar ve ekonomik faktörler yer alır.",Listeleme,3
Bu metinden çıkarılacak ana ders nedir?,"Bu metinden çıkarılacak ana ders, bilim ve teknolojinin toplum üzerindeki etkilerini anlamanın ve bu etkileri yönetmenin önemidir.",Özetleme,3
Neden bazı insanlar teknolojik gelişmelere karşı olabilir?,"Bazı insanlar teknolojik gelişmelere, iş kaybı korkusu, gizlilik endişeleri, etik kaygılar veya geleneksel yaşam tarzlarına yönelik tehdit olarak algılamaları nedeniyle karşı olabilirler.",Spekülatif,3
"""Araştırıyorum"" ifadesi, bir öğrencinin bilimsel bir projeye yaklaşımını nasıl etkiler?","""Araştırıyorum"" ifadesi, bir öğrencinin bilimsel bir projeye daha meraklı, sorgulayıcı ve derinlemesine bir yaklaşımla başlamasına teşvik eder.",Bağlamsal,3
"""Gerçek ürün""ün toplumsal faydası nasıl ölçülür?","""Gerçek ürün""ün toplumsal faydası, yaşam kalitesindeki artış, ekonomik büyüme, sağlık hizmetlerindeki iyileşme ve çevresel sürdürülebilirlik gibi faktörler aracılığıyla ölçülebilir.",Yöntemsel,3
Bilim ve teknolojinin toplum üzerindeki etkilerini anlamak için hangi disiplinlerden yararlanılabilir?,"Bilim ve teknolojinin toplum üzerindeki etkilerini anlamak için sosyoloji, felsefe, tarih, ekonomi ve siyaset bilimi gibi çeşitli disiplinlerden yararlanılabilir.",Olgusal,3
Bu ders hangi sınıf seviyesi için hazırlanmıştır?,Bu ders 6. sınıf seviyesi için hazırlanmıştır.,Olgusal,4
Bu derste hangi öğrenme alanı üzerinde durulmaktadır?,"Bu derste Bilim, Teknoloji ve Toplum öğrenme alanı üzerinde durulmaktadır.",Olgusal,4
