question,answer,question_type,page
Anayasa'nın 56. maddesine göre devletin ve vatandaşların çevreyi koruma görevi nedir?,"Devletin ve vatandaşların görevi çevreyi geliştirmek, çevre sağlığını korumak ve çevre kirlenmesini önlemektir.",Olgusal,36
Eğitim hakkı hangi anayasa maddesinde düzenlenmiştir ve bu maddeye göre eğitim faaliyetleri nasıl olmalıdır?,Eğitim hakkı Anayasa’nın 42. Maddesinde düzenlenmiştir. Bu maddeye göre eğitim faaliyetleri kanuna uygun olmalı ve hiç kimse eğitim ve öğrenim hakkından mahrum bırakılmamalıdır.,Olgusal,36
Seçme ve seçilme hakkı Anayasa'da nasıl belirlenmiştir?,"Anayasa’nın 42. Maddesinde vatandaşların, kanuna uygun olarak seçme, seçilme ve siyasi partide görev alma, siyasi faaliyette bulunma ve oy kullanma hakları anayasa ile belirlenmiştir.",Olgusal,36
Konut dokunulmazlığı hakkı ne anlama gelir ve hangi koşullarda bu hakka müdahale edilebilir?,"Konut dokunulmazlığı hakkı, Anayasa’nın 21. Maddesine göre hukuki sebebe bağlı hakim kararı olmadıkça hiç kimsenin konutuna dokunulamayacağı ve girilemeyeceği anlamına gelir.",Kavramsal,36
Kanunlara uymak neden önemlidir?,"Kanunlara uymak toplumda düzenin sağlanması, hakların ve özgürlüklerin yaşanabilmesi ve adaletin uygulanabilmesi için gereklidir.",Nedensel,36
Vergi vermenin vatandaşlık sorumluluğu olarak önemi nedir?,"Vergi vermek, devletin okul, hastane, güvenlik gibi kamu hizmetlerinin yürütülmesini sağlar.",Kavramsal,36
Askerlik yapmak kimlerin görevidir ve hangi kanuna göre belirlenir?,"Askerlik yapmak, vatandaşlık sorumluluklarımızdan olup, Askerlik Kanunu’na göre belirlenen şartlara uygun olarak erkek Türk vatandaşlarının görevidir.",Olgusal,36
Oy kullanmanın demokrasiye katkısı nedir?,"Oy kullanmak, ülkemizde millî egemenlik ve demokrasi ilkesinin gelişmesine katkı sağlar.",Yansıtıcı,36
Kadınların Türk tarihindeki rolü nasıldı?,"Türk tarihinde kadın erkek ayrımı yapılmaksızın kadınlar yönetimlerde görev almış, askerlik hizmeti yapmış, spor faaliyetleri ve çeşitli mesleklerde başarılar elde etmiştir.",Bağlamsal,36
İlk Türk devletlerinde hükümdar eşlerine ne denilirdi ve bu durum kadınların rolüne dair ne gösterir?,"İlk Türk devletlerinde hükümdar eşlerine “Hatun” denilmekteydi. Bu, kadınların yönetimde önemli bir role sahip olduğunu gösterir.",Analitik,36
Anayasamızda belirtilen vatandaşlık sorumlulukları nelerdir?,"Anayasamızda belirtilen vatandaşlık sorumlulukları arasında kanunlara uymak, vergi vermek, askerlik yapmak ve oy kullanmak yer almaktadır.",Listeleme,36
Vatandaşlık sorumluluklarını yerine getirmenin toplum üzerindeki olumlu etkileri nelerdir?,"Vatandaşlık sorumluluklarını yerine getirmek, toplumun sağlıklı, huzurlu ve mutlu bir hayat sürmesine katkıda bulunur.",Yansıtıcı,36
Türkiye'de 18 yaşını doldurmuş her vatandaşın oy kullanmasının önemi nedir?,"18 yaşını doldurmuş her vatandaşın oy kullanması, ülkemizde milli egemenlik ve demokrasi ilkesinin gelişmesini sağlar.",Kavramsal,36
Kadınlara yönelik olumlu davranışlara örnekler neler olabilir?,"Kadınlara yönelik olumlu davranışlara örnek olarak, onlara saygı duymak, eşit fırsatlar sunmak ve toplumsal hayata katılımlarını desteklemek sayılabilir.",Spekülatif,36
Anayasa'nın 56. maddesi neden önemlidir?,"Anayasa'nın 56. maddesi, sağlıklı ve dengeli bir çevrede yaşama hakkını güvence altına alarak çevrenin korunmasının önemini vurguladığı için önemlidir.",Kavramsal,36
